symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ACE.MI,2022-12-31,3M,EUR,,,,,,,,,,,-1961728000.0,,,,,,,,,,,,,,,,,,,,,-1950895000.0,,,,,-1942560000.0,,,,,,,,,,
ACE.MI,2023-03-31,3M,EUR,212551236.0,0.34156,823310000.0,162747000.0,162747000.0,212551236.0,0.34156,72599000.0,157692000.0,320439000.0,,416555000.0,41366000.0,41366000.0,7683000.0,7683000.0,-8829000.0,72599000.0,72599000.0,81428000.0,,72599000.0,72599000.0,81428000.0,-33683000.0,-33683000.0,337541000.0,84570400.0,1072971000.0,166894000.0,1239865000.0,823310000.0,0.0,116326000.0,823310000.0,159010000.0,,-23357000.0,-5130600.0,34898000.0,0.3,1072971000.0,149792000.0,1239865000.0,-17102000.0,-17102000.0,23357000.0
ACE.MI,2023-06-30,3M,EUR,212547907.0,0.328646,640694000.0,163740000.0,163740000.0,212547907.0,0.328646,69853000.0,161234000.0,324974000.0,,415611000.0,44197000.0,44197000.0,10491000.0,10491000.0,-10866000.0,69853000.0,69853000.0,80720000.0,0.0,69853000.0,69853000.0,80720000.0,-33706000.0,-33706000.0,345482000.0,83997118.970924,251613000.0,163998000.0,1056305000.0,,0.0,117037000.0,640694000.0,162679000.0,,-20508000.0,-6363881.029076,36318000.0,0.310312,892307000.0,150237000.0,1056305000.0,-20508000.0,-20508000.0,20508000.0
ACE.MI,2023-09-30,3M,EUR,212547907.0,0.315096,690053000.0,173169000.0,173169000.0,212547907.0,0.315096,66973000.0,153045000.0,326214000.0,,439642000.0,45904000.0,45904000.0,10067000.0,10067000.0,-7530000.0,66973000.0,66973000.0,74503000.0,0.0,66973000.0,66973000.0,74503000.0,-35837000.0,-35837000.0,339949000.0,76523825.267638,947710000.0,156372000.0,1104082000.0,690052000.0,0.0,107141000.0,690053000.0,168750000.0,,-20195000.0,-4184174.732362,32639000.0,0.304636,947710000.0,142637000.0,1104082000.0,-13735000.0,-13735000.0,20195000.0
ACE.MI,2023-09-30,TTM,EUR,212547864.0,1.08778,,,,212547864.0,1.08778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE.MI,2023-12-31,3M,EUR,,,,146250000.0,-315525000.0,,,84483000.0,157757000.0,313224000.0,,,23063000.0,23063000.0,8594000.0,8594000.0,-6311000.0,84483000.0,84483000.0,90793000.0,,84483000.0,84483000.0,90793000.0,-33664000.0,-33664000.0,312527000.0,84013174.165145,-1106299000.0,155020000.0,1103212000.0,-1380737000.0,0.0,134694000.0,,155467000.0,,23746000.0,227174.165145,43901000.0,0.325931,948192000.0,169664000.0,1103212000.0,697000.0,697000.0,23429000.0
ACE.MI,2023-12-31,TTM,EUR,212547907.0,1.38008,,,,212547907.0,1.38008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE.MI,2024-03-31,3M,EUR,212549878.0,0.38845,,168931000.0,168931000.0,212549878.0,0.38845,82565000.0,179835000.0,348766000.0,,,44162000.0,44162000.0,11135000.0,11135000.0,-10915000.0,82565000.0,82565000.0,93480000.0,,82565000.0,82565000.0,93480000.0,-33027000.0,-33027000.0,365788000.0,94293158.0,841001000.0,185313000.0,1026314000.0,582638000.0,0.0,135673000.0,,167246000.0,,-19723000.0,-5293842.0,42194000.0,0.311,841001000.0,168291000.0,1026314000.0,-17022000.0,-17022000.0,19723000.0
ACE.MI,2024-03-31,TTM,EUR,212547568.0,1.42697,,652090000.0,190315000.0,212547568.0,1.42697,303874000.0,651871000.0,1306013000.0,,,157326000.0,157326000.0,40287000.0,40287000.0,-35622000.0,303874000.0,303874000.0,339495000.0,,303874000.0,303874000.0,339495000.0,-136234000.0,-136234000.0,1349834000.0,333956129.177325,1574718000.0,660704000.0,4289913000.0,532646000.0,0.0,494545000.0,,654142000.0,,-36680000.0,-13738870.822675,155051000.0,0.313523,3629209000.0,630829000.0,4289913000.0,-43821000.0,-43821000.0,83855000.0
