symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DividendsPayable,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkingCapital
ACE.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47202000.0,,,,,,,,,,,,,,,,,,,,,,,,222358000.0,,,,,,,,,,,,,,,,,,,,,,416993.0,
ACE.MI,2020-12-31,12M,EUR,1627119000.0,981509000.0,-2588305000.0,0.0,,57362000.0,73643000.0,1098899000.0,642209000.0,642209000.0,637730000.0,4479000.0,1098899000.0,1964829000.0,93160000.0,2362610000.0,14300000.0,643871000.0,658171000.0,2931130000.0,922000.0,,223713000.0,3372711000.0,5448611000.0,2045000.0,91973000.0,6703608000.0,2372000.0,,3100000.0,276362000.0,572969000.0,59343000.0,4094908000.0,4154251000.0,279462000.0,156951000.0,3555380000.0,358429000.0,4096570000.0,2860306000.0,-1407882000.0,39993000.0,175210000.0,235012000.0,122047000.0,1672000.0,212547907.0,,,-1000.0,3148998000.0,,-229226000.0,548581000.0,1169740000.0,590040000.0,,2216839000.0,11685000.0,0.0,960679000.0,212964900.0,1964829000.0,-1407882000.0,40087000.0,9673614000.0,6059737000.0,4812422000.0,2323258000.0,7350356000.0,7311004000.0,4419226000.0,40217000.0,416993.0,-568520000.0
ACE.MI,2021-12-31,12M,EUR,1683563000.0,1071644000.0,-2730269000.0,168425000.0,22549000.0,36415000.0,53694000.0,1098899000.0,680820000.0,683120000.0,666245000.0,14575000.0,1098899000.0,2123971000.0,82776000.0,2827235000.0,13965000.0,116416000.0,130381000.0,2597955000.0,330000.0,22549000.0,251477000.0,3711274000.0,5721894000.0,71678000.0,86406000.0,6992637000.0,2314000.0,22549000.0,2980000.0,292239000.0,594397000.0,39729000.0,4752250000.0,4791979000.0,295219000.0,193318000.0,3695302000.0,392449000.0,4187846000.0,2991625000.0,-1587303000.0,42678000.0,167342000.0,202606000.0,120150000.0,948000.0,212547907.0,,,,3459797000.0,1000.0,199044000.0,530159000.0,1313004000.0,672174000.0,2300000.0,2317198000.0,13428000.0,0.0,1009856000.0,212547907.0,2123971000.0,-1587303000.0,60360000.0,10628886000.0,6876221000.0,4922360000.0,2516420000.0,8112466000.0,7801652000.0,5514511000.0,103146000.0,,229280000.0
ACE.MI,2022-12-31,12M,EUR,1844485000.0,1265439000.0,-2836373000.0,19076000.0,30531000.0,67150000.0,89895000.0,1098899000.0,559908000.0,562575000.0,541481000.0,18427000.0,1098899000.0,2291268000.0,98250000.0,2778098000.0,16507000.0,462019000.0,478526000.0,3130385000.0,939000.0,30531000.0,255048000.0,4146144000.0,6071021000.0,81298000.0,104507000.0,7402162000.0,2256000.0,30531000.0,3007000.0,348885000.0,651258000.0,73388000.0,4648875000.0,4722263000.0,351892000.0,218025000.0,3889560000.0,463975000.0,4550986000.0,3234648000.0,-1854876000.0,43718000.0,160551000.0,179823000.0,112989000.0,2110000.0,212547907.0,458780000.0,632259000.0,,3891096000.0,615144000.0,195359000.0,629553000.0,1364803000.0,603194000.0,2667000.0,2566094000.0,25909000.0,0.0,1017125000.0,212964900.0,2291268000.0,-1854876000.0,116100000.0,11338533000.0,6940143000.0,5200789000.0,2755243000.0,8583290000.0,8560438000.0,5452905000.0,91117000.0,416993.0,-352287000.0
ACE.MI,2023-12-31,12M,EUR,1750473000.0,1213200000.0,-2969618000.0,18288000.0,,73460000.0,93822000.0,1098899000.0,359379000.0,362010000.0,338887000.0,20493000.0,1098899000.0,2377281000.0,135451000.0,2594062000.0,15258000.0,756949000.0,772207000.0,3348500000.0,524000.0,,254626000.0,4455052000.0,6397770000.0,22352000.0,97843000.0,7826102000.0,1990000.0,18852000.0,8029000.0,359281000.0,673137000.0,78564000.0,4691872000.0,4770436000.0,367310000.0,224276000.0,4071097000.0,445803000.0,5089442000.0,3428152000.0,-2077771000.0,44019000.0,157696000.0,205065000.0,109895000.0,1608000.0,212547907.0,,,-1000.0,4200426000.0,,309158000.0,644004000.0,1444625000.0,666289000.0,2631000.0,2481480000.0,19687000.0,0.0,1046848000.0,212964900.0,2377281000.0,-2077771000.0,194393000.0,11787064000.0,7069153000.0,5542643000.0,2823084000.0,8963980000.0,9193001000.0,5615480000.0,86479000.0,416993.0,-754438000.0
