symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE
ISP.MI,2019-12-31,12M,EUR,,,,,,1938000000.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
ISP.MI,2020-12-31,12M,EUR,13222000000.0,-1436000000.0,-41000000.0,595000000.0,-1077000000.0,1269000000.0,-8939000000.0,595000000.0,-41000000.0,2749000000.0,-26000000.0,-370000000.0,2377000000.0,2377000000.0,23000000.0,-84000000.0,13733000000.0,2681000000.0,-3165000000.0,-5245000000.0,,,-357000000.0,2749000000.0,955000000.0,2723000000.0,3277000000.0,3285000000.0,-1001000000.0,-1000000.0,-334000000.0,-1729000000.0,1000000.0,1413000000.0,5750000000.0,-441000000.0,-1006000000.0,-430000000.0,-26000000.0,1396000000.0,5000000.0,96000000.0
ISP.MI,2021-12-31,12M,EUR,13733000000.0,-1892000000.0,-4041000000.0,986000000.0,-3958000000.0,-9061000000.0,-2049000000.0,986000000.0,-4041000000.0,,-1538000000.0,1638000000.0,1592000000.0,1592000000.0,48000000.0,37000000.0,14756000000.0,-5593000000.0,6913000000.0,-85000000.0,,,-2226000000.0,,-496000000.0,-1538000000.0,4185000000.0,4043000000.0,-1021000000.0,-14000000.0,-757000000.0,8805000000.0,,-329000000.0,3995000000.0,-500000000.0,-1117000000.0,-775000000.0,-1538000000.0,4000000.0,96000000.0,18000000.0
ISP.MI,2022-12-31,12M,EUR,14756000000.0,-1848000000.0,-2966000000.0,98220000000.0,-18545000000.0,,91108000000.0,98220000000.0,-2966000000.0,616000000.0,-1118000000.0,1373000000.0,1684000000.0,1684000000.0,79000000.0,-52000000.0,112924000000.0,-3518000000.0,100428000000.0,533000000.0,,,-538000000.0,616000000.0,1150000000.0,-502000000.0,4379000000.0,4402000000.0,-1269000000.0,-50000000.0,-498000000.0,102276000000.0,,-889000000.0,4065000000.0,-217000000.0,-1272000000.0,-576000000.0,-1118000000.0,1367000000.0,3000000.0,78000000.0
ISP.MI,2023-12-31,12M,EUR,112924000000.0,-1655000000.0,-4293000000.0,-23518000000.0,1613000000.0,,-28077000000.0,-23518000000.0,-4293000000.0,417000000.0,-1709000000.0,1297000000.0,1657000000.0,1657000000.0,73000000.0,-136000000.0,89270000000.0,-5592000000.0,-18993000000.0,-1743000000.0,,,-588000000.0,417000000.0,288000000.0,-1292000000.0,7724000000.0,7752000000.0,-1248000000.0,-7000000.0,299000000.0,-17338000000.0,,-999000000.0,2775000000.0,-133000000.0,-1321000000.0,-334000000.0,-1709000000.0,421000000.0,73000000.0,633000000.0
ISP.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,8069000000.0,,,,,,,,,,,,,,,
