symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,ImpairmentOfCapitalAssets,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,PretaxIncome,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ISP.MI,2022-12-31,3M,EUR,,18964910924.0,0.05642,,,18964910924.0,0.05642,,,,,,,,,,,,-169000000.0,,,,,,,,55000000.0,,,,,,,,,,,
ISP.MI,2023-03-31,3M,EUR,228000000.0,19560000000.0,0.1,392000000.0,164000000.0,19560000000.0,0.1,1956000000.0,1100000000.0,1234000000.0,-3000000.0,2896000000.0,6620000000.0,-7000000.0,1956000000.0,1956000000.0,1963000000.0,0.0,,1956000000.0,1956000000.0,1963000000.0,3724000000.0,1953940188.87723,3185000000.0,6272000000.0,,52000000.0,2859000000.0,392000000.0,1234000000.0,3000000.0,940188.87723,896000000.0,0.313396,6272000000.0,3000000.0,3000000.0
ISP.MI,2023-06-30,3M,EUR,223000000.0,,,395000000.0,172000000.0,,,2266000000.0,894000000.0,955000000.0,25000000.0,3734000000.0,7942000000.0,-16000000.0,2266000000.0,2266000000.0,2282000000.0,0.0,,2266000000.0,2266000000.0,2282000000.0,4208000000.0,2283651608.910891,3020000000.0,6460000000.0,,110000000.0,3232000000.0,395000000.0,955000000.0,-25000000.0,-7348391.089109,950000000.0,0.293936,6460000000.0,-25000000.0,-25000000.0
ISP.MI,2023-09-30,3M,EUR,236000000.0,,,402000000.0,166000000.0,,,1900000000.0,-1093000000.0,1346000000.0,0.0,4364000000.0,8762000000.0,-6000000.0,1900000000.0,1900000000.0,1906000000.0,0.0,,1900000000.0,1900000000.0,1906000000.0,4398000000.0,1900000000.0,3394000000.0,6464000000.0,,58000000.0,2803000000.0,402000000.0,1346000000.0,0.0,0.0,897000000.0,0.320014,6464000000.0,0.0,0.0
ISP.MI,2023-09-30,TTM,EUR,,18657119150.0,0.39,,,18657119150.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISP.MI,2023-12-31,3M,EUR,270000000.0,,,455000000.0,185000000.0,,,1602000000.0,2077000000.0,-556000000.0,56000000.0,4595000000.0,9201000000.0,1000000.0,1602000000.0,1602000000.0,1601000000.0,0.0,,1602000000.0,1602000000.0,1601000000.0,4606000000.0,1673751079.913607,4354000000.0,6729000000.0,,1872000000.0,1852000000.0,455000000.0,-366000000.0,-134000000.0,-11248920.086393,251000000.0,0.135529,6729000000.0,-83000000.0,-83000000.0
ISP.MI,2024-03-31,3M,EUR,269000000.0,17700000000.0,0.13,431000000.0,162000000.0,17700000000.0,0.13,2301000000.0,1234000000.0,1279000000.0,0.0,4650000000.0,9109000000.0,-9000000.0,2301000000.0,2301000000.0,2310000000.0,0.0,,2301000000.0,2301000000.0,2310000000.0,4459000000.0,2301000000.0,3346000000.0,6919000000.0,,86000000.0,3387000000.0,431000000.0,1279000000.0,0.0,0.0,1077000000.0,0.317981,6919000000.0,0.0,0.0
ISP.MI,2024-03-31,TTM,EUR,998000000.0,17905426095.0,0.45,1683000000.0,685000000.0,17905426095.0,0.45,8069000000.0,3112000000.0,3024000000.0,81000000.0,17343000000.0,35014000000.0,-30000000.0,8069000000.0,8069000000.0,8099000000.0,0.0,,8069000000.0,8069000000.0,8099000000.0,17671000000.0,8146584885.577435,14114000000.0,26572000000.0,,2126000000.0,11274000000.0,1683000000.0,3214000000.0,-159000000.0,-30415114.422565,3175000000.0,0.281621,26572000000.0,-108000000.0,-108000000.0
