asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InterestExpense,InterestIncome,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,Payables,PretaxIncome,Receivables,ReconciledDepreciation,RetainedEarnings,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock
2022-12-31,3M,EUR,1884000000.0,,,,18964910924.0,0.05642,4647000000.0,,,,,,,,,18964910924.0,0.05642,,,,,,,8864000000.0,,,,,770000000.0,,,2642000000.0,,,194000000.0,,,,,,,,,-169000000.0,,,,,,,,,,,,,55000000.0,,27967000000.0,1381000000.0,,,460000000.0,,,,,,,,,,,,,,,,,,,,,,23892236.0,
2023-03-31,3M,EUR,,27996000000.0,228000000.0,127345000000.0,19560000000.0,0.1,,10369000000.0,77700000000.0,77700000000.0,10369000000.0,61463000000.0,392000000.0,164000000.0,-2076000000.0,19560000000.0,0.1,1956000000.0,108471000000.0,1100000000.0,1234000000.0,3623000000.0,9101000000.0,,-3000000.0,2896000000.0,6620000000.0,146822000000.0,,277580000000.0,279975000000.0,,86651000000.0,2395000000.0,,43283728188.0,141000000.0,-7000000.0,7659000000.0,1956000000.0,1956000000.0,1963000000.0,0.0,,1956000000.0,1956000000.0,1963000000.0,3724000000.0,10361000000.0,52362000000.0,1953940188.87723,3185000000.0,6272000000.0,18282461748.0,7214000000.0,5478000000.0,,52000000.0,,,457000000.0,2859000000.0,,392000000.0,556000000.0,1234000000.0,18988803160.0,3000000.0,61463000000.0,52362000000.0,940188.87723,896000000.0,0.313396,3195000000.0,955175000000.0,146822000000.0,86651000000.0,61604000000.0,893571000000.0,6272000000.0,457000000.0,3000000.0,3000000.0,41690000000.0,706341412.0,1701000000.0
2023-06-30,3M,EUR,,28001000000.0,223000000.0,197062000000.0,,,,10369000000.0,87636000000.0,79875000000.0,10369000000.0,62309000000.0,395000000.0,172000000.0,33775000000.0,,,2266000000.0,106323000000.0,894000000.0,955000000.0,3668000000.0,9192000000.0,9700000000.0,25000000.0,3734000000.0,7942000000.0,182840000000.0,,347347000000.0,349946000000.0,,123051000000.0,2599000000.0,,43856936486.0,152000000.0,-16000000.0,32895000000.0,2266000000.0,2266000000.0,2282000000.0,0.0,,2266000000.0,2266000000.0,2282000000.0,4208000000.0,9700000000.0,53117000000.0,2283651608.910891,3020000000.0,6460000000.0,18273723536.0,7217000000.0,5524000000.0,,110000000.0,27819000000.0,9700000000.0,28319000000.0,3232000000.0,,395000000.0,4222000000.0,955000000.0,18282798989.0,-25000000.0,62309000000.0,53117000000.0,-7348391.089109,950000000.0,0.293936,2666000000.0,955205000000.0,182840000000.0,123051000000.0,62461000000.0,892744000000.0,6460000000.0,500000000.0,-25000000.0,-25000000.0,14935000000.0,9075453.0,70000000.0
2023-09-30,3M,EUR,,28003000000.0,236000000.0,130493000000.0,,,,10369000000.0,85585000000.0,85585000000.0,10369000000.0,64511000000.0,402000000.0,166000000.0,-2857000000.0,,,1900000000.0,103891000000.0,-1093000000.0,1346000000.0,3671000000.0,9245000000.0,,0.0,4364000000.0,8762000000.0,163479000000.0,,275694000000.0,278252000000.0,,98968000000.0,2558000000.0,,44509805427.0,164000000.0,-6000000.0,13383000000.0,1900000000.0,1900000000.0,1906000000.0,0.0,,1900000000.0,1900000000.0,1906000000.0,4398000000.0,9643000000.0,55266000000.0,1900000000.0,3394000000.0,6464000000.0,18241723536.0,7939000000.0,5574000000.0,,58000000.0,,,474000000.0,2803000000.0,,402000000.0,6122000000.0,1346000000.0,18282798989.0,0.0,64511000000.0,55266000000.0,0.0,897000000.0,0.320014,2779000000.0,947134000000.0,163479000000.0,98968000000.0,64675000000.0,882459000000.0,6464000000.0,474000000.0,0.0,0.0,41855000000.0,41075453.0,146000000.0
2023-12-31,3M,EUR,1687000000.0,28003000000.0,270000000.0,205604000000.0,,,4519000000.0,10369000000.0,100688000000.0,3934000000.0,10369000000.0,63963000000.0,455000000.0,185000000.0,33738000000.0,,,1602000000.0,105227000000.0,2077000000.0,-556000000.0,3672000000.0,9524000000.0,8652000000.0,56000000.0,4595000000.0,9201000000.0,192324000000.0,887000000.0,350210000000.0,352711000000.0,2635000000.0,129578000000.0,2501000000.0,212000000.0,48221996167.0,164000000.0,1000000.0,27673000000.0,1602000000.0,1602000000.0,1601000000.0,0.0,,1602000000.0,1602000000.0,1601000000.0,4606000000.0,8652000000.0,54439000000.0,1673751079.913607,4354000000.0,6729000000.0,18256842646.0,7948000000.0,5852000000.0,,1872000000.0,24805000000.0,1286000000.0,28764000000.0,1852000000.0,516000000.0,455000000.0,5095000000.0,-366000000.0,18282798989.0,-134000000.0,63963000000.0,54439000000.0,-11248920.086393,251000000.0,0.135529,26454000000.0,963570000000.0,192324000000.0,129578000000.0,64127000000.0,899443000000.0,6729000000.0,2272000000.0,-83000000.0,-83000000.0,12548000000.0,25956343.0,140000000.0
2024-03-31,3M,EUR,,28003000000.0,269000000.0,149607000000.0,17700000000.0,0.13,,10369000000.0,51156000000.0,51156000000.0,10369000000.0,65804000000.0,431000000.0,162000000.0,188000000.0,17700000000.0,0.13,2301000000.0,108075000000.0,1234000000.0,1279000000.0,3660000000.0,9359000000.0,,0.0,4650000000.0,9109000000.0,174335000000.0,,296503000000.0,299005000000.0,,109761000000.0,2502000000.0,,61397761818.0,122000000.0,-9000000.0,57375000000.0,2301000000.0,2301000000.0,2310000000.0,0.0,,2301000000.0,2301000000.0,2310000000.0,4459000000.0,9236000000.0,56445000000.0,2301000000.0,3346000000.0,6919000000.0,18256842646.0,7889000000.0,5699000000.0,,86000000.0,,,620000000.0,3387000000.0,,431000000.0,-328000000.0,1279000000.0,18256842646.0,0.0,65804000000.0,56445000000.0,0.0,1077000000.0,0.317981,2285000000.0,931596000000.0,174335000000.0,109761000000.0,65926000000.0,865670000000.0,6919000000.0,620000000.0,0.0,0.0,38096000000.0,,141000000.0
