symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,PretaxIncome,ReconciledDepreciation,RentAndLandingFees,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ISP.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,,,,,,,,,,,9000000.0
ISP.MI,2020-12-31,12M,EUR,818000000.0,18240491151.0,0.18,1396000000.0,578000000.0,18240491151.0,0.18,3277000000.0,817000000.0,3200000000.0,42000000.0,54000000.0,2451000000.0,10183000000.0,-8000000.0,3277000000.0,3277000000.0,2149000000.0,1136000000.0,-1027000000.0,3277000000.0,2141000000.0,3285000000.0,7732000000.0,4177034420.289855,14314000000.0,21987000000.0,73000000.0,1844000000.0,-94000000.0,2208000000.0,2377000000.0,139000000.0,68000000.0,142000000.0,3342000000.0,-1091000000.0,-28965579.710145,59000000.0,0.026721,21987000000.0,-1084000000.0,-1084000000.0,81000000.0
ISP.MI,2021-12-31,12M,EUR,934000000.0,19377549407.0,0.22,1593000000.0,659000000.0,19377549407.0,0.22,4185000000.0,628000000.0,3252000000.0,21000000.0,62000000.0,2480000000.0,10473000000.0,142000000.0,4185000000.0,4185000000.0,4043000000.0,0.0,-1003000000.0,4185000000.0,4185000000.0,4043000000.0,7993000000.0,4235722833.42984,14057000000.0,21898000000.0,332000000.0,1665000000.0,-379000000.0,5181000000.0,1592000000.0,141000000.0,48000000.0,154000000.0,3406000000.0,-69000000.0,-14277166.57016,1138000000.0,0.219649,21898000000.0,-65000000.0,-65000000.0,26000000.0
ISP.MI,2022-12-31,12M,EUR,869000000.0,19315541610.0,0.23,1550000000.0,681000000.0,19315541610.0,0.23,4379000000.0,-6084000000.0,2998000000.0,46000000.0,57000000.0,3874000000.0,15709000000.0,-23000000.0,4379000000.0,4379000000.0,4402000000.0,0.0,-927000000.0,4379000000.0,4379000000.0,4402000000.0,11835000000.0,4447837860.082305,12820000000.0,21565000000.0,202000000.0,1400000000.0,77000000.0,6075000000.0,1684000000.0,124000000.0,53000000.0,171000000.0,3169000000.0,-99000000.0,-26162139.917695,1673000000.0,0.275391,21565000000.0,-95000000.0,-95000000.0,
ISP.MI,2023-09-30,TTM,EUR,,18657119150.0,0.39,,,18657119150.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISP.MI,2023-12-31,12M,EUR,957000000.0,18370426095.0,0.42,1644000000.0,687000000.0,18370426095.0,0.42,7724000000.0,2978000000.0,2979000000.0,78000000.0,54000000.0,15589000000.0,32525000000.0,-28000000.0,7724000000.0,7724000000.0,7752000000.0,0.0,,7724000000.0,7724000000.0,7752000000.0,16936000000.0,7799745393.634841,13953000000.0,25925000000.0,,2092000000.0,,10746000000.0,1657000000.0,121000000.0,78000000.0,190000000.0,3169000000.0,-156000000.0,-29254606.365159,2994000000.0,0.278615,25925000000.0,-105000000.0,-105000000.0,
ISP.MI,2024-03-31,TTM,EUR,998000000.0,17905426095.0,0.45,1683000000.0,685000000.0,17905426095.0,0.45,8069000000.0,3112000000.0,3024000000.0,81000000.0,,17343000000.0,35014000000.0,-30000000.0,8069000000.0,8069000000.0,8099000000.0,0.0,,8069000000.0,8069000000.0,8099000000.0,17671000000.0,8146584885.577435,14114000000.0,26572000000.0,,2126000000.0,,11274000000.0,1683000000.0,,,,3214000000.0,-159000000.0,-30415114.422565,3175000000.0,0.281621,26572000000.0,-108000000.0,-108000000.0,
