asOfDate,periodType,currencyCode,AccountsPayable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,IssuanceOfCapitalStock,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,Payables,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,Receivables,ReconciledDepreciation,RentAndLandingFees,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,TreasurySharesNumber,TreasuryStock,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,475000000.0,,,,1938000000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,67367000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0
2020-12-31,12M,EUR,1979000000.0,27444000000.0,818000000.0,111839000000.0,18240491151.0,0.18,13222000000.0,5387000000.0,-1436000000.0,10084000000.0,89278000000.0,-41000000.0,,3957000000.0,595000000.0,-1077000000.0,1269000000.0,-8939000000.0,595000000.0,10084000000.0,-41000000.0,65871000000.0,2749000000.0,-26000000.0,-370000000.0,2377000000.0,2377000000.0,1396000000.0,578000000.0,46088000000.0,18240491151.0,0.18,3277000000.0,23000000.0,-84000000.0,13733000000.0,3922000000.0,2681000000.0,-3165000000.0,-5245000000.0,,,817000000.0,3200000000.0,3154000000.0,8194000000.0,9175000000.0,42000000.0,54000000.0,2451000000.0,10183000000.0,171285000000.0,-357000000.0,762000000.0,172439000000.0,174435000000.0,2749000000.0,2489000000.0,107154000000.0,1996000000.0,176000000.0,37082130102.0,450000000.0,-8000000.0,955000000.0,2723000000.0,16136000000.0,3277000000.0,3277000000.0,2149000000.0,1136000000.0,-1027000000.0,3277000000.0,2141000000.0,3285000000.0,3285000000.0,-1001000000.0,7732000000.0,-1000000.0,9175000000.0,-334000000.0,57677000000.0,4177034420.289855,-1729000000.0,14314000000.0,21987000000.0,19388335304.0,1000000.0,7441000000.0,5040000000.0,1413000000.0,73000000.0,1844000000.0,12935000000.0,1123000000.0,-94000000.0,13219000000.0,2208000000.0,5750000000.0,-441000000.0,-1006000000.0,-430000000.0,49000000.0,2377000000.0,139000000.0,-26000000.0,68000000.0,3277000000.0,1396000000.0,5000000.0,96000000.0,142000000.0,3342000000.0,19430463305.0,-1091000000.0,65871000000.0,57677000000.0,-28965579.710145,59000000.0,0.026721,2326000000.0,1002614000000.0,171285000000.0,107154000000.0,66321000000.0,936293000000.0,21987000000.0,284000000.0,-1084000000.0,-1084000000.0,23245000000.0,42128001.0,130000000.0,81000000.0
2021-12-31,12M,EUR,2272000000.0,27286000000.0,934000000.0,117125000000.0,19377549407.0,0.22,13733000000.0,4937000000.0,-1892000000.0,10084000000.0,145844000000.0,-4041000000.0,,3463000000.0,986000000.0,-3958000000.0,-9061000000.0,-2049000000.0,986000000.0,10084000000.0,-4041000000.0,63775000000.0,,-1538000000.0,1638000000.0,1592000000.0,1592000000.0,1593000000.0,659000000.0,35506000000.0,19377549407.0,0.22,4185000000.0,48000000.0,37000000.0,14756000000.0,4474000000.0,-5593000000.0,6913000000.0,-85000000.0,,,628000000.0,3252000000.0,3574000000.0,9342000000.0,9104000000.0,21000000.0,62000000.0,2480000000.0,10473000000.0,163603000000.0,-2226000000.0,798000000.0,170886000000.0,172538000000.0,,2665000000.0,101215000000.0,1652000000.0,207000000.0,44115221442.0,291000000.0,142000000.0,-496000000.0,-1538000000.0,,4185000000.0,4185000000.0,4043000000.0,0.0,-1003000000.0,4185000000.0,4185000000.0,4043000000.0,4043000000.0,-1021000000.0,7993000000.0,-14000000.0,9104000000.0,-757000000.0,54433000000.0,4235722833.42984,8805000000.0,14057000000.0,21898000000.0,19399833528.0,,6282000000.0,5768000000.0,-329000000.0,332000000.0,1665000000.0,12759000000.0,1295000000.0,-379000000.0,13122000000.0,5181000000.0,3995000000.0,-500000000.0,-1117000000.0,-775000000.0,71000000.0,1592000000.0,141000000.0,-1538000000.0,48000000.0,2786000000.0,4000000.0,96000000.0,18000000.0,154000000.0,3406000000.0,19430463305.0,-69000000.0,63775000000.0,54433000000.0,-14277166.57016,1138000000.0,0.219649,3555000000.0,1069003000000.0,163603000000.0,101215000000.0,64066000000.0,1004937000000.0,21898000000.0,363000000.0,-65000000.0,-65000000.0,24043000000.0,30629777.0,136000000.0,26000000.0
2022-12-31,12M,EUR,1884000000.0,28053000000.0,869000000.0,176679000000.0,19315541610.0,0.23,14756000000.0,4647000000.0,-1848000000.0,10369000000.0,122093000000.0,-2966000000.0,,3709000000.0,98220000000.0,-18545000000.0,,91108000000.0,98220000000.0,10369000000.0,-2966000000.0,61103000000.0,616000000.0,-1118000000.0,1373000000.0,1684000000.0,1684000000.0,1550000000.0,681000000.0,33978000000.0,19315541610.0,0.23,4379000000.0,79000000.0,-52000000.0,112924000000.0,106188000000.0,-3518000000.0,100428000000.0,533000000.0,,,-6084000000.0,2998000000.0,3626000000.0,9237000000.0,8864000000.0,46000000.0,57000000.0,3874000000.0,15709000000.0,158229000000.0,-538000000.0,770000000.0,325711000000.0,327724000000.0,616000000.0,2642000000.0,98447000000.0,2013000000.0,194000000.0,39409021315.0,166000000.0,-23000000.0,1150000000.0,-502000000.0,,4379000000.0,4379000000.0,4402000000.0,0.0,-927000000.0,4379000000.0,4379000000.0,4402000000.0,4402000000.0,-1269000000.0,11835000000.0,-50000000.0,8864000000.0,-498000000.0,51866000000.0,4447837860.082305,102276000000.0,12820000000.0,21565000000.0,18964910924.0,,7211000000.0,5611000000.0,-889000000.0,202000000.0,1400000000.0,27967000000.0,1381000000.0,77000000.0,28270000000.0,6075000000.0,4065000000.0,-217000000.0,-1272000000.0,-576000000.0,460000000.0,1684000000.0,124000000.0,-1118000000.0,53000000.0,2979000000.0,1367000000.0,3000000.0,78000000.0,171000000.0,3169000000.0,18988803160.0,-99000000.0,61103000000.0,51866000000.0,-26162139.917695,1673000000.0,0.275391,3520000000.0,974587000000.0,158229000000.0,98447000000.0,61269000000.0,913318000000.0,21565000000.0,303000000.0,-95000000.0,-95000000.0,11566000000.0,23892236.0,124000000.0,
2023-12-31,12M,EUR,1687000000.0,28003000000.0,957000000.0,205604000000.0,18370426095.0,0.42,112924000000.0,4519000000.0,-1655000000.0,10369000000.0,100688000000.0,-4293000000.0,,3934000000.0,-23518000000.0,1613000000.0,,-28077000000.0,-23518000000.0,10369000000.0,-4293000000.0,63963000000.0,417000000.0,-1709000000.0,1297000000.0,1657000000.0,1657000000.0,1644000000.0,687000000.0,33738000000.0,18370426095.0,0.42,7724000000.0,73000000.0,-136000000.0,89270000000.0,105227000000.0,-5592000000.0,-18993000000.0,-1743000000.0,,,2978000000.0,2979000000.0,3672000000.0,9524000000.0,8652000000.0,78000000.0,54000000.0,15589000000.0,32525000000.0,192324000000.0,-588000000.0,887000000.0,350210000000.0,352711000000.0,417000000.0,2635000000.0,129578000000.0,2501000000.0,212000000.0,48221996167.0,164000000.0,-28000000.0,288000000.0,-1292000000.0,27673000000.0,7724000000.0,7724000000.0,7752000000.0,0.0,,7724000000.0,7724000000.0,7752000000.0,7752000000.0,-1248000000.0,16936000000.0,-7000000.0,8652000000.0,299000000.0,54439000000.0,7799745393.634841,-17338000000.0,13953000000.0,25925000000.0,18256842646.0,,7948000000.0,5852000000.0,-999000000.0,,2092000000.0,24805000000.0,1286000000.0,,28764000000.0,10746000000.0,2775000000.0,-133000000.0,-1321000000.0,-334000000.0,516000000.0,1657000000.0,121000000.0,-1709000000.0,78000000.0,5095000000.0,421000000.0,73000000.0,633000000.0,190000000.0,3169000000.0,18282798989.0,-156000000.0,63963000000.0,54439000000.0,-29254606.365159,2994000000.0,0.278615,26454000000.0,963570000000.0,192324000000.0,129578000000.0,64127000000.0,899443000000.0,25925000000.0,2272000000.0,-105000000.0,-105000000.0,12548000000.0,25956343.0,140000000.0,
