symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ICC.MI,2019-12-31,12M,EUR,,4528408.0,-0.526454,6202000.0,1575000.0,1575000.0,4528408.0,-0.526454,-2384000.0,-2487000.0,-912000.0,1541000.0,,,,,-2384000.0,-2384000.0,-2384000.0,-2384000.0,-2384000.0,-2384000.0,19000.0,19000.0,-826000.0,-2303692.910302,4028000.0,-2487000.0,7743000.0,443000.0,0.0,-2553000.0,6202000.0,1575000.0,86000.0,-86000.0,-5692.910302,-169000.0,0.066197,10230000.0,7743000.0,-86000.0,-86000.0,
ICC.MI,2020-12-31,12M,EUR,586173.0,4528408.0,-0.171687,2750476.0,602900.0,16727.0,4528408.0,-0.171687,-777468.0,-825627.0,-222727.0,2017212.0,106.0,106.0,86502.0,86502.0,-777468.0,-777468.0,-777468.0,-777468.0,-777468.0,-777468.0,86396.0,86396.0,-105078.0,-666695.713157,2839823.0,-822611.0,4767688.0,419489.0,0.0,-825733.0,2750476.0,602900.0,97649.0,-117649.0,-6876.713157,-48265.0,0.058451,5590299.0,4767688.0,-117649.0,-117649.0,20000.0
ICC.MI,2021-12-31,12M,EUR,676293.0,4349908.0,-0.021325,2359992.0,687923.0,11630.0,4349908.0,-0.021325,-92761.0,-145635.0,542288.0,3022870.0,5193.0,5193.0,1.0,1.0,-92761.0,-92761.0,-92761.0,-92761.0,-92761.0,-92761.0,-5192.0,-5192.0,638908.0,-33338.559737,3074265.0,-51395.0,5382862.0,281099.0,0.0,-150828.0,2359992.0,687923.0,96620.0,-96620.0,-37197.559737,-58067.0,0.384988,5434257.0,5382862.0,-96620.0,-96620.0,0.0
ICC.MI,2021-12-31,TTM,EUR,,4349908.0,-0.021325,,,,4349908.0,-0.021325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICC.MI,2023-06-30,TTM,EUR,,4528408.0,,,,,4528408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICC.MI,2023-12-31,12M,EUR,,,-0.187759,,,,,-0.187759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICC.MI,2023-12-31,TTM,EUR,,,,4192000.0,742000.0,742000.0,,,-895000.0,-1057000.0,-315000.0,2869000.0,,,,,-895000.0,-895000.0,-896000.0,-895000.0,-895000.0,-896000.0,37000.0,37000.0,-315000.0,-895000.0,3926000.0,-1057000.0,7061000.0,384000.0,0.0,-1020000.0,4192000.0,702230.0,,,0.0,-124000.0,0.121569,8118000.0,7061000.0,,,
