symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue
ICC.MI,2021-12-31,TTM,EUR,4349908.0,-0.021325,,,,4349908.0,-0.021325,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICC.MI,2023-06-30,TTM,EUR,4528408.0,,,,,4528408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICC.MI,2023-12-31,TTM,EUR,,,4192000.0,742000.0,742000.0,,,-895000.0,-1057000.0,-315000.0,2869000.0,-895000.0,-895000.0,-896000.0,-895000.0,-895000.0,-896000.0,37000.0,37000.0,-315000.0,-895000.0,3926000.0,-1057000.0,7061000.0,384000.0,0.0,-1020000.0,4192000.0,702230.0,0.0,-124000.0,0.121569,8118000.0,7061000.0
