symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
YKY.MI,2022-12-31,3M,EUR,,,1407000.0,,,456000.0,384000.0,561000.0,76000.0,1171000.0,,22000.0,22000.0,1000.0,1000.0,456000.0,456000.0,456000.0,456000.0,456000.0,456000.0,-21000.0,-21000.0,458000.0,377720.0,755000.0,416000.0,2578000.0,557000.0,-130000.0,0.0,362000.0,1407000.0,177000.0,4000.0,241000.0,317000.0,130000.0,24720.0,-94000.0,0.24,2162000.0,,2578000.0,103000.0,103000.0,
YKY.MI,2023-09-30,TTM,EUR,5491150.0,0.077761,,5491150.0,0.077761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YKY.MI,2023-12-31,3M,EUR,,,3962116.0,,,429134.0,607272.0,883032.0,,-868473.0,,76229.0,76229.0,-40802.0,-40802.0,429134.0,429134.0,429134.0,429134.0,429134.0,429134.0,-111417.0,-111417.0,868243.0,417183.060573,-1418791.0,550318.0,3093643.0,-1295737.0,,0.0,531043.0,3962116.0,275760.0,,,,1000.0,2838.060573,101909.0,0.191903,2543325.0,,3093643.0,14789.0,14789.0,
YKY.MI,2023-12-31,TTM,EUR,5491150.0,0.072869,5927116.0,5491150.0,0.072869,400134.0,694272.0,1197032.0,,657527.0,0.0,199229.0,199229.0,198.0,198.0,400134.0,400134.0,400134.0,400134.0,400134.0,400134.0,-193417.0,-193417.0,1183243.0,388988.609143,24209.0,633318.0,6584643.0,18263.0,,0.0,495043.0,5927116.0,502760.0,,,,0.0,2643.609143,94909.0,0.191719,5951325.0,-5614.0,6584643.0,13789.0,13789.0,0.0
