symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
YKY.MI,2021-12-31,12M,EUR,4041000.0,-376000.0,48000.0,-313000.0,46000.0,-151000.0,248000.0,-1337000.0,-1146000.0,-314000.0,0.0,16000.0,-16000.0,21000.0,545000.0,545000.0,3728000.0,296000.0,-496000.0,-37000.0,-490000.0,16000.0,1831000.0,1831000.0,0.0,0.0,476000.0,476000.0,-189000.0,-203000.0,296000.0,1831000.0,,-25000.0,-98000.0,-1535000.0,-120000.0,1000.0,53000.0,0.0,-229000.0,-257000.0,-147000.0,0.0,-16000.0,40000.0,54000.0,49000.0,-21000.0
YKY.MI,2022-12-31,12M,EUR,3728415.0,-513850.0,-31063.0,1304613.0,-1020.0,-234164.0,-885723.0,155218.0,-996752.0,1304613.0,0.0,0.0,0.0,-92853.0,688392.0,688392.0,5033028.0,2044770.0,-663045.0,-59920.0,-590962.0,0.0,1628405.0,1628405.0,0.0,0.0,65234.0,65234.0,-493418.0,-77112.0,2044770.0,1628405.0,1000.0,-1000.0,-20432.0,416365.0,-149195.0,,82664.0,20071.0,-493418.0,-77112.0,-20432.0,0.0,0.0,0.0,0.0,0.0,92853.0
YKY.MI,2023-12-31,12M,EUR,5033028.0,-2243704.0,5320.0,-1739401.0,-6880.0,-125596.0,258058.0,-762019.0,-631117.0,-1739401.0,,,,94909.0,502760.0,502760.0,3293627.0,362550.0,-1988775.0,-179628.0,-2356880.0,,365600.0,365600.0,-116852.0,,400134.0,400134.0,-1015872.0,-1324552.0,362550.0,248748.0,,,-16456.0,113802.0,254929.0,,208189.0,,-2227248.0,-1548442.0,-16456.0,-116852.0,,1211376.0,223890.0,,-94909.0
YKY.MI,2023-12-31,TTM,EUR,5033028.0,-2243704.0,5320.0,-1739401.0,-6880.0,-125596.0,258058.0,-762019.0,-631117.0,-1739401.0,,,,94909.0,502760.0,502760.0,3293627.0,362550.0,-1988775.0,-179628.0,-2356880.0,,365600.0,365600.0,-116852.0,,400134.0,400134.0,-1015872.0,-1324552.0,362550.0,248748.0,,,-16456.0,113802.0,254929.0,,208189.0,,-2227248.0,-1548442.0,-16456.0,-116852.0,,1211376.0,223890.0,,-94909.0
