symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
YKY.MI,2021-12-31,12M,EUR,1848000.0,1577000.0,,,880000.0,16000.0,3728000.0,3780000.0,3728000.0,,16000.0,2788000.0,5986000.0,507000.0,507000.0,,3172000.0,,765000.0,104000.0,34000.0,5039000.0,880000.0,1744000.0,1744000.0,,73000.0,,104000.0,2023000.0,,34000.0,5491150.0,15000.0,765000.0,1000.0,-1000.0,156000.0,31000.0,20000.0,52000.0,2061000.0,,16000.0,476000.0,5491150.0,2788000.0,2023000.0,559000.0,7737000.0,4532000.0,2251000.0,2788000.0,4949000.0,1750000.0,1777000.0,57000.0,2814000.0
YKY.MI,2022-12-31,12M,EUR,776000.0,1290000.0,,,858000.0,16000.0,5033000.0,5123000.0,5033000.0,,16000.0,2853000.0,7085000.0,841000.0,841000.0,,2253000.0,,591000.0,104000.0,35000.0,7162000.0,858000.0,3468000.0,3468000.0,20000.0,73000.0,,104000.0,2262000.0,,46000.0,5491150.0,13000.0,591000.0,-1000.0,-2000.0,133000.0,31000.0,151000.0,90000.0,917000.0,,13000.0,65000.0,5491150.0,2853000.0,2262000.0,473000.0,8638000.0,6321000.0,4309000.0,2853000.0,5785000.0,1552000.0,3532000.0,8000.0,4832000.0
YKY.MI,2023-12-31,12M,EUR,1279169.0,2069164.0,-63925.0,1289150.0,709230.0,55000.0,3293627.0,4857168.0,3292627.0,1000.0,55000.0,3252769.0,7643699.0,818082.0,818082.0,35297.0,2666223.0,41549.0,1127487.0,160602.0,41549.0,7679294.0,709230.0,3608443.0,3608443.0,20000.0,95199.0,1132898.0,96677.0,2125282.0,71.0,29587.0,5491150.0,19203.0,1127487.0,,,78695.0,65403.0,179045.0,1563541.0,1377376.0,11434.0,,400134.0,5491150.0,3252769.0,2125282.0,461476.0,9577093.0,6861212.0,4426525.0,3252769.0,6324324.0,1933394.0,3658101.0,19512.0,4977476.0
