asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2021-12-31,12M,EUR,1848000.0,1577000.0,,,880000.0,5491150.0,0.086685,4041000.0,-376000.0,16000.0,3728000.0,3780000.0,3728000.0,,48000.0,-313000.0,46000.0,-151000.0,248000.0,-1337000.0,-1146000.0,-314000.0,16000.0,0.0,2788000.0,16000.0,-16000.0,6411000.0,5986000.0,507000.0,507000.0,,3172000.0,21000.0,545000.0,545000.0,5491150.0,0.086685,476000.0,549000.0,1094000.0,3728000.0,296000.0,,-496000.0,283000.0,765000.0,104000.0,1754000.0,,52000.0,52000.0,21000.0,21000.0,-37000.0,34000.0,5039000.0,-490000.0,880000.0,16000.0,1831000.0,1744000.0,1744000.0,1831000.0,0.0,,73000.0,0.0,,476000.0,476000.0,476000.0,476000.0,476000.0,476000.0,476000.0,-189000.0,-31000.0,-203000.0,296000.0,1831000.0,-31000.0,,-25000.0,104000.0,-98000.0,-1535000.0,2023000.0,,34000.0,1108000.0,489408.450704,-120000.0,1152000.0,602000.0,8165000.0,5491150.0,1000.0,15000.0,765000.0,53000.0,1000.0,-1000.0,1287000.0,156000.0,31000.0,20000.0,52000.0,8000.0,0.0,2061000.0,,16000.0,497000.0,0.0,-229000.0,-257000.0,-147000.0,6411000.0,545000.0,29000.0,0.0,-16000.0,476000.0,40000.0,54000.0,49000.0,71000.0,354000.0,5491150.0,-8000.0,2788000.0,2023000.0,-591.549296,21000.0,0.042254,559000.0,-21000.0,7737000.0,4532000.0,2251000.0,2788000.0,7563000.0,4949000.0,1750000.0,1777000.0,,8165000.0,57000.0,-14000.0,-14000.0,2814000.0,
2022-12-31,12M,EUR,776000.0,1290000.0,,,858000.0,5491150.0,0.01188,3728415.0,-513850.0,16000.0,5033000.0,5123000.0,5033000.0,,-31063.0,1304613.0,-1020.0,-234164.0,-885723.0,155218.0,-996752.0,1304613.0,16000.0,0.0,2853000.0,0.0,0.0,6182730.0,7085000.0,841000.0,841000.0,,2253000.0,-92853.0,688392.0,688392.0,5491150.0,0.01188,65234.0,32621.0,721013.0,5033028.0,2044770.0,,-663045.0,182000.0,591000.0,104000.0,257730.0,61562.0,60240.0,60240.0,124.0,124.0,-59920.0,35000.0,7162000.0,-590962.0,858000.0,0.0,1628405.0,3468000.0,3468000.0,1628405.0,0.0,20000.0,73000.0,0.0,,65234.0,65234.0,65234.0,65234.0,65234.0,65234.0,65234.0,-493418.0,-60116.0,-77112.0,2044770.0,1628405.0,-60116.0,1000.0,-1000.0,104000.0,-20432.0,416365.0,2262000.0,,46000.0,806175.0,129957.12,-149195.0,106441.0,151289.0,6440460.0,5491150.0,,13000.0,591000.0,82664.0,-1000.0,-2000.0,76529.0,133000.0,31000.0,151000.0,90000.0,-128000.0,0.0,917000.0,,13000.0,-27619.0,20071.0,-493418.0,-77112.0,-20432.0,6182730.0,688392.0,32000.0,0.0,0.0,65000.0,0.0,0.0,0.0,274000.0,456000.0,5491150.0,-85358.0,2853000.0,2262000.0,-20438.88,-92853.0,0.24,473000.0,92853.0,8638000.0,6321000.0,4309000.0,2853000.0,6289171.0,5785000.0,1552000.0,3532000.0,85000.0,6440460.0,8000.0,-85162.0,-85162.0,4832000.0,23796.0
2023-12-31,12M,EUR,1279169.0,2069164.0,-63925.0,1289150.0,709230.0,,,5033028.0,-2243704.0,55000.0,3293627.0,4857168.0,3292627.0,1000.0,5320.0,-1739401.0,-6880.0,-125596.0,258058.0,-762019.0,-631117.0,-1739401.0,55000.0,,3252769.0,,,5927116.0,7643699.0,818082.0,818082.0,35297.0,2666223.0,94909.0,502760.0,502760.0,,,400134.0,694272.0,1197032.0,3293627.0,362550.0,41549.0,-1988775.0,,1127487.0,160602.0,657527.0,0.0,199229.0,199229.0,198.0,198.0,-179628.0,41549.0,7679294.0,-2356880.0,709230.0,,365600.0,3608443.0,3608443.0,365600.0,-116852.0,20000.0,95199.0,,1132898.0,400134.0,400134.0,400134.0,400134.0,400134.0,400134.0,400134.0,-1015872.0,-193417.0,-1324552.0,362550.0,248748.0,-193417.0,,,96677.0,-16456.0,113802.0,2125282.0,71.0,29587.0,1183243.0,388988.609143,254929.0,24209.0,633318.0,6584643.0,5491150.0,,19203.0,1127487.0,208189.0,,,18263.0,78695.0,65403.0,179045.0,1563541.0,,0.0,1377376.0,11434.0,,495043.0,,-2227248.0,-1548442.0,-16456.0,5927116.0,502760.0,,-116852.0,,400134.0,1211376.0,223890.0,,,,5491150.0,0.0,3252769.0,2125282.0,2643.609143,94909.0,0.191719,461476.0,-94909.0,9577093.0,6861212.0,4426525.0,3252769.0,5951325.0,6324324.0,1933394.0,3658101.0,-5614.0,6584643.0,19512.0,13789.0,13789.0,4977476.0,0.0
