symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendPaidCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,MachineryFurnitureEquipment,MarketCap,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
ESIGM.MI,2019-12-31,12M,EUR,,,,,21878.0,5000.0,7490400.0,0.056444,,,,,,,989.0,,,,,,,,,,,,,,,,,,,,26653.0,26653.0,,,7490400.0,0.056444,,-2705.0,,,,,,,,,,25887.0,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21100.0,,,,,,,,,,,,,,,,,,,,,,,,,,6607.0,32494.0,,,,,,,,,,,,,,,,,,615296.0,,,,,,,,,,,
ESIGM.MI,2020-12-31,12M,EUR,3441722.0,3823833.0,-27505.0,2570940.0,192458.0,5000.0,7340400.0,0.053289,847867.0,,-991923.0,196040.0,2481023.0,2481023.0,2481023.0,1097228.0,265539.0,-19111.0,-1502742.0,-668102.0,573615.0,-1616340.0,265539.0,196040.0,4494797.0,2608200.0,,1262783.0,7469017.0,71568.0,71568.0,,4409514.0,2446.0,214586.0,214586.0,214586.0,22128.0,7340400.0,0.053289,391163.0,,401524.0,616110.0,1113406.0,15193472.0,,,2679768.0,1310.0,-2038009.0,,175024.0,1125908.0,209132.0,833066.0,,7915.0,7915.0,,,-1556.0,84934.0,4566365.0,-1368143.0,5000.0,2608200.0,,,,,,157770.0,16036639.0,,2608200.0,,391163.0,391163.0,391163.0,391163.0,391163.0,391163.0,391163.0,-852679.0,-1461.0,-376220.0,71568.0,,-1461.0,181627.0,-139244.0,71568.0,3368889.0,,616110.0,391163.0,-1046086.0,437901.0,395165.0,2095849.0,7340400.0,5426.0,950884.0,,1556.0,6436.0,163149.0,51362.0,162371.0,,0.0,4237656.0,75524.0,,393609.0,,22513.0,,-852679.0,-376220.0,-139244.0,83624.0,1262783.0,214586.0,137140.0,137140.0,,,,1299604.0,,,,,7340400.0,,4494797.0,3368889.0,0.0,2446.0,0.006214,916856.0,-38043.0,8904311.0,4494797.0,71568.0,4494797.0,1700684.0,4409514.0,1435295.0,0.0,,-6454.0,2095849.0,632785.0,,,,,,,3059503.0,
ESIGM.MI,2021-12-31,12M,EUR,1853558.0,736738.0,-26903.0,2766807.0,,418483.0,6984193.0,0.016351,1113406.0,676919.0,-844849.0,198833.0,2370255.0,2370255.0,,2370255.0,1256849.0,-4791892.0,3780257.0,1523398.0,170951.0,682714.0,1256849.0,198833.0,3887842.0,198660.0,-5944.0,717758.0,8819086.0,1492205.0,1492205.0,94318.0,7215381.0,-74954.0,,,0.0,0.0,6984193.0,0.016351,114196.0,,78118.0,78118.0,2370255.0,21866147.0,279.911762,13.063931,1520086.0,95000.0,-225974.0,,175024.0,873044.0,1019513.0,956022.0,,38876.0,38876.0,,,-38876.0,3816423.0,5380047.0,-882112.0,418483.0,198660.0,1462191.0,,,1462191.0,-63253.0,139223.0,22460030.0,-5000.0,192716.0,,114196.0,114196.0,114196.0,114196.0,114196.0,114196.0,114196.0,-15921.0,-38876.0,-32263.0,1327370.0,1398938.0,-38876.0,992610.0,-828928.0,-71568.0,3014798.0,,78118.0,114196.0,618875.0,877904.0,78118.0,1673780.0,6984193.0,,698020.0,994580.0,38876.0,90522.0,,203371.0,641177.0,,0.0,1890216.0,82969.0,994580.0,39242.0,0.0,28221.0,-5000.0,-15921.0,-32263.0,-828928.0,29793.0,717758.0,0.0,177115.0,177115.0,-63253.0,-5944.0,,114196.0,,,,,6985993.0,,3887842.0,3014798.0,0.0,-74954.0,0.24,165595.0,-124188.0,11103223.0,3887842.0,1492205.0,3887842.0,1595662.0,7215381.0,2284137.0,0.0,,,1673780.0,36658.0,,,,1800.0,5944.0,3691630.0,1603705.0,
ESIGM.MI,2022-12-31,12M,EUR,6227014.0,3363301.0,-26903.0,2605902.0,0.0,,6932721.0,-0.032436,1716734.0,676919.0,-401329.0,1001601.0,1854644.0,1854644.0,6729.0,1847915.0,137910.0,-27953040.0,24041216.0,4373456.0,-3258944.0,-2797312.0,137910.0,1001601.0,3461562.0,25600.0,-227012.0,-1203123.0,40541939.0,1363318.0,1363318.0,121550.0,39197896.0,227430.0,,,0.0,0.0,6932721.0,-0.032436,-224867.0,,368492.0,368492.0,1854644.0,17503139.0,,,2643350.0,62500.0,-2261545.0,,175024.0,906088.0,1387798.0,3964544.0,377894.0,365929.0,365929.0,10191.0,10191.0,-337571.0,32012098.0,5672660.0,-645224.0,0.0,25600.0,4806009.0,847780.0,847780.0,4806009.0,-1961247.0,451574.0,17097937.0,,-201412.0,356454.0,-224867.0,-224867.0,-224867.0,-224867.0,-224867.0,-224867.0,-224867.0,-33044.0,-336232.0,-243895.0,2844762.0,2844762.0,-336232.0,1360895.0,-368285.0,,2555474.0,80631.0,1333578.0,508598.36,-1860216.0,2659324.0,1305220.0,2761421.0,6932721.0,,731064.0,751945.0,842381.0,241679.0,2272482.0,259305.0,2207915.0,,0.0,8825841.0,194835.0,751945.0,2563.0,676919.0,71563.0,,-33044.0,-284484.0,-368285.0,486293.0,-1203123.0,0.0,597943.0,597943.0,-1961247.0,-227012.0,82382.0,-224867.0,40589.0,,,,6998079.0,-965086.0,3461562.0,2555474.0,-231620.64,227430.0,0.24,230486.0,,43587869.0,4309342.0,2211098.0,3461562.0,1456201.0,40126307.0,3045930.0,928411.0,,-19506.0,2761421.0,326345.0,-965086.0,-965086.0,,65358.0,190522.0,31463305.0,1344043.0,504810.0
ESIGM.MI,2023-12-31,12M,EUR,3733252.0,1623814.0,-169396.0,3187013.0,218685.0,,,,1854644.0,,-281396.0,1077342.0,647498.0,722498.0,8340.0,639158.0,-1207146.0,16367172.0,-13044665.0,-2493762.0,1711054.0,2539799.0,-1207146.0,1077342.0,2890946.0,1165106.0,-7929.0,30736734.0,20565192.0,1202056.0,1202056.0,587433.0,19382360.0,-465883.0,377133.0,377133.0,377133.0,158448.0,,,-1727793.0,,-1956598.0,-1579465.0,647498.0,14367679.0,-9.096548,,-1504935.0,0.0,353777.0,,153146.0,768780.0,1552851.0,2004021.0,0.0,237078.0,237078.0,0.0,0.0,-195597.0,16334471.0,4640597.0,-337384.0,,1165106.0,,547595.0,547595.0,,-2252429.0,475981.0,14438983.0,,1157177.0,1102153.0,-1727793.0,-1727793.0,-1727793.0,-1727793.0,-1727793.0,-1727793.0,-1727793.0,-81376.0,-223463.0,-75000.0,-2662112.0,-2252429.0,-223463.0,1383455.0,-181008.0,-409683.0,2122166.0,116573.0,-1468006.0,-1640005.158957,635173.0,3856052.0,-1852031.0,32740755.0,7456607.0,,615634.0,,230186.0,167134.0,4245.0,294657.0,1165828.0,75000.0,0.0,3892991.0,110351.0,62400.0,-2193676.0,782213.0,35942.0,,-81376.0,-75000.0,-200020.0,540571.0,30736734.0,377133.0,829906.0,829906.0,-2252429.0,-7929.0,111459.0,-1727793.0,,19012.0,,,7527365.0,-111459.0,2890946.0,2122166.0,-23671.158957,-465883.0,0.212375,68748.0,-158614.0,22953282.0,3438541.0,1749651.0,2890946.0,34592786.0,20062336.0,2388090.0,679976.0,,-13615.0,32740755.0,155494.0,-111459.0,-111459.0,15808.0,70758.0,198451.0,15793900.0,1182832.0,0.0
