symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE
GHC.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3051000.0,
GHC.MI,2022-09-30,TTM,EUR,38106000.0,-15083000.0,10787000.0,457000.0,-1018000.0,1221000.0,3150000.0,3810000.0,10787000.0,0.0,-3884000.0,-1611000.0,17994000.0,17994000.0,323000.0,48893000.0,-20805000.0,31526000.0,,-15017000.0,0.0,136437000.0,136437000.0,-146623000.0,0.0,-3884000.0,22558000.0,22571000.0,-1201000.0,-424000.0,-10928000.0,-10186000.0,-5993000.0,3000.0,-13718000.0,-742000.0,46609000.0,,2999000.0,853000.0,4614000.0,0.0,-1201000.0,,-13882000.0,-146623000.0,-3884000.0,,164000.0
GHC.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,40000.0,,,,,,,16525000.0,16525000.0,,-20877000.0,,,,-549000.0,,,,,,,,,,,,,-20877000.0,-549000.0,,,,,,
GHC.MI,2023-03-31,3M,EUR,31382000.0,-3725000.0,1327000.0,-196000.0,2723000.0,1436000.0,-17140000.0,-13177000.0,1327000.0,,-450000.0,217000.0,4840000.0,4840000.0,,32709000.0,2439000.0,-1104000.0,,-3733000.0,,0.0,0.0,-153000.0,,-450000.0,8689000.0,8690000.0,-360000.0,-21000.0,4327000.0,-153000.0,-1438000.0,,-3352000.0,4480000.0,2621000.0,,1760000.0,179000.0,997000.0,,-360000.0,-381000.0,-3365000.0,-153000.0,-450000.0,,13000.0
GHC.MI,2023-06-30,3M,EUR,32709000.0,-4068000.0,36000.0,37000.0,1115000.0,116000.0,11822000.0,13090000.0,36000.0,,0.0,-68000.0,5120000.0,5120000.0,,32745000.0,-10127000.0,21142000.0,,-15047000.0,,7518000.0,7518000.0,-11510000.0,,0.0,7250000.0,7265000.0,,-764000.0,-8661000.0,-3992000.0,-1466000.0,,2978000.0,-4669000.0,25210000.0,,-655000.0,214000.0,1541000.0,,,,2678000.0,-11510000.0,0.0,,300000.0
GHC.MI,2023-09-30,3M,EUR,32745000.0,-3678000.0,10614000.0,-78000.0,-3902000.0,-5870000.0,21294000.0,11444000.0,10613000.0,,-580000.0,-87000.0,5440000.0,5440000.0,80000.0,43359000.0,-6616000.0,17299000.0,,-3748000.0,,0.0,0.0,-296000.0,-238000.0,-580000.0,2496000.0,2489000.0,-3400000.0,0.0,-4515000.0,-296000.0,-1521000.0,,-189000.0,-4219000.0,20977000.0,,1839000.0,207000.0,594000.0,-238000.0,-3400000.0,,-278000.0,-296000.0,-580000.0,,89000.0
GHC.MI,2023-12-31,3M,EUR,43359000.0,-6039000.0,-20675000.0,407000.0,2896000.0,1773000.0,-11013000.0,-5937000.0,-20673000.0,,-461000.0,3213000.0,6043000.0,6043000.0,0.0,22684000.0,23504000.0,-4839000.0,,-45377000.0,,33157000.0,33157000.0,-11745000.0,-39207000.0,-461000.0,2364000.0,2429000.0,8434000.0,0.0,26251000.0,21412000.0,-2286000.0,,-14604000.0,4839000.0,1200000.0,-2000.0,-1737000.0,247000.0,1098000.0,-39207000.0,8434000.0,,-14473000.0,-11745000.0,-461000.0,,-131000.0
GHC.MI,2024-03-31,3M,EUR,22684000.0,-4778000.0,913000.0,-352000.0,4723000.0,5053000.0,-23827000.0,-14403000.0,913000.0,,-77000.0,107000.0,5890000.0,5890000.0,,23597000.0,-885000.0,-510000.0,,-2470000.0,,,,-784000.0,,-77000.0,10059000.0,10089000.0,-306000.0,2300000.0,758000.0,-784000.0,-1566000.0,,-4464000.0,1542000.0,4268000.0,,3380000.0,109000.0,1561000.0,,-306000.0,,-4472000.0,-784000.0,-77000.0,,8000.0
GHC.MI,2024-03-31,TTM,EUR,32709000.0,-18203000.0,-9112000.0,14000.0,4832000.0,1072000.0,-1724000.0,4194000.0,-9111000.0,,-1118000.0,3165000.0,22493000.0,22493000.0,,23598000.0,5876000.0,33452000.0,,-66642000.0,,,,-24335000.0,,-1118000.0,22169000.0,22272000.0,-1658000.0,1176000.0,13833000.0,16340000.0,-6839000.0,,-16279000.0,-2507000.0,51655000.0,,2826000.0,777000.0,4794000.0,,-1658000.0,,-16545000.0,-24335000.0,-1118000.0,,266000.0
