symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
GHC.MI,2019-12-31,12M,EUR,,,-2158000.0,,,,,,,,,,,,,,,,,,36000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000.0,,,,,,,,,,,,,,,,,,,
GHC.MI,2020-12-31,12M,EUR,35857000.0,61410000.0,,62463000.0,-5715000.0,,2733000.0,22863000.0,28700000.0,24810000.0,24939000.0,24810000.0,28700000.0,203155000.0,6295000.0,97654000.0,3505000.0,29073000.0,32578000.0,95540000.0,326000.0,50000.0,54438000.0,194566000.0,67125000.0,159169000.0,3487000.0,302393000.0,963000.0,50000.0,878000.0,114965000.0,19358000.0,70165000.0,89523000.0,928000.0,12045000.0,3979000.0,66000.0,74428000.0,159169000.0,8589000.0,,5140000.0,47787000.0,11054000.0,199000.0,81610864.0,,2485000.0,-2000.0,140128000.0,-1000.0,-1000.0,6041000.0,31197000.0,2798000.0,129000.0,46007000.0,3788000.0,,0.0,3487000.0,11781000.0,82000000.0,203155000.0,8589000.0,5020000.0,459855000.0,273320000.0,122101000.0,203221000.0,256634000.0,362200000.0,161094000.0,4109000.0,360000.0,389136.0,1723000.0,2114000.0
GHC.MI,2021-12-31,12M,EUR,46239000.0,74719000.0,,101413000.0,-6643000.0,,3474000.0,26398000.0,31570000.0,41239000.0,41414000.0,41239000.0,31570000.0,260453000.0,6274000.0,129948000.0,4840000.0,40605000.0,45445000.0,130190000.0,0.0,476000.0,70265000.0,266092000.0,81362000.0,217006000.0,4322000.0,417630000.0,924000.0,476000.0,809000.0,158591000.0,21558000.0,116572000.0,138130000.0,809000.0,17346000.0,10228000.0,262000.0,115938000.0,217006000.0,-5639000.0,0.0,9660000.0,67932000.0,11987000.0,306000.0,89234456.0,-1000.0,18243000.0,2672000.0,195827000.0,2000.0,213000.0,8026000.0,38439000.0,2836000.0,175000.0,61510000.0,4775000.0,,0.0,4322000.0,74474000.0,90200000.0,260453000.0,-5639000.0,6658000.0,626513000.0,377025000.0,183575000.0,260715000.0,365798000.0,496564000.0,235608000.0,7245000.0,213000.0,965544.0,4873000.0,-242000.0
GHC.MI,2022-12-31,12M,EUR,51100000.0,76478000.0,,101413000.0,-7058000.0,,4432000.0,27486000.0,31570000.0,31382000.0,31597000.0,31382000.0,31570000.0,279070000.0,10328000.0,121390000.0,5864000.0,38430000.0,44294000.0,131236000.0,,91000.0,91392000.0,287432000.0,83536000.0,221827000.0,4244000.0,427962000.0,885000.0,91000.0,735000.0,155024000.0,21622000.0,110462000.0,132084000.0,735000.0,19152000.0,11301000.0,83000.0,117510000.0,221827000.0,-8362000.0,80000.0,10615000.0,67356000.0,13551000.0,479000.0,88904887.0,2000.0,15818000.0,1386000.0,196040000.0,-2000.0,3208000.0,8302000.0,40742000.0,2557000.0,215000.0,66062000.0,4913000.0,433000.0,0.0,4244000.0,95979000.0,90200000.0,279070000.0,-8362000.0,6079000.0,645820000.0,389532000.0,176378000.0,279153000.0,366667000.0,524430000.0,235431000.0,6660000.0,,1295113.0,6111000.0,-9846000.0
GHC.MI,2023-12-31,12M,EUR,87853000.0,100994000.0,,101413000.0,-11455000.0,2391000.0,4070000.0,27212000.0,31570000.0,22684000.0,23093000.0,22684000.0,31570000.0,298886000.0,3072000.0,145260000.0,5267000.0,58864000.0,64131000.0,204406000.0,,93000.0,156007000.0,375264000.0,112449000.0,252988000.0,5583000.0,499687000.0,846000.0,2484000.0,1293000.0,181689000.0,21945000.0,141937000.0,163882000.0,1293000.0,28251000.0,15459000.0,2003000.0,178117000.0,252988000.0,-76378000.0,318000.0,14850000.0,74770000.0,19505000.0,668000.0,88550933.0,1000.0,26262000.0,2151000.0,219257000.0,1000.0,4181000.0,9890000.0,48698000.0,6798000.0,409000.0,106863000.0,6644000.0,458000.0,0.0,5583000.0,116738000.0,90200000.0,298886000.0,-76378000.0,8333000.0,796202000.0,440823000.0,228013000.0,300889000.0,495313000.0,650942000.0,290907000.0,9120000.0,,1649067.0,7601000.0,-59146000.0
