symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfBusiness,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE
GHC.MI,2019-12-31,12M,EUR,,,-8811000.0,,,,,,,,,,,,,,,,,24000.0,-311000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3051000.0,
GHC.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3051000.0,
GHC.MI,2020-12-31,12M,EUR,27763000.0,-12140000.0,,-2953000.0,-422000.0,6802000.0,-99000.0,-6508000.0,-227000.0,-2953000.0,0.0,-463000.0,-2518000.0,11588000.0,11588000.0,308000.0,24810000.0,-2678000.0,10823000.0,44000.0,-227000.0,-23238000.0,0.0,14270000.0,14270000.0,-11625000.0,-12001000.0,-463000.0,11781000.0,11784000.0,-1145000.0,0.0,147000.0,2645000.0,-2362000.0,,-10400000.0,-2498000.0,22963000.0,,44000.0,653000.0,3490000.0,-12001000.0,-1145000.0,-10995000.0,-11625000.0,-463000.0,,595000.0
GHC.MI,2021-12-31,12M,EUR,24810000.0,-24668000.0,,16428000.0,341000.0,4854000.0,-881000.0,-2710000.0,1604000.0,16428000.0,40937000.0,-3150000.0,-387000.0,15519000.0,15519000.0,280000.0,41239000.0,72245000.0,11645000.0,,,-92130000.0,40937000.0,179773000.0,179773000.0,-148060000.0,-67681000.0,37787000.0,18834000.0,18843000.0,-1470000.0,-388000.0,38640000.0,31713000.0,-4182000.0,1000.0,-22872000.0,6927000.0,36313000.0,1000.0,882000.0,805000.0,3212000.0,-67681000.0,-1470000.0,-23198000.0,-148060000.0,-3150000.0,,326000.0
GHC.MI,2022-09-30,TTM,EUR,38106000.0,-15083000.0,,10787000.0,457000.0,-1018000.0,1221000.0,3150000.0,3810000.0,10787000.0,0.0,-3884000.0,-1611000.0,17994000.0,17994000.0,323000.0,48893000.0,-20805000.0,31526000.0,,,-15017000.0,0.0,136437000.0,136437000.0,-146623000.0,0.0,-3884000.0,22558000.0,22571000.0,-1201000.0,-424000.0,-10928000.0,-10186000.0,-5993000.0,3000.0,-13718000.0,-742000.0,46609000.0,,2999000.0,853000.0,4614000.0,0.0,-1201000.0,-13882000.0,-146623000.0,-3884000.0,,164000.0
GHC.MI,2022-12-31,12M,EUR,41239000.0,-14969000.0,,-9857000.0,191000.0,-3561000.0,3878000.0,-1914000.0,-1406000.0,-9857000.0,,-2979000.0,-1137000.0,18364000.0,18364000.0,203000.0,31382000.0,-18231000.0,28901000.0,,,-35496000.0,,16590000.0,16590000.0,-22263000.0,-20877000.0,-2979000.0,21426000.0,21433000.0,-1134000.0,-169000.0,-8497000.0,-5673000.0,-6755000.0,,-13519000.0,-2824000.0,43870000.0,,3992000.0,783000.0,5495000.0,-20877000.0,-1134000.0,-13835000.0,-22263000.0,-2979000.0,,316000.0
GHC.MI,2023-12-31,12M,EUR,31382000.0,-17150000.0,,-8698000.0,170000.0,2832000.0,-2545000.0,4963000.0,5420000.0,-8697000.0,,-1491000.0,3275000.0,21443000.0,21443000.0,80000.0,22684000.0,9200000.0,32858000.0,,,-67905000.0,,40675000.0,40675000.0,-23704000.0,-49961000.0,-1491000.0,20799000.0,20873000.0,-1712000.0,-1145000.0,17402000.0,16971000.0,-6711000.0,,-15167000.0,431000.0,50008000.0,-1000.0,1206000.0,847000.0,4230000.0,-49961000.0,-1712000.0,-15438000.0,-23704000.0,-1491000.0,,271000.0
GHC.MI,2024-03-31,TTM,EUR,32709000.0,-18203000.0,,-9112000.0,14000.0,4832000.0,1072000.0,-1724000.0,4194000.0,-9111000.0,,-1118000.0,3165000.0,22493000.0,22493000.0,,23598000.0,5876000.0,33452000.0,,,-66642000.0,,,,-24335000.0,,-1118000.0,22169000.0,22272000.0,-1658000.0,1176000.0,13833000.0,16340000.0,-6839000.0,,-16279000.0,-2507000.0,51655000.0,,2826000.0,777000.0,4794000.0,,-1658000.0,-16545000.0,-24335000.0,-1118000.0,,266000.0
