asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentInsideChangeinCash,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,3342000.0,4936290.0,0.520836,3039000.0,,132000.0,,,,1353000.0,2000.0,,,-43000.0,,,,,,0.0,0.0,,13000.0,,,,806000.0,,,,,,4936290.0,0.520836,,,,,,,3342000.0,,,-693000.0,,,,,,13631000.0,215000.0,,,,,0.0,,,3342000.0,,1425000.0,,132000.0,,,,,,92000.0,4433000.0,,0.0,0.0,,,,,,,,,,,,,,,,,,-2305000.0,1553000.0,,,0.0,,,,,,,,,,,,-210000.0,,,,,,,1000.0,411000.0,,,,,31000.0,,,491000.0,,,,0.0,,,,,168000.0,,20000.0,,,0.0,,,,,,,,,,,,,,,,,28000.0,,,,,,,,
2020-12-31,12M,EUR,4202000.0,4723000.0,-2107000.0,19162000.0,-70000.0,1000.0,,13454464.0,-0.043554,,-11000.0,141000.0,3513000.0,1511000.0,1511000.0,1510000.0,1000.0,1535000.0,221000.0,,662000.0,87000.0,1536000.0,3513000.0,8969000.0,,3000.0,7131000.0,86000.0,119000.0,205000.0,11299000.0,721000.0,0.0,303000.0,303000.0,303000.0,303000.0,13454464.0,-0.043554,-586000.0,-540000.0,-237000.0,1535000.0,44381999.0,-187.265819,,-1978000.0,3520000.0,,1477000.0,8228000.0,8228000.0,4793000.0,2911000.0,14244000.0,,102000.0,102000.0,60000.0,60000.0,,9024000.0,-17000.0,,1024000.0,,0.0,55000.0,55000.0,55000.0,0.0,-260000.0,1024000.0,,,45206999.0,3184000.0,1062000.0,0.0,,56000.0,-586000.0,-586000.0,-1093000.0,507000.0,-586000.0,-1093000.0,-1093000.0,-586000.0,0.0,-42000.0,-6000.0,-260000.0,-260000.0,-42000.0,-1427000.0,,804000.0,-11000.0,,741000.0,3092000.0,120000.0,2294000.0,3428000.0,1692400.0,3531000.0,11103000.0,3141000.0,14247000.0,13454464.0,,-1000.0,33000.0,283000.0,,651000.0,6000.0,1000.0,,1675000.0,2271000.0,378000.0,309000.0,,0.0,7909000.0,,257000.0,-642000.0,2533000.0,3000.0,303000.0,235000.0,235000.0,-260000.0,,-586000.0,,1477000.0,13510889.0,,-3003000.0,8969000.0,741000.0,-879600.0,451000.0,0.24,297000.0,22737000.0,9024000.0,55000.0,8969000.0,11106000.0,13768000.0,15606000.0,2469000.0,267000.0,,14247000.0,1436000.0,-3665000.0,-3665000.0,56425.0,871000.0,-4168000.0,3003000.0
2021-12-31,12M,EUR,92000.0,6304000.0,-1773000.0,18418000.0,-134000.0,5000.0,,13454464.0,0.22788,1511000.0,-146000.0,82000.0,3513000.0,2698000.0,2698000.0,1197000.0,1502000.0,1187000.0,115000.0,-1778000.0,-1412000.0,-1889000.0,1187000.0,3513000.0,6057000.0,,0.0,9698000.0,82000.0,415000.0,497000.0,12696000.0,1152000.0,972000.0,182000.0,182000.0,182000.0,182000.0,13454464.0,0.22788,3066000.0,4293000.0,4475000.0,2698000.0,37356409.0,8.347801,,-2488000.0,4085000.0,,2575000.0,8228000.0,8228000.0,6438000.0,2541000.0,18854000.0,,194000.0,194000.0,162000.0,162000.0,0.0,9271000.0,-556000.0,,1002000.0,,3562000.0,,3214000.0,3214000.0,3562000.0,-85000.0,1002000.0,,,37403409.0,,,-5978000.0,516000.0,-244000.0,3066000.0,3066000.0,3127000.0,-61000.0,3066000.0,3127000.0,3127000.0,3066000.0,0.0,-32000.0,-410000.0,3477000.0,3477000.0,-32000.0,,,768000.0,-146000.0,,-2171000.0,2550000.0,120000.0,3049000.0,4405000.0,3073599.170529,4231000.0,15036000.0,3818000.0,18854000.0,13454464.0,,,444000.0,625000.0,,-59000.0,4000.0,,,2773000.0,4079000.0,365000.0,110000.0,,0.0,7155000.0,,3000.0,4099000.0,2176000.0,0.0,182000.0,142000.0,142000.0,-85000.0,,3227000.0,,2575000.0,13510889.0,,-22000.0,6057000.0,-2171000.0,16599.170529,972000.0,0.237131,134000.0,25136000.0,9271000.0,3214000.0,6057000.0,15036000.0,19079000.0,15438000.0,6383000.0,3818000.0,,18854000.0,2984000.0,70000.0,70000.0,56425.0,871000.0,-2998000.0,22000.0
2022-12-31,12M,EUR,20000.0,5323000.0,-2057000.0,18418000.0,-132000.0,6000.0,3697000.0,13454464.0,0.235461,2698000.0,-397000.0,,3513000.0,2135000.0,2135000.0,,2135000.0,-563000.0,-2058000.0,128000.0,-1394000.0,-4879000.0,-563000.0,3513000.0,9441000.0,,0.0,10529000.0,,887000.0,887000.0,11657000.0,,939000.0,193000.0,193000.0,193000.0,193000.0,13454464.0,0.235461,3168000.0,4484000.0,4677000.0,2135000.0,32839544.0,,,-523000.0,482000.0,,3527000.0,8228000.0,8418000.0,5455000.0,2839000.0,23636000.0,0.0,366000.0,366000.0,168000.0,168000.0,0.0,12806000.0,-919000.0,3697000.0,856000.0,,0.0,,2478000.0,2478000.0,0.0,-736000.0,856000.0,,,30272544.0,,,215000.0,1230000.0,-214000.0,3168000.0,3168000.0,3179000.0,-11000.0,3168000.0,3179000.0,3179000.0,3168000.0,-190000.0,-292000.0,-522000.0,-736000.0,-736000.0,-292000.0,,,782000.0,-207000.0,,1023000.0,2042000.0,120000.0,2637000.0,4362000.0,2935827.343371,879000.0,19757000.0,3879000.0,23636000.0,13454464.0,,,464000.0,686000.0,190000.0,-172000.0,7000.0,-2000.0,,4115000.0,4042000.0,477000.0,2178000.0,,0.0,7228000.0,,6000.0,4118000.0,2362000.0,0.0,193000.0,132000.0,132000.0,-736000.0,,6239000.0,,3527000.0,13510889.0,,-146000.0,9441000.0,1023000.0,71827.343371,939000.0,0.228023,417000.0,26331000.0,11919000.0,3365000.0,9441000.0,19757000.0,16890000.0,15802000.0,5233000.0,3879000.0,94000.0,23636000.0,3166000.0,315000.0,315000.0,56425.0,871000.0,-1128000.0,146000.0
2023-12-31,12M,EUR,94000.0,6567000.0,-2655000.0,18418000.0,-131000.0,19000.0,,,,2135000.0,-364000.0,,3513000.0,2599000.0,2599000.0,,,465000.0,-1452000.0,-498000.0,-823000.0,-2836000.0,464000.0,3513000.0,9375000.0,,,11796000.0,,1000000.0,1000000.0,10357000.0,,667000.0,278000.0,278000.0,278000.0,278000.0,,,-372000.0,809000.0,1087000.0,2599000.0,21166423.0,,,-1122000.0,1866000.0,,2687000.0,8228000.0,8410000.0,6698000.0,3373000.0,,2327000.0,439000.0,439000.0,13000.0,13000.0,,12282000.0,-644000.0,,0.0,,,,1907000.0,1907000.0,,-826000.0,0.0,,,20114423.0,,,0.0,308000.0,0.0,-372000.0,-372000.0,-297000.0,-75000.0,-372000.0,-297000.0,-297000.0,-372000.0,-31000.0,-643000.0,-279000.0,-826000.0,-826000.0,-643000.0,326000.0,-1000.0,718000.0,-333000.0,,965000.0,1632000.0,0.0,2574000.0,4472000.0,2275600.0,2230000.0,19607000.0,4397000.0,24004000.0,13454464.0,,,2096000.0,540000.0,182000.0,665000.0,12000.0,-4000.0,,5651000.0,5239000.0,785000.0,,,0.0,7013000.0,,47000.0,370000.0,2588000.0,,278000.0,154000.0,154000.0,-826000.0,,5696000.0,,2687000.0,13510889.0,,-3363000.0,9375000.0,965000.0,-812400.0,667000.0,0.24,468000.0,24209000.0,11282000.0,2907000.0,9375000.0,19607000.0,14834000.0,12413000.0,4477000.0,4227000.0,217000.0,24004000.0,1680000.0,-3385000.0,-3385000.0,56425.0,871000.0,1439000.0,1036000.0
