asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-3945.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,287372.0,,,10200.0,,,,170000.0,170000.0,,,,,,,,78516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,247000.0,,,,-1.0,,,,,,,1718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,113989.0,153957.0,-5068.0,,20261.0,,300000.0,0.531773,0.0,-324293.0,300000.0,99494.0,99494.0,99283.0,99494.0,-4137.0,99494.0,-362605.0,336182.0,113989.0,-153957.0,-70528.0,99494.0,300000.0,461302.0,306670.0,0.0,961440.0,822381.0,114440.0,114440.0,,597022.0,80659.0,25329.0,25329.0,25329.0,5068.0,300000.0,0.531773,159532.0,0.0,296995.0,322324.0,99494.0,,,421110.0,,-321616.0,,0.0,9282.0,277024.0,21940.0,394031.0,234.0,234.0,69.0,69.0,-165.0,,362605.0,575742.0,-324293.0,,,306670.0,1279440.0,,,1165000.0,-1165000.0,,,61470.0,-56570.0,306670.0,14946.0,159532.0,159532.0,216102.0,159532.0,159532.0,216102.0,216102.0,-297285.0,-165.0,0.0,114440.0,0.0,-165.0,16670.0,21940.0,-27008.0,114440.0,184278.0,1551.0,325397.0,161769.765225,2677.0,94030.0,300001.0,1355471.0,300000.0,,220954.0,267742.0,165.0,,,4520.0,118578.0,21940.0,7487.0,0.0,261628.0,2553.0,296761.0,3073.0,-297285.0,0.0,-27008.0,,961440.0,25329.0,17042.0,17042.0,-1165000.0,0.0,3073.0,159532.0,0.0,0.0,0.0,300000.0,114440.0,-3073.0,461302.0,184278.0,-835.234775,80659.0,0.271798,198838.0,-250436.0,1121345.0,461302.0,114440.0,522772.0,1055470.0,598573.0,298964.0,1551.0,1355471.0,29061.0,-3073.0,-3073.0,,362605.0,225359.0,
2021-12-31,12M,EUR,133296.0,382766.0,,2511512.0,172218.0,172218.0,2327400.0,0.024712,99494.0,-601324.0,463480.0,2066319.0,2066319.0,,2066319.0,-890.0,1966825.0,-107668.0,-510146.0,19307.0,-228809.0,-828206.0,1966825.0,463480.0,3193807.0,2662446.0,,1927706.0,3478487.0,99351.0,99351.0,5966.0,295627.0,51999.0,6770.0,178988.0,178988.0,6770.0,2327400.0,0.024712,57514.0,,231118.0,410106.0,2066319.0,4366426.0,,3248006.0,,-1281181.0,,,50963.0,696293.0,25007.0,592945.0,64985.0,64985.0,6790.0,6790.0,-58195.0,,470273.0,3893807.0,-601324.0,,,2662446.0,600649.0,600649.0,600649.0,600649.0,,,5958144.0,105546.0,-56620.0,2662446.0,,57514.0,57514.0,114134.0,57514.0,57514.0,114134.0,114134.0,-591487.0,-58195.0,,585560.0,600649.0,-58195.0,600649.0,25007.0,-9837.0,-15089.0,2497514.0,4159.0,419504.0,63970.461582,-679857.0,359307.0,233638.0,2520651.0,2327400.0,,28590.0,645330.0,230.0,,-1.0,2835.0,11722.0,25007.0,219303.0,0.0,167686.0,11722.0,166133.0,,-591487.0,,-9837.0,48364.0,1927706.0,178988.0,24689.0,24689.0,,,9398.0,119115.0,,,,2327400.0,,-9398.0,3193807.0,2497514.0,-2941.538418,51999.0,0.312996,333860.0,-141415.0,4199787.0,3794456.0,700000.0,3299353.0,2287013.0,900434.0,721300.0,604807.0,2520651.0,22668.0,-9398.0,-9398.0,,421909.0,3182860.0,
2022-12-31,12M,EUR,157339.0,16727.0,-19589.0,2511512.0,174182.0,174182.0,2327400.0,-0.140495,1887235.0,-41615.0,465480.0,1001689.0,1001689.0,0.0,1001689.0,-6549.0,-885546.0,274042.0,291885.0,61545.0,307313.0,934785.0,-885546.0,465480.0,2707965.0,1998.0,-68400.0,2184464.0,2843220.0,106906.0,106906.0,227246.0,314604.0,-221280.0,5680.0,179862.0,179862.0,5680.0,2327400.0,-0.140495,-326987.0,,-333958.0,-154096.0,1001689.0,1221021.0,,-96754.0,,-718392.0,,,45186.0,511018.0,29115.0,-826.0,214309.0,214309.0,12255.0,12255.0,-202054.0,,182356.0,3309213.0,-112015.0,,155817.0,1998.0,,494342.0,494342.0,,-106307.0,155817.0,2001564.0,,,1998.0,106906.0,-326987.0,-326987.0,-326987.0,-326987.0,-326987.0,-326987.0,-326987.0,-41615.0,-202054.0,-70400.0,-98752.0,-106307.0,-202054.0,,9526.0,4381.0,7555.0,2196947.0,2670.0,-148864.0,-323010.68,-676777.0,340189.0,-341015.0,2183638.0,2327400.0,,21014.0,511018.0,202054.0,571110.0,,21645.0,44435.0,29115.0,37324.0,0.0,207698.0,10183.0,-548267.0,5232.0,-41615.0,-70400.0,,,2184464.0,179862.0,26594.0,26594.0,-106307.0,-68400.0,5232.0,-326987.0,,,4381.0,2327400.0,,-5232.0,2707965.0,2196947.0,-1255.68,-221280.0,0.24,1377878.0,-1245083.0,3519581.0,3202307.0,601248.0,2707965.0,2524653.0,811616.0,676361.0,497012.0,2183638.0,5924.0,-5232.0,-5232.0,,182356.0,2528616.0,
2023-12-31,12M,EUR,91503.0,365319.0,-33524.0,2237500.0,459138.0,459138.0,2287400.0,-0.095862,1001689.0,-2510668.0,465480.0,1052024.0,1052024.0,,1052024.0,738620.0,50334.0,182356.0,-765895.0,-65836.0,-363510.0,-274265.0,50334.0,465480.0,2451820.0,2.0,-36872.0,1163329.0,2848205.0,509220.0,509220.0,262122.0,1467485.0,-32368.0,11312.0,470450.0,470450.0,11312.0,2287400.0,-0.095862,-219275.0,140000.0,-192240.0,278210.0,1052024.0,2811767.0,10.106635,1314803.0,,-1420286.0,-140000.0,1091.0,1833505.0,2512339.0,80855.0,542111.0,59403.0,59403.0,129873.0,129873.0,,70470.0,,4404741.0,-2354851.0,,,2.0,1441812.0,1443701.0,1443701.0,1441812.0,-105786.0,,1726987.0,,,-36870.0,900897.0,-219275.0,-219275.0,-219275.0,-219275.0,-219275.0,-219275.0,-219275.0,-2460460.0,70470.0,155817.0,1357487.0,1336026.0,70470.0,-5814.0,47331.0,-50208.0,21461.0,-60519.0,44869.0,409824.0,-104590.06996,1090382.0,872511.0,-330400.0,1705440.0,2287400.0,1.0,,678834.0,-70469.0,,,4083.0,83969.0,80855.0,40045.0,0.0,219645.0,,-251643.0,42199.0,-2460460.0,,-50208.0,,1163329.0,470450.0,50349.0,50349.0,-105786.0,-36872.0,21301.0,-256147.0,,155817.0,,2327400.0,,-131614.0,2451820.0,-60519.0,-16929.06996,-32368.0,0.128627,1128695.0,1102549.0,5407875.0,3895521.0,1952921.0,2451820.0,2035840.0,2956055.0,2559670.0,1488570.0,1705440.0,44173.0,-131614.0,-131614.0,40000.0,,1380720.0,110313.0
