symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
TWEP.MI,2019-12-31,12M,EUR,,,-3945.0,0.0,,,,,,,,,,,,,0.0,,,,287372.0,,10200.0,,170000.0,170000.0,,,78516.0,,,,,247000.0,,,-1.0,,,,,1718.0,,,,,,,,,,,,,,,,,
TWEP.MI,2020-12-31,12M,EUR,113989.0,153957.0,-5068.0,,300000.0,99494.0,99494.0,99283.0,99494.0,300000.0,461302.0,822381.0,114440.0,114440.0,,597022.0,,9282.0,277024.0,21940.0,362605.0,575742.0,,,,,,61470.0,14946.0,21940.0,184278.0,1551.0,300000.0,220954.0,267742.0,,,118578.0,21940.0,7487.0,261628.0,2553.0,,159532.0,300000.0,461302.0,184278.0,198838.0,1121345.0,461302.0,114440.0,522772.0,598573.0,298964.0,1551.0,29061.0,,362605.0,225359.0
TWEP.MI,2021-12-31,12M,EUR,133296.0,382766.0,,2511512.0,463480.0,2066319.0,2066319.0,,2066319.0,463480.0,3193807.0,3478487.0,99351.0,99351.0,5966.0,295627.0,,50963.0,696293.0,25007.0,470273.0,3893807.0,,,600649.0,600649.0,,105546.0,,25007.0,2497514.0,4159.0,2327400.0,28590.0,645330.0,,-1.0,11722.0,25007.0,219303.0,167686.0,11722.0,48364.0,119115.0,2327400.0,3193807.0,2497514.0,333860.0,4199787.0,3794456.0,700000.0,3299353.0,900434.0,721300.0,604807.0,22668.0,,421909.0,3182860.0
TWEP.MI,2022-12-31,12M,EUR,157339.0,16727.0,-19589.0,2511512.0,465480.0,1001689.0,1001689.0,0.0,1001689.0,465480.0,2707965.0,2843220.0,106906.0,106906.0,227246.0,314604.0,,45186.0,511018.0,29115.0,182356.0,3309213.0,,155817.0,494342.0,494342.0,155817.0,,106906.0,9526.0,2196947.0,2670.0,2327400.0,21014.0,511018.0,571110.0,,44435.0,29115.0,37324.0,207698.0,10183.0,,-326987.0,2327400.0,2707965.0,2196947.0,1377878.0,3519581.0,3202307.0,601248.0,2707965.0,811616.0,676361.0,497012.0,5924.0,,182356.0,2528616.0
TWEP.MI,2023-12-31,12M,EUR,91503.0,365319.0,-33524.0,2237500.0,465480.0,1052024.0,1052024.0,,1052024.0,465480.0,2451820.0,2848205.0,509220.0,509220.0,262122.0,1467485.0,,1833505.0,2512339.0,80855.0,,4404741.0,,,1443701.0,1443701.0,,,900897.0,47331.0,-60519.0,44869.0,2287400.0,,678834.0,,,83969.0,80855.0,40045.0,219645.0,,,-256147.0,2327400.0,2451820.0,-60519.0,1128695.0,5407875.0,3895521.0,1952921.0,2451820.0,2956055.0,2559670.0,1488570.0,44173.0,40000.0,,1380720.0
