asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,0.0,,,9479044.0,0.533176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9479044.0,0.533176,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000.0,,,,,,,,,,,1384000.0,598000.0,-7900000.0,,,100000.0,,,,,,,3175000.0,-93000.0,,,,,,,,,,,,,,691000.0,691000.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,11186000.0,9430000.0,-51476000.0,0.0,0.0,6000.0,8718411.0,-0.104262,2948000.0,-1652000.0,36814000.0,3400000.0,3400000.0,3387000.0,13000.0,-34000.0,452000.0,851000.0,-987000.0,-2636000.0,4699000.0,1893000.0,452000.0,36814000.0,32478000.0,0.0,193000.0,35076000.0,37524000.0,198000.0,13024000.0,214000.0,97000.0,97000.0,97000.0,91000.0,8718411.0,-0.104262,-909000.0,0.0,-124000.0,-27000.0,3400000.0,39635992.0,0.0,1521000.0,11219000.0,0.0,-1074000.0,2000.0,1252000.0,2027000.0,9430000.0,85590000.0,8617000.0,573000.0,573000.0,373000.0,373000.0,-516000.0,20330000.0,55830000.0,-1647000.0,,7000.0,0.0,0.0,0.0,6018000.0,23352000.0,23352000.0,6018000.0,-1692000.0,7000.0,272000.0,43826000.0,19905992.0,7000.0,2000.0,0.0,19952000.0,-909000.0,-909000.0,-911000.0,-909000.0,-909000.0,-909000.0,-911000.0,-337000.0,-514000.0,4000.0,1521000.0,4326000.0,-514000.0,34114000.0,-1314000.0,-2805000.0,30451000.0,,5091000.0,1744000.0,,214000.0,-725840.0,578000.0,8539000.0,78000.0,43693000.0,8718411.0,,488000.0,-2846000.0,775000.0,-53000.0,100000.0,140000.0,235000.0,867000.0,981000.0,5503000.0,3475000.0,,-16000.0,0.0,12412000.0,488000.0,1000.0,-697000.0,36068000.0,915000.0,-337000.0,0.0,-1315000.0,6531000.0,35076000.0,97000.0,,,-1692000.0,-909000.0,0.0,4000.0,1000.0,8718411.0,-241000.0,32478000.0,30451000.0,-57840.0,214000.0,0.24,690000.0,-61000.0,76108000.0,55830000.0,23352000.0,32485000.0,43615000.0,43623000.0,38584000.0,30599000.0,314000.0,43693000.0,245000.0,-241000.0,-241000.0,2580000.0,24500000.0,257000.0
2021-12-31,12M,EUR,9889000.0,12692000.0,-51791000.0,,0.0,651000.0,8718411.0,-0.098412,3400000.0,-802000.0,36814000.0,134000.0,134000.0,134000.0,13000.0,70000.0,-3266000.0,1285000.0,3968000.0,-1297000.0,-349000.0,3677000.0,-3266000.0,36814000.0,31798000.0,0.0,73000.0,35063000.0,32487000.0,243000.0,11750000.0,113000.0,2046000.0,2046000.0,2046000.0,1395000.0,8718411.0,-0.098412,-858000.0,1000.0,-169000.0,1877000.0,134000.0,33706616.0,0.0,-5671000.0,11619000.0,,1816000.0,-36000.0,978000.0,1937000.0,11287000.0,85675000.0,10226000.0,577000.0,577000.0,33000.0,33000.0,-771000.0,19326000.0,49479000.0,-213000.0,,7000.0,,,0.0,0.0,17681000.0,17681000.0,0.0,-1603000.0,7000.0,240000.0,43202000.0,13077616.0,6000.0,1000.0,0.0,17547000.0,-858000.0,-858000.0,-859000.0,-858000.0,-858000.0,-858000.0,-859000.0,-422000.0,-869000.0,101000.0,-5671000.0,-1603000.0,-869000.0,33884000.0,108000.0,-4068000.0,29861000.0,,5094000.0,1430000.0,,2014000.0,-753880.0,2618000.0,10361000.0,-135000.0,45289000.0,8718411.0,,446000.0,-3593000.0,959000.0,257000.0,100000.0,1614000.0,159000.0,826000.0,938000.0,5421000.0,335000.0,,-3000.0,0.0,11104000.0,446000.0,0.0,-746000.0,36979000.0,616000.0,-422000.0,-3000.0,-380000.0,6024000.0,35063000.0,2046000.0,,,-1603000.0,-858000.0,0.0,104000.0,488000.0,8718411.0,-137000.0,31798000.0,29861000.0,-32880.0,113000.0,0.24,977000.0,-155000.0,69613000.0,49479000.0,17681000.0,31804000.0,45424000.0,37809000.0,37126000.0,26059000.0,325000.0,45289000.0,277000.0,-137000.0,-137000.0,1683000.0,20737000.0,140000.0
2022-12-31,12M,EUR,11918000.0,12349000.0,-53505000.0,,-462000.0,732000.0,8809661.0,0.021227,134000.0,-892000.0,37191000.0,578000.0,615000.0,560000.0,18000.0,57000.0,444000.0,-2067000.0,-1258000.0,2020000.0,-989000.0,-2237000.0,444000.0,37191000.0,32461000.0,377000.0,75000.0,42488000.0,36351000.0,245000.0,13956000.0,86000.0,2616000.0,2616000.0,2612000.0,1880000.0,8809661.0,0.021227,187000.0,1000.0,772000.0,3388000.0,578000.0,25731061.0,8000.0,-373000.0,13570000.0,,-111000.0,-6000.0,0.0,1581000.0,12811000.0,85991000.0,11632000.0,499000.0,499000.0,3000.0,3000.0,-575000.0,21502000.0,49591000.0,36000.0,7000.0,7000.0,,,377000.0,0.0,17130000.0,17130000.0,0.0,-2091000.0,7000.0,240000.0,43354000.0,10087061.0,6000.0,0.0,377000.0,16552000.0,187000.0,187000.0,187000.0,187000.0,187000.0,187000.0,187000.0,-340000.0,-746000.0,920000.0,-750000.0,-2091000.0,-746000.0,32486000.0,-544000.0,1341000.0,30880000.0,,5005000.0,1388000.0,24000.0,3492000.0,258238.095238,781000.0,10619000.0,1013000.0,54120000.0,8809661.0,37000.0,502000.0,-4451000.0,1581000.0,-432000.0,,622000.0,56000.0,631000.0,806000.0,5458000.0,399000.0,37000.0,-3000.0,0.0,13191000.0,502000.0,205000.0,273000.0,37104000.0,717000.0,-340000.0,0.0,-552000.0,5724000.0,42488000.0,2616000.0,,,-2091000.0,-4264000.0,,920000.0,8000.0,8809661.0,-127000.0,32461000.0,30880000.0,-32761.904762,86000.0,0.315018,1036000.0,1067000.0,70808000.0,49591000.0,17130000.0,32467000.0,53107000.0,38341000.0,34457000.0,24385000.0,250000.0,54120000.0,467000.0,-104000.0,-104000.0,2208000.0,22395000.0,130000.0
2023-12-31,12M,EUR,12778000.0,14659000.0,-55978000.0,,-697000.0,712000.0,,,578000.0,-1530000.0,37191000.0,408000.0,423000.0,387000.0,21000.0,-89000.0,-170000.0,-598000.0,1051000.0,857000.0,-2589000.0,-1368000.0,-170000.0,37191000.0,32838000.0,0.0,6000.0,43110000.0,38475000.0,240000.0,14972000.0,7000.0,3166000.0,3166000.0,3176000.0,2464000.0,,,463000.0,1000.0,1374000.0,4550000.0,408000.0,27460013.0,0.0,-692000.0,13320000.0,,528000.0,2000.0,0.0,1430000.0,15356000.0,86839000.0,13876000.0,902000.0,902000.0,5000.0,5000.0,-1218000.0,22087000.0,49263000.0,-1536000.0,,7000.0,,,0.0,0.0,16425000.0,16425000.0,0.0,-2005000.0,7000.0,38000.0,44003000.0,10043013.0,8000.0,-2000.0,0.0,16017000.0,463000.0,463000.0,465000.0,463000.0,463000.0,463000.0,465000.0,-602000.0,-1233000.0,-6000.0,-692000.0,-2005000.0,-1233000.0,30861000.0,-928000.0,1313000.0,31408000.0,,4840000.0,1176000.0,27000.0,4822000.0,730966.101695,2058000.0,12228000.0,1648000.0,56986000.0,8809661.0,,,,1430000.0,293000.0,,854000.0,326000.0,535000.0,1101000.0,5702000.0,202000.0,15000.0,,0.0,14294000.0,498000.0,201000.0,472000.0,37128000.0,520000.0,-602000.0,-6000.0,-928000.0,6446000.0,43110000.0,3166000.0,,,-2005000.0,-3831000.0,,,0.0,8809661.0,-272000.0,32838000.0,31408000.0,-4033.898305,7000.0,0.014831,663000.0,983000.0,71151000.0,49263000.0,16425000.0,32846000.0,55338000.0,38305000.0,32676000.0,23333000.0,336000.0,56986000.0,415000.0,-272000.0,-272000.0,2321000.0,23503000.0,272000.0
