symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
RAD.MI,2019-12-31,12M,EUR,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,173000.0,,,,,1384000.0,598000.0,-7900000.0,,100000.0,,,,,3175000.0,,,,,,,,,,,,,,,,,,,,
RAD.MI,2020-12-31,12M,EUR,11186000.0,9430000.0,-51476000.0,0.0,0.0,36814000.0,3400000.0,3400000.0,3387000.0,13000.0,36814000.0,32478000.0,193000.0,37524000.0,198000.0,13024000.0,0.0,11219000.0,0.0,1252000.0,2027000.0,9430000.0,85590000.0,20330000.0,55830000.0,,7000.0,0.0,0.0,23352000.0,23352000.0,7000.0,272000.0,43826000.0,7000.0,19952000.0,34114000.0,30451000.0,,5091000.0,1744000.0,,8718411.0,,488000.0,-2846000.0,775000.0,100000.0,140000.0,981000.0,5503000.0,3475000.0,,12412000.0,488000.0,1000.0,36068000.0,6531000.0,-909000.0,8718411.0,32478000.0,30451000.0,690000.0,76108000.0,55830000.0,23352000.0,32485000.0,43623000.0,38584000.0,30599000.0,245000.0,2580000.0,24500000.0
RAD.MI,2021-12-31,12M,EUR,9889000.0,12692000.0,-51791000.0,,0.0,36814000.0,134000.0,134000.0,134000.0,13000.0,36814000.0,31798000.0,73000.0,32487000.0,243000.0,11750000.0,0.0,11619000.0,,978000.0,1937000.0,11287000.0,85675000.0,19326000.0,49479000.0,,7000.0,,,17681000.0,17681000.0,7000.0,240000.0,43202000.0,6000.0,17547000.0,33884000.0,29861000.0,,5094000.0,1430000.0,,8718411.0,,446000.0,-3593000.0,959000.0,100000.0,1614000.0,938000.0,5421000.0,335000.0,,11104000.0,446000.0,0.0,36979000.0,6024000.0,-858000.0,8718411.0,31798000.0,29861000.0,977000.0,69613000.0,49479000.0,17681000.0,31804000.0,37809000.0,37126000.0,26059000.0,277000.0,1683000.0,20737000.0
RAD.MI,2022-12-31,12M,EUR,11918000.0,12349000.0,-53505000.0,,-462000.0,37191000.0,578000.0,615000.0,560000.0,18000.0,37191000.0,32461000.0,75000.0,36351000.0,245000.0,13956000.0,8000.0,13570000.0,,0.0,1581000.0,12811000.0,85991000.0,21502000.0,49591000.0,7000.0,7000.0,,,17130000.0,17130000.0,7000.0,240000.0,43354000.0,6000.0,16552000.0,32486000.0,30880000.0,,5005000.0,1388000.0,24000.0,8809661.0,37000.0,502000.0,-4451000.0,1581000.0,,622000.0,806000.0,5458000.0,399000.0,37000.0,13191000.0,502000.0,205000.0,37104000.0,5724000.0,-4264000.0,8809661.0,32461000.0,30880000.0,1036000.0,70808000.0,49591000.0,17130000.0,32467000.0,38341000.0,34457000.0,24385000.0,467000.0,2208000.0,22395000.0
RAD.MI,2023-12-31,12M,EUR,12778000.0,14659000.0,-55978000.0,,-697000.0,37191000.0,408000.0,423000.0,387000.0,21000.0,37191000.0,32838000.0,6000.0,38475000.0,240000.0,14972000.0,0.0,13320000.0,,0.0,1430000.0,15356000.0,86839000.0,22087000.0,49263000.0,,7000.0,,,16425000.0,16425000.0,7000.0,38000.0,44003000.0,8000.0,16017000.0,30861000.0,31408000.0,,4840000.0,1176000.0,27000.0,8809661.0,,,,1430000.0,,854000.0,1101000.0,5702000.0,202000.0,15000.0,14294000.0,498000.0,201000.0,37128000.0,6446000.0,-3831000.0,8809661.0,32838000.0,31408000.0,663000.0,71151000.0,49263000.0,16425000.0,32846000.0,38305000.0,32676000.0,23333000.0,415000.0,2321000.0,23503000.0
