symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ShortTermDebtIssuance,TaxesRefundPaid
RWY.MI,2021-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,8603000.0,,,,,,,,,,,,,,,,,,
RWY.MI,2022-12-31,12M,EUR,6091871.0,-3149452.0,-3300000.0,1245214.0,5570319.0,139767.0,5076798.0,2583154.0,-10517037.0,-1472104.0,5570319.0,-3300000.0,0.0,6056720.0,1723139.0,1723139.0,11662190.0,-1949550.0,7897308.0,-178219.0,-3526891.0,0.0,1036002.0,1036002.0,,0.0,7641281.0,11631168.0,-1088792.0,-377439.0,1350450.0,1036002.0,,,-2060660.0,314448.0,11046760.0,178219.0,0.0,,-1088792.0,-377439.0,-2060660.0,314448.0,-6056721.0
RWY.MI,2023-12-31,12M,EUR,11662190.0,-8250047.0,,231081.0,15660028.0,-2902272.0,2416443.0,15451806.0,-23552047.0,-8354989.0,15660028.0,0.0,20012203.0,6821498.0,3883340.0,3883340.0,27322218.0,63939199.0,2518102.0,-516646.0,-59047320.0,20012203.0,39566522.0,39566522.0,-50232695.0,20012203.0,13943242.0,14591444.0,-3074768.0,-564579.0,43926997.0,39566522.0,-1.0,1.0,-5175279.0,4360475.0,10768149.0,789182.0,375818.0,-50232695.0,-3074768.0,-564579.0,-5175279.0,,-6821498.0
RWY.MI,2023-12-31,TTM,EUR,11662190.0,-8250047.0,,231081.0,15660028.0,-2902272.0,2416443.0,15451806.0,-23552047.0,-8354989.0,15660028.0,0.0,20012203.0,6821498.0,3883340.0,3883340.0,27322218.0,63939199.0,2518102.0,-516646.0,-59047320.0,20012203.0,39566522.0,39566522.0,-50232695.0,20012203.0,13943242.0,14591444.0,-3074768.0,-564579.0,43926997.0,39566522.0,-1.0,1.0,-5175279.0,4360475.0,10768149.0,789182.0,375818.0,-50232695.0,-3074768.0,-564579.0,-5175279.0,,-6821498.0
