symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPropertiesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestmentProperties,SaleOfPPE,TaxesRefundPaid
SES.MI,2020-04-30,12M,EUR,,,,,,,,,,,,-10474000.0,-2765000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-2765000.0,3781000.0,0.0,188000.0,
SES.MI,2021-04-30,12M,EUR,368466000.0,-26999000.0,-510000.0,58199000.0,6149000.0,-4627000.0,19168000.0,-28727000.0,55692000.0,47655000.0,58199000.0,,-3107000.0,,32483000.0,32483000.0,690000.0,426665000.0,-51932000.0,120889000.0,-4009000.0,581000.0,-37757000.0,65917000.0,65917000.0,-76202000.0,-12325000.0,-3107000.0,52272000.0,80826000.0,-9927000.0,,-37232000.0,-10285000.0,478000.0,,-16776000.0,-26947000.0,147888000.0,5712000.0,10411000.0,-12325000.0,-9927000.0,-17072000.0,-76202000.0,-3107000.0,,,296000.0,-20291000.0
SES.MI,2022-04-30,12M,EUR,426665000.0,-25498000.0,-14642000.0,69646000.0,-50042000.0,-12577000.0,868000.0,120232000.0,-46860000.0,11621000.0,69646000.0,-14642000.0,-6005000.0,30464000.0,41706000.0,41706000.0,1367000.0,496311000.0,-24915000.0,119978000.0,-4449000.0,588000.0,-50915000.0,80650000.0,80650000.0,-89416000.0,-27372000.0,-6005000.0,73519000.0,78619000.0,-6973000.0,,9523000.0,-8766000.0,-236000.0,,-18525000.0,18289000.0,145476000.0,4173000.0,12235000.0,-27372000.0,-6973000.0,-18525000.0,-89416000.0,-6005000.0,,,,-22460000.0
SES.MI,2022-10-31,TTM,EUR,399555000.0,-29859000.0,-15575000.0,36873000.0,-44690000.0,-58498000.0,23078000.0,154172000.0,-99700000.0,-25638000.0,36873000.0,,-13804000.0,,46669000.0,46669000.0,1269000.0,436428000.0,-19661000.0,87250000.0,-5936000.0,680000.0,-60575000.0,131280000.0,131280000.0,-103895000.0,-32665000.0,-13804000.0,80456000.0,120518000.0,-7330000.0,,26290000.0,27385000.0,-2449000.0,,-22529000.0,-1095000.0,117109000.0,6583000.0,14712000.0,-32875000.0,-7330000.0,-22529000.0,-103895000.0,-13804000.0,,,,
SES.MI,2023-04-30,12M,EUR,496311000.0,-36494000.0,-14732000.0,41196000.0,-12915000.0,-31635000.0,51405000.0,45858000.0,-89524000.0,-36811000.0,41196000.0,-14732000.0,-11189000.0,38062000.0,53625000.0,53625000.0,612000.0,537507000.0,10939000.0,78956000.0,-14966000.0,1044000.0,-85193000.0,146032000.0,146032000.0,-90946000.0,-50023000.0,-11189000.0,84453000.0,90217000.0,-15565000.0,,51855000.0,55086000.0,-687000.0,-476000.0,-20785000.0,-3231000.0,115450000.0,11175000.0,13271000.0,-50283000.0,-15565000.0,-20929000.0,-90946000.0,-11189000.0,260000.0,,144000.0,-31968000.0
SES.MI,2024-04-30,12M,EUR,537507000.0,-39049000.0,-17699000.0,39967000.0,9844000.0,-21460000.0,-3128000.0,25918000.0,-8681000.0,2493000.0,39967000.0,-17699000.0,,38766000.0,68281000.0,68281000.0,717000.0,577474000.0,6102000.0,98569000.0,-36016000.0,5187000.0,-103753000.0,141026000.0,141026000.0,-70156000.0,-70963000.0,-9984000.0,78269000.0,83058000.0,-13338000.0,,60607000.0,70870000.0,3017000.0,355000.0,-25711000.0,-10263000.0,137618000.0,22036000.0,12183000.0,-71613000.0,-13338000.0,-25711000.0,-70156000.0,,650000.0,,,-45292000.0
SES.MI,2024-04-30,TTM,EUR,537507000.0,-39049000.0,-17699000.0,39967000.0,9844000.0,-21460000.0,-3128000.0,25918000.0,-8681000.0,2493000.0,39967000.0,-17699000.0,,38766000.0,68281000.0,68281000.0,717000.0,577474000.0,6102000.0,98569000.0,-36016000.0,5187000.0,-103753000.0,141026000.0,141026000.0,-70156000.0,-70963000.0,-9984000.0,78269000.0,83058000.0,-13338000.0,,60607000.0,70870000.0,3017000.0,355000.0,-25711000.0,-10263000.0,137618000.0,22036000.0,12183000.0,-71613000.0,-13338000.0,-25711000.0,-70156000.0,,650000.0,,,-45292000.0
