symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InterestReceivedCFI,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,TaxesRefundPaid
SES.MI,2022-10-31,TTM,EUR,399555000.0,-29859000.0,-15575000.0,36873000.0,-44690000.0,-58498000.0,23078000.0,154172000.0,-99700000.0,-25638000.0,36873000.0,,-13804000.0,,46669000.0,46669000.0,1269000.0,436428000.0,-19661000.0,87250000.0,-5936000.0,680000.0,-60575000.0,131280000.0,131280000.0,-103895000.0,-32665000.0,-13804000.0,80456000.0,120518000.0,-7330000.0,26290000.0,27385000.0,-2449000.0,,-22529000.0,-1095000.0,117109000.0,6583000.0,14712000.0,-32875000.0,-7330000.0,-22529000.0,-103895000.0,-13804000.0,,
SES.MI,2023-01-31,3M,EUR,,,,,,,,,,,,,-448000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-448000.0,,
SES.MI,2023-04-30,3M,EUR,460270000.0,-13048000.0,-6000.0,77237000.0,23291000.0,-20645000.0,39173000.0,-137020000.0,141759000.0,46558000.0,77237000.0,,0.0,,15925000.0,15925000.0,46000.0,537507000.0,33994000.0,56927000.0,-6859000.0,415000.0,-26732000.0,33302000.0,33302000.0,-26934000.0,-13813000.0,0.0,17120000.0,-9772000.0,-8084000.0,34493000.0,6368000.0,3378000.0,,-4820000.0,28125000.0,69975000.0,6562000.0,4008000.0,-13813000.0,-8084000.0,-4964000.0,-26934000.0,0.0,0.0,-21700000.0
SES.MI,2023-07-31,3M,EUR,537507000.0,-9709000.0,-707000.0,-37529000.0,-15894000.0,-12444000.0,-34705000.0,30610000.0,-2722000.0,-35155000.0,-37529000.0,-707000.0,,8772000.0,14881000.0,14881000.0,166000.0,499978000.0,-26529000.0,-1107000.0,-7602000.0,1126000.0,-19602000.0,18000000.0,18000000.0,-20555000.0,-11185000.0,-810000.0,21971000.0,23240000.0,-2689000.0,-21992000.0,-2555000.0,88000.0,,-7020000.0,-19437000.0,8602000.0,3645000.0,2839000.0,-11211000.0,-2689000.0,-7020000.0,-20555000.0,,26000.0,0.0
SES.MI,2023-10-31,3M,EUR,499978000.0,-6834000.0,-16279000.0,-77170000.0,11539000.0,25893000.0,-21447000.0,-76389000.0,40906000.0,-19498000.0,-77170000.0,-16279000.0,,10546000.0,200000.0,17138000.0,398000.0,422808000.0,-57195000.0,4402000.0,-8889000.0,910000.0,-31211000.0,2552000.0,2552000.0,-16586000.0,-25685000.0,-5457000.0,16981000.0,18348000.0,-1677000.0,-17126000.0,-14034000.0,-53000.0,,-5157000.0,-3092000.0,11236000.0,5652000.0,3531000.0,-25929000.0,-1677000.0,-5157000.0,-16586000.0,,244000.0,-13244000.0
SES.MI,2024-01-31,3M,EUR,422808000.0,-12243000.0,0.0,59269000.0,-19594000.0,-2541000.0,32168000.0,130059000.0,-159218000.0,-19126000.0,59269000.0,,,9140000.0,35013000.0,18075000.0,-88000.0,482077000.0,58347000.0,13856000.0,-9150000.0,1488000.0,-25177000.0,45000000.0,45000000.0,-17838000.0,-14689000.0,-980000.0,25940000.0,27028000.0,-5555000.0,63902000.0,27162000.0,-362000.0,,-6688000.0,36740000.0,26099000.0,8661000.0,1683000.0,-14709000.0,-5555000.0,-6688000.0,-17838000.0,,20000.0,-9459000.0
SES.MI,2024-04-30,3M,EUR,482077000.0,-10263000.0,-713000.0,95397000.0,33793000.0,-32368000.0,20856000.0,-58362000.0,112353000.0,76272000.0,95397000.0,,,10308000.0,18187000.0,18187000.0,241000.0,577474000.0,31479000.0,81418000.0,-10375000.0,1663000.0,-27763000.0,75474000.0,75474000.0,-15177000.0,-19404000.0,-2737000.0,13377000.0,14442000.0,-3417000.0,35823000.0,60297000.0,3344000.0,0.0,-6846000.0,-24474000.0,91681000.0,4078000.0,4130000.0,-19764000.0,-3417000.0,-6846000.0,-15177000.0,,360000.0,-22589000.0
SES.MI,2024-04-30,TTM,EUR,537507000.0,-39049000.0,-17699000.0,39967000.0,9844000.0,-21460000.0,-3128000.0,25918000.0,-8681000.0,2493000.0,39967000.0,-17699000.0,,38766000.0,68281000.0,68281000.0,717000.0,577474000.0,6102000.0,98569000.0,-36016000.0,5187000.0,-103753000.0,141026000.0,141026000.0,-70156000.0,-70963000.0,-9984000.0,78269000.0,83058000.0,-13338000.0,60607000.0,70870000.0,3017000.0,355000.0,-25711000.0,-10263000.0,137618000.0,22036000.0,12183000.0,-71613000.0,-13338000.0,-25711000.0,-70156000.0,,650000.0,-45292000.0
