symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SES.MI,2020-04-30,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263000.0,,,,,,,,,,,6649000.0
SES.MI,2021-04-30,12M,EUR,12041000.0,15432403.0,3.39,1870860000.0,32483000.0,20442000.0,15490403.0,3.37,52272000.0,84835000.0,117318000.0,151594000.0,4009000.0,4009000.0,562000.0,562000.0,-4514000.0,52272000.0,52272000.0,56786000.0,52272000.0,52272000.0,56786000.0,-6877000.0,-6877000.0,116112000.0,51424699.428402,82308000.0,69286000.0,2022454000.0,13510000.0,10410000.0,-1206000.0,0.0,80826000.0,1870860000.0,32483000.0,3200000.0,,1206000.0,358699.428402,24040000.0,0.297429,1953168000.0,84002000.0,3430000.0,2022454000.0,1206000.0,1206000.0,
SES.MI,2022-04-30,12M,EUR,18572000.0,15456094.0,4.76,2172156000.0,41706000.0,23134000.0,15494590.0,4.74,73519000.0,113532000.0,155238000.0,190447000.0,4449000.0,4449000.0,588000.0,588000.0,-5100000.0,73519000.0,73519000.0,78619000.0,73519000.0,73519000.0,78619000.0,-7564000.0,-7564000.0,151499000.0,70824203.918117,103399000.0,87048000.0,2362603000.0,23408000.0,13980000.0,-3739000.0,0.0,109083000.0,2172156000.0,41706000.0,4769000.0,,3739000.0,1044203.918117,30464000.0,0.279274,2275555000.0,114195000.0,3703000.0,2362603000.0,3739000.0,3739000.0,
SES.MI,2022-10-31,TTM,EUR,21581000.0,,,2422289000.0,46671000.0,25090000.0,,,80456000.0,126454000.0,173125000.0,214306000.0,5936000.0,5936000.0,680000.0,680000.0,-5328000.0,80456000.0,80456000.0,85784000.0,80456000.0,80456000.0,85784000.0,-8755000.0,-8755000.0,173163000.0,80483048.175376,116119000.0,98187000.0,2636595000.0,28169000.0,17515000.0,,0.0,120518000.0,2422289000.0,46669000.0,5813000.0,,,-10951.824624,34734000.0,0.288206,2538408000.0,126318000.0,3499000.0,2636595000.0,-38000.0,-38000.0,
SES.MI,2023-04-30,12M,EUR,26325000.0,15427593.0,5.47,2632406000.0,53624000.0,27299000.0,15494590.0,5.45,84453000.0,149211000.0,202836000.0,235294000.0,20932000.0,20932000.0,1045000.0,1045000.0,-5764000.0,84453000.0,84453000.0,90217000.0,84453000.0,84453000.0,90217000.0,-10421000.0,-10421000.0,200596000.0,82877636.300564,126660000.0,108634000.0,2867700000.0,25129000.0,15338000.0,-2240000.0,0.0,128279000.0,2632406000.0,53625000.0,7169000.0,,2240000.0,664636.300564,38062000.0,0.296713,2759066000.0,136003000.0,-9466000.0,2867700000.0,2240000.0,2240000.0,
SES.MI,2023-10-31,TTM,EUR,,15454930.0,5.48,,,,15494590.0,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SES.MI,2024-01-31,TTM,EUR,,15487099.0,5.29,,,,15500965.0,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SES.MI,2024-04-30,12M,EUR,36267000.0,15447277.0,5.07,2900566000.0,68281000.0,32014000.0,15494590.0,5.05,78269000.0,165169000.0,233450000.0,263911000.0,43345000.0,43345000.0,5187000.0,5187000.0,-4789000.0,78269000.0,78269000.0,83058000.0,78269000.0,78269000.0,83058000.0,-19940000.0,-19940000.0,232827000.0,77844246.79866,152760000.0,111151000.0,3164477000.0,27516000.0,15488000.0,-623000.0,0.0,121824000.0,2900566000.0,68281000.0,7749000.0,,623000.0,198246.79866,38766000.0,0.318213,3053326000.0,139290000.0,-18218000.0,3164477000.0,623000.0,623000.0,
SES.MI,2024-04-30,TTM,EUR,36267000.0,,,2900566000.0,68281000.0,32014000.0,,,78269000.0,165169000.0,233450000.0,263911000.0,43345000.0,43345000.0,5187000.0,5187000.0,-4789000.0,78269000.0,78269000.0,83058000.0,78269000.0,78269000.0,83058000.0,-19940000.0,-19940000.0,232827000.0,77844246.79866,152760000.0,111151000.0,3164477000.0,27516000.0,15488000.0,-623000.0,0.0,121824000.0,2900566000.0,68281000.0,7749000.0,,623000.0,198246.79866,38766000.0,0.318213,3053326000.0,139290000.0,-18218000.0,3164477000.0,623000.0,623000.0,
