asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102000.0,,,,,,,,,-102000.0,,,,,,,27000.0,,,,,,,,,76315.0,,,6051000.0,,,6051000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516000.0,1000.0,,293000.0,,,-1000.0,486489.0,,,,,,,,,,,436577.0,,,,,,,,,,,708000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,-20000.0,,,,,,,,
2020-12-31,12M,EUR,5620003.0,6476362.0,7464720.0,491165.0,6600000.0,0.160476,2037157.0,-6211875.0,133500.0,12832706.0,12832706.0,,12831174.0,1532.0,986839.0,10795548.0,-31298.0,455096.0,1266484.0,-1449866.0,1227255.0,10795548.0,133500.0,17621807.0,7508220.0,,9309726.0,21059537.0,1753082.0,1753082.0,503867.0,75443.0,12142640.0,120914.0,2508101.0,2508101.0,2508101.0,2016936.0,72001.0,6600000.0,0.160476,1059139.0,61200.0,1417709.0,3925810.0,12832705.0,,12572344.0,838624.0,4485653.0,-1965171.0,-61200.0,-629000.0,786981.0,5514745.0,17315279.0,8494935.0,,,200378.0,200378.0,265.0,265.0,-200090.0,838624.0,31499440.0,-6023500.0,4440.0,4440.0,7508220.0,6173275.0,12124551.0,12124551.0,6173275.0,-1064944.0,4440.0,238419.0,,297237.0,-37278.0,-440625.0,7508220.0,1044927.0,1059139.0,1059139.0,1096417.0,1059139.0,1059139.0,1096417.0,1096417.0,-1095141.0,-200220.0,629000.0,5064124.0,5108331.0,-200220.0,,17315279.0,-5116734.0,-44207.0,12107062.0,775904.0,3887274.0,1024430.670456,4246704.0,7489688.0,1005247.0,17804661.0,6600000.0,,,22283.0,7464720.0,4727764.0,200090.0,,877598.0,,116609.0,790928.0,17076860.0,82903.0,,-629000.0,0.0,6732500.0,312050.0,503867.0,1217331.0,,22664.0,-440625.0,-1095141.0,0.0,-5116734.0,0.0,9309726.0,2508101.0,,-1064944.0,,1059139.0,,0.0,629000.0,0.0,6600000.0,-22664.0,17621807.0,12107062.0,3827.670456,120914.0,0.099327,249632.0,-120914.0,43911738.0,29746358.0,13877633.0,17919044.0,16799414.0,25992694.0,22852201.0,13850054.0,-158.0,17804661.0,321569.0,38536.0,38536.0,877598.0,0.0,8916897.0,22664.0
2021-12-31,12M,EUR,5704931.0,7165235.0,7464720.0,1036189.0,6600000.0,0.130412,12832705.0,-13424829.0,133500.0,3487575.0,3888067.0,,3484012.0,3562.0,2353490.0,-8944639.0,-28188.0,895423.0,84928.0,-1371102.0,1934551.0,-8944639.0,133500.0,17866320.0,,222764.0,11420381.0,14148785.0,3220077.0,3220077.0,1158248.0,76416.0,17298341.0,83436.0,3766278.0,3766278.0,3766278.0,2730089.0,17751.0,6600000.0,0.130412,860722.0,,1377799.0,5144077.0,3888066.0,67660674.0,-747200.0,896521.0,3779272.0,-6762810.0,,0.0,3705193.0,8687899.0,23800676.0,10674778.0,,648.0,240125.0,240125.0,8086.0,8086.0,-240125.0,896521.0,29930250.0,-14859458.0,,4812.0,,,8843853.0,8843853.0,,-1813703.0,4812.0,187691.0,62700000.0,404424.0,-193516.0,-1434257.0,,8576355.0,860722.0,860722.0,1054238.0,860722.0,860722.0,1054238.0,1054238.0,-4209343.0,-232039.0,-372.0,-747200.0,-1813703.0,-232039.0,,23800676.0,-9215486.0,1066503.0,9178421.0,973708.0,5473090.0,1165605.479005,6662019.0,9550522.0,1124256.0,22095159.0,6600000.0,,,13049.0,7464720.0,4982706.0,240125.0,,,574979.0,267038.0,1982692.0,23390221.0,237856.0,400492.0,,0.0,8153569.0,235431.0,,1137674.0,,33046.0,-1434257.0,-4209343.0,-372.0,-9215486.0,0.0,11420381.0,3766278.0,,-1813703.0,295319.0,860722.0,,0.0,0.0,0.0,6600000.0,-329013.0,17866320.0,9178421.0,-24129.520995,83436.0,0.073339,726442.0,-210178.0,46660695.0,26710173.0,12063930.0,18270744.0,20970903.0,28389951.0,32511910.0,11091610.0,-8086.0,22095159.0,465946.0,-329013.0,-329013.0,1256298.0,0.0,-3149556.0,33046.0
2022-12-31,12M,EUR,6518576.0,8684012.0,8769388.0,1474758.0,6752762.0,0.17866,3888066.0,-7450065.0,4048912.0,3595433.0,3995925.0,,3585928.0,9505.0,555362.0,-292634.0,53032.0,-2587950.0,813645.0,-2839702.0,-4005613.0,-292634.0,4048912.0,21052177.0,1355005.0,0.0,16950510.0,19178744.0,4609483.0,4609483.0,2491453.0,96928.0,19248175.0,429812.0,4884829.0,4884829.0,4884829.0,3410071.0,0.0,6752762.0,0.17866,1206447.0,,2216703.0,7101532.0,3595433.0,53426517.0,6531708.0,843489.0,66725.0,-5324342.0,-476554.0,0.0,4654913.0,9617101.0,25551019.0,13595213.0,458803.0,0.0,316231.0,316231.0,17022.0,17022.0,-300295.0,843489.0,36917562.0,-8950065.0,5000.0,4812.0,1355005.0,10284221.0,11255902.0,11255902.0,10284221.0,-6496924.0,4812.0,170510.0,42542400.0,520786.0,-264213.0,-1500000.0,1355005.0,12269952.0,1206447.0,1206447.0,1470660.0,1206447.0,1206447.0,1470660.0,1470660.0,-2397106.0,-299209.0,0.0,5176703.0,3787297.0,-299209.0,,25551019.0,-5052959.0,1389406.0,11435076.0,1037803.0,7524688.0,1533901.760165,2125723.0,11537353.0,2057860.0,30545723.0,6752762.0,1.0,780000.0,23870.0,,4962188.0,153065.0,,338000.0,566064.0,171468.0,656271.0,25380509.0,319535.0,400492.0,,0.0,8138120.0,245125.0,,1900472.0,0.0,38688.0,-1500000.0,-2397106.0,0.0,-5052959.0,,16950510.0,4884829.0,,-6496924.0,384468.0,1206447.0,,0.0,0.0,0.0,6752762.0,-423156.0,21052177.0,11435076.0,-95701.239835,429812.0,0.226161,2288599.0,-68869.0,54378041.0,32308079.0,15865385.0,21572963.0,28487863.0,32805078.0,35199297.0,13556903.0,,30545723.0,963273.0,-423156.0,-423156.0,1263198.0,,-69431.0,38688.0
2023-12-31,12M,EUR,5799465.0,9845965.0,9043013.0,2198931.0,6796750.0,0.164899,3595433.0,-5972770.0,4075287.0,5162390.0,5807882.0,-378478.0,5151369.0,11021.0,1059886.0,1556958.0,39075.0,-199371.0,-719111.0,-1169876.0,-989397.0,1566958.0,4075287.0,22097283.0,300000.0,22368.0,17396386.0,22356666.0,6598328.0,6598328.0,2492160.0,445816.0,21966202.0,-22255.0,6271552.0,6271552.0,6271551.0,4072620.0,64871.0,6796750.0,0.164899,1120775.0,,2237576.0,8509128.0,5162390.0,47698414.0,1557078.0,804414.0,66725.0,729880.0,187523.0,0.0,3902392.0,8793360.0,28672323.0,15870281.0,336151.0,0.0,847422.0,847422.0,356651.0,356651.0,-491125.0,804414.0,41184560.0,-6692770.0,,24812.0,300000.0,7750000.0,12488949.0,12488949.0,7750000.0,-4609483.0,24812.0,1292591.0,35682937.0,623392.0,-291633.0,-700000.0,300000.0,13924887.0,1120775.0,1120775.0,1412409.0,1120775.0,1120775.0,1412407.0,1412408.0,-1159103.0,-490771.0,-20000.0,4645478.0,3140517.0,-490771.0,-3009922.0,28672323.0,-4813667.0,1504961.0,13303923.0,1482591.0,8921268.0,1434001.4,6702650.0,14293553.0,1576728.0,33266667.0,6796750.0,-1.0,,11256.0,,4890968.0,558420.0,,1.0,716690.0,466804.0,1236126.0,27352364.0,428086.0,645492.0,,0.0,7728711.0,336445.0,,1390154.0,5000.0,49132.0,-700000.0,-1159103.0,-20000.0,-4813667.0,,17396386.0,6271552.0,,-4609483.0,363008.0,1120775.0,,0.0,0.0,0.0,6796750.0,-412140.0,22097283.0,13303923.0,-98913.6,-22255.0,0.24,2196192.0,-392229.0,59889192.0,34586232.0,19087277.0,22720675.0,31689939.0,37168517.0,37532526.0,15202315.0,,33266667.0,693120.0,-412140.0,-412140.0,1165903.0,,390464.0,49132.0
