symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
WBD.MI,2019-12-31,12M,EUR,,,,,,,,,,,,-6093000.0,592982000.0,,,,,,,,,,,-18121000.0,,,,592982000.0,,,,,592982000.0,,,,,,,,,,,,1000.0,,,,,,,,,,8508000.0,,
WBD.MI,2020-12-31,12M,EUR,32879000.0,941044000.0,-183767000.0,-29704000.0,1445634000.0,-55679000.0,153089000.0,-49271000.0,111242000.0,159381000.0,1486380000.0,,,,27182000.0,127711000.0,160590000.0,12700000.0,-40746000.0,2386679000.0,1068782000.0,12262000.0,-1348000.0,-1348000.0,-82907000.0,22995000.0,221569000.0,,2177753000.0,2177753000.0,-1100956000.0,205948000.0,,43909000.0,138395000.0,138423000.0,-18240000.0,-54522000.0,1076797000.0,1076797000.0,96876000.0,199956000.0,-124273000.0,196029000.0,1000.0,-516262000.0,14616000.0,,-18240000.0,-54522000.0,-165527000.0,-1100956000.0,,205948000.0,,41254000.0,-48673000.0
WBD.MI,2021-12-31,12M,EUR,133275000.0,2386679000.0,-215089000.0,-52944000.0,-29890000.0,-319064000.0,1434766000.0,176084000.0,-276659000.0,1015127000.0,-71144000.0,,,,133628000.0,166976000.0,300251000.0,63010000.0,41254000.0,2356788000.0,-1079210000.0,998683000.0,-9464000.0,,-118349000.0,14442000.0,-205706000.0,,1070844000.0,1070844000.0,-1897495000.0,-11195000.0,,-10292000.0,-304949000.0,-278998000.0,-9963000.0,-118970000.0,-826651000.0,-826651000.0,-92416000.0,15874000.0,-144462000.0,1213772000.0,-1000.0,244010000.0,21623000.0,-11195000.0,-9963000.0,-120200000.0,-205126000.0,-1897495000.0,,0.0,1230000.0,60664000.0,-117063000.0
WBD.MI,2022-12-31,12M,EUR,91608000.0,2356788000.0,-278126000.0,-61860000.0,-438063000.0,-365567000.0,-184280000.0,503655000.0,-222384000.0,-268576000.0,-460032000.0,,,-24572000.0,76290000.0,248821000.0,340429000.0,16640000.0,21969000.0,1918725000.0,-243765000.0,-251625000.0,-12050000.0,,-121748000.0,17667000.0,-242768000.0,,2117177000.0,2117177000.0,-2108932000.0,0.0,-24572000.0,-20416000.0,9893000.0,34502000.0,-5480000.0,-16967000.0,8245000.0,8245000.0,-79945000.0,-214000.0,-236747000.0,26501000.0,,70196000.0,22731000.0,0.0,-5480000.0,-16967000.0,-272646000.0,-2108932000.0,-24572000.0,,,35899000.0,-133421000.0
WBD.MI,2023-12-31,12M,EUR,82679000.0,1918725000.0,-443676000.0,-63199000.0,1117702000.0,-1053228000.0,2640374000.0,566847000.0,-708443000.0,1445550000.0,1157339000.0,,15295000.0,-7073000.0,125090000.0,266523000.0,349202000.0,13416000.0,-39637000.0,3036425000.0,-282738000.0,1449269000.0,-6331000.0,,-141568000.0,58443000.0,-452868000.0,15295000.0,2924271000.0,2924271000.0,-2972442000.0,-18996000.0,8222000.0,-33640000.0,124003000.0,138457000.0,-2369000.0,-5593000.0,-48171000.0,-48171000.0,-105868000.0,-22973000.0,-416353000.0,1892945000.0,-2000.0,-12952000.0,32096000.0,-18996000.0,-2369000.0,-5593000.0,-441307000.0,-2972442000.0,-7073000.0,,,24954000.0,-71885000.0
WBD.MI,2023-12-31,TTM,EUR,82679000.0,1918725000.0,-443676000.0,-63199000.0,1117702000.0,-1053228000.0,2640374000.0,566847000.0,-708443000.0,1445550000.0,1157339000.0,,15295000.0,-7073000.0,125090000.0,266523000.0,349202000.0,13416000.0,-39637000.0,3036425000.0,-282738000.0,1449269000.0,-6331000.0,,-141568000.0,58443000.0,-452868000.0,15295000.0,2924271000.0,2924271000.0,-2972442000.0,-18996000.0,8222000.0,-33640000.0,124003000.0,138457000.0,-2369000.0,-5593000.0,-48171000.0,-48171000.0,-105868000.0,-22973000.0,-416353000.0,1892945000.0,-2000.0,-12952000.0,32096000.0,-18996000.0,-2369000.0,-5593000.0,-441307000.0,-2972442000.0,-7073000.0,,,24954000.0,-71885000.0
