asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,26960000.0,,,,,,,,,,,,,,,,,,,,,-6093000.0,,592982000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18121000.0,627269000.0,,,,,,,,,,,,,,,,,,,,,592982000.0,,,,,,,,,,,,,,,,592982000.0,1067223000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,165913000.0,,,,,,,8508000.0,,72601000.0,699870000.0,,,,,,,,,,,,,,,,,,,,,,,,1330845.0,,,,
2020-12-31,12M,EUR,2705374000.0,1884647000.0,-1119833000.0,654486000.0,-435927000.0,32880000.0,32879000.0,17968000.0,864968750.0,0.16,941044000.0,213709000.0,-183767000.0,178438000.0,600000000.0,2455125000.0,2460839000.0,-29704000.0,1445634000.0,-55679000.0,153089000.0,-49271000.0,111242000.0,159381000.0,1486380000.0,600000000.0,,1420395000.0,,,144577000.0,3255342000.0,9027351000.0,79557000.0,1324219000.0,1403776000.0,7055443000.0,27182000.0,127711000.0,160590000.0,160591000.0,127711000.0,922633333.0,0.15,138395000.0,12700000.0,300934000.0,461525000.0,-40746000.0,2386679000.0,2833016839.0,665000.0,1068782000.0,11810000.0,12262000.0,-1348000.0,-1348000.0,,70020000.0,665688000.0,2320574000.0,1761963000.0,991825000.0,1593000.0,135329000.0,135329000.0,75154000.0,75154000.0,-82907000.0,22995000.0,198325000.0,4800728000.0,221569000.0,120000.0,17968000.0,55703000.0,163440000.0,420991000.0,,2177753000.0,18080000.0,15111000.0,98881000.0,2056114000.0,2154995000.0,2177753000.0,-1100956000.0,640134000.0,189798000.0,1202219000.0,1061294839.0,650494000.0,5060000.0,205948000.0,,925208000.0,43909000.0,138395000.0,138395000.0,138423000.0,-5088000.0,138395000.0,143483000.0,138423000.0,133335000.0,-18240000.0,-85631000.0,-54522000.0,1076797000.0,1076797000.0,-85631000.0,96876000.0,199956000.0,642130000.0,-124273000.0,754707000.0,368364000.0,126869000.0,63349000.0,80908000.0,-174660455.759186,196029000.0,1166838000.0,-175013000.0,4247167000.0,892457337.0,1000.0,436693000.0,408654000.0,1000.0,595668000.0,-516262000.0,15111000.0,171348000.0,161185000.0,34455000.0,183378000.0,3183877000.0,5714000.0,-8105000.0,0.0,2943102000.0,14616000.0,48655000.0,517632000.0,165605000.0,0.0,,-18240000.0,-54522000.0,-165527000.0,186155000.0,3255342000.0,160590000.0,,144178000.0,-1100956000.0,,-539292000.0,248556000.0,205948000.0,,41254000.0,,,893788182.0,373814000.0,1420395000.0,754707000.0,62473544.240814,27182000.0,0.164138,343745000.0,-48673000.0,11676454000.0,3476509000.0,3558771000.0,2070889000.0,4422180000.0,9605565000.0,2649102000.0,2550122000.0,392944000.0,25456000.0,4247167000.0,203273000.0,380617000.0,380617000.0,1330845.0,3291000.0,360000.0,1971908000.0,173583000.0
2021-12-31,12M,EUR,3208770000.0,2498234000.0,-1236938000.0,367763000.0,-424167000.0,133274000.0,133275000.0,23076000.0,931491000.0,-0.33,2386679000.0,276226000.0,-215089000.0,170481000.0,600000000.0,2370032000.0,2376138000.0,-52944000.0,-29890000.0,-319064000.0,1434766000.0,176084000.0,-276659000.0,1015127000.0,-71144000.0,600000000.0,,1587308000.0,,,126739000.0,4656884000.0,9449273000.0,68808000.0,678947000.0,747755000.0,8215937000.0,133628000.0,166976000.0,300251000.0,300250000.0,166976000.0,933106000.0,-0.33,-304949000.0,63010000.0,21153000.0,321404000.0,41254000.0,2356788000.0,3322951165.0,0.0,-1079210000.0,13423000.0,998683000.0,-9464000.0,,,78496000.0,544846000.0,2922401000.0,2026855000.0,1320937000.0,3684000.0,166522000.0,166522000.0,83801000.0,83801000.0,-118349000.0,14442000.0,217607000.0,4071372000.0,-205706000.0,0.0,23076000.0,80161000.0,605658000.0,50414000.0,,1070844000.0,17692000.0,18149000.0,101673000.0,1805117000.0,1906790000.0,1070844000.0,-1897495000.0,736233000.0,222591000.0,1397311000.0,2086906165.0,272291000.0,-26183000.0,-11195000.0,,114032000.0,-10292000.0,-304949000.0,-304949000.0,-278998000.0,232000.0,-304949000.0,-305181000.0,-278998000.0,-278766000.0,-9963000.0,-113551000.0,-118970000.0,-826651000.0,-826651000.0,-113551000.0,-92416000.0,15874000.0,789917000.0,-144462000.0,1042462000.0,348480000.0,56504000.0,50687000.0,342534000.0,-289122200.0,1213772000.0,1737024000.0,-416087000.0,5977821000.0,988798133.0,-1000.0,271589000.0,421744000.0,1000.0,466350000.0,244010000.0,-1000.0,301444000.0,334854000.0,66413000.0,208887000.0,3166132000.0,6106000.0,-5363000.0,0.0,3546327000.0,21623000.0,41563000.0,561722000.0,-145369000.0,0.0,-11195000.0,-9963000.0,-120200000.0,-205126000.0,203391000.0,4656884000.0,300251000.0,,213276000.0,-1897495000.0,,0.0,540463000.0,0.0,1230000.0,60664000.0,,,988798133.0,-22135000.0,1587308000.0,1042462000.0,-5071200.0,133629000.0,0.24,354167000.0,-117063000.0,12330256000.0,3392425000.0,2654545000.0,1859599000.0,6393908000.0,10470657000.0,2880984000.0,2254720000.0,-33715000.0,30830000.0,5977821000.0,271144000.0,-21130000.0,-21130000.0,,10342000.0,793000.0,1233336000.0,27498000.0
2022-12-31,12M,EUR,3891729000.0,2886106000.0,-1235099000.0,367763000.0,-513021000.0,91607000.0,91608000.0,18997000.0,980686000.0,0.01,2356788000.0,296987000.0,-278126000.0,140550000.0,600000000.0,1921177000.0,1936864000.0,-61860000.0,-438063000.0,-365567000.0,-184280000.0,503655000.0,-222384000.0,-268576000.0,-460032000.0,600000000.0,,1578709000.0,,-24572000.0,127400000.0,5738053000.0,9938875000.0,71721000.0,315925000.0,387646000.0,8387227000.0,76290000.0,248821000.0,340429000.0,307623000.0,307623000.0,995909000.0,0.01,9893000.0,16640000.0,287469000.0,627898000.0,21969000.0,1918725000.0,2608391224.0,,-243765000.0,13663000.0,-251625000.0,-12050000.0,,,82884000.0,456858000.0,3399127000.0,2058907000.0,1917953000.0,2276000.0,176677000.0,176677000.0,112246000.0,112246000.0,-121748000.0,17667000.0,248809000.0,4057450000.0,-242768000.0,,18997000.0,80575000.0,660965000.0,36834000.0,,2117177000.0,18799000.0,13692000.0,68829000.0,2162816000.0,2231645000.0,2117177000.0,-2108932000.0,778374000.0,198879000.0,1399245000.0,1366704224.0,356365000.0,-6637000.0,0.0,-24572000.0,557564000.0,-20416000.0,9893000.0,9893000.0,34502000.0,-17972000.0,9893000.0,27865000.0,34502000.0,16530000.0,-5480000.0,-113701000.0,-16967000.0,8245000.0,8245000.0,-113701000.0,-79945000.0,-214000.0,823808000.0,-236747000.0,1121851000.0,346289000.0,58060000.0,52606000.0,732920000.0,107681720.0,26501000.0,2010076000.0,-92123000.0,7656006000.0,985241000.0,,232443000.0,351089000.0,,373974000.0,70196000.0,-1000.0,275494000.0,254848000.0,62853000.0,216476000.0,3922476000.0,15687000.0,32348000.0,0.0,4130097000.0,22731000.0,158961000.0,385166000.0,110792000.0,0.0,0.0,-5480000.0,-16967000.0,-272646000.0,234599000.0,5738053000.0,340429000.0,,311781000.0,-2108932000.0,-24572000.0,0.0,493729000.0,,,35899000.0,,,1002425395.0,-116393000.0,1578709000.0,1121851000.0,-25205280.0,76290000.0,0.24,324735000.0,-133421000.0,12877183000.0,3741525000.0,2619291000.0,1935074000.0,7748129000.0,10942109000.0,2938308000.0,2554882000.0,191077000.0,49270000.0,7656006000.0,175515000.0,-105022000.0,-105022000.0,17184395.0,34914000.0,547000.0,1551648000.0,84045000.0
2023-12-31,12M,EUR,4683590000.0,3896486000.0,-1489918000.0,367763000.0,-492527000.0,,82679000.0,13999000.0,977042000.0,0.13,1918725000.0,323877000.0,-443676000.0,148256000.0,600000000.0,3060541000.0,3063125000.0,-63199000.0,1117702000.0,-1053228000.0,2640374000.0,566847000.0,-708443000.0,1445550000.0,1157339000.0,600000000.0,,1512411000.0,15295000.0,-7073000.0,265737000.0,6964737000.0,13222831000.0,66219000.0,720446000.0,786665000.0,12259360000.0,125090000.0,266523000.0,349202000.0,401262000.0,401262000.0,988351000.0,0.13,124003000.0,13416000.0,472498000.0,873760000.0,-39637000.0,3036425000.0,2367676846.0,,-282738000.0,13193000.0,1449269000.0,-6331000.0,,,80267000.0,463293000.0,4389013000.0,2537717000.0,2325381000.0,1203000.0,208951000.0,208951000.0,114995000.0,114995000.0,-141568000.0,58443000.0,229144000.0,3972788000.0,-452868000.0,,13999000.0,44231000.0,549560000.0,56922000.0,15295000.0,2924271000.0,18525000.0,13297000.0,82037000.0,1739931000.0,1821968000.0,2924271000.0,-2972442000.0,650713000.0,245637000.0,1681716000.0,1823701846.0,178419000.0,-4383000.0,-18996000.0,8222000.0,,-33640000.0,124003000.0,124003000.0,138457000.0,-10071000.0,124003000.0,134074000.0,138457000.0,128386000.0,-2369000.0,-139173000.0,-5593000.0,-48171000.0,-48171000.0,-139173000.0,-105868000.0,-22973000.0,1047799000.0,-416353000.0,1049118000.0,400000000.0,73510000.0,57217000.0,821105000.0,94056200.0,1892945000.0,2491312000.0,-165931000.0,9290118000.0,996117378.0,-2000.0,290051000.0,341571000.0,59765000.0,383026000.0,-12952000.0,,340420000.0,339673000.0,54933000.0,247862000.0,4829479000.0,2584000.0,-7462000.0,0.0,4994176000.0,32096000.0,193172000.0,504653000.0,263547000.0,0.0,-18996000.0,-2369000.0,-5593000.0,-441307000.0,215904000.0,6964737000.0,349202000.0,,356795000.0,-2972442000.0,-7073000.0,-56645000.0,551473000.0,,,24954000.0,,,1017994872.0,52155000.0,1512411000.0,1049118000.0,12637200.0,125090000.0,0.24,408690000.0,-71885000.0,16161819000.0,3252342000.0,2608633000.0,1690830000.0,9456049000.0,14470989000.0,2938988000.0,2211629000.0,450640000.0,45217000.0,9290118000.0,255653000.0,52655000.0,52655000.0,21877494.0,41987000.0,47000.0,963471000.0,11952000.0
