symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
WBD.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067223000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330845.0,,,
WBD.MI,2020-12-31,12M,EUR,2705374000.0,1884647000.0,-1119833000.0,654486000.0,-435927000.0,17968000.0,213709000.0,178438000.0,600000000.0,2455125000.0,2460839000.0,600000000.0,1420395000.0,144577000.0,9027351000.0,79557000.0,1324219000.0,1403776000.0,7055443000.0,665000.0,11810000.0,70020000.0,665688000.0,2320574000.0,1761963000.0,1593000.0,198325000.0,4800728000.0,120000.0,17968000.0,55703000.0,163440000.0,420991000.0,18080000.0,15111000.0,98881000.0,2056114000.0,2154995000.0,640134000.0,189798000.0,1202219000.0,650494000.0,925208000.0,642130000.0,754707000.0,368364000.0,126869000.0,63349000.0,892457337.0,436693000.0,408654000.0,1000.0,595668000.0,15111000.0,34455000.0,183378000.0,3183877000.0,5714000.0,2943102000.0,48655000.0,517632000.0,0.0,186155000.0,248556000.0,893788182.0,1420395000.0,754707000.0,343745000.0,11676454000.0,3476509000.0,3558771000.0,2070889000.0,9605565000.0,2649102000.0,2550122000.0,203273000.0,1330845.0,3291000.0,360000.0,1971908000.0
WBD.MI,2021-12-31,12M,EUR,3208770000.0,2498234000.0,-1236938000.0,367763000.0,-424167000.0,23076000.0,276226000.0,170481000.0,600000000.0,2370032000.0,2376138000.0,600000000.0,1587308000.0,126739000.0,9449273000.0,68808000.0,678947000.0,747755000.0,8215937000.0,0.0,13423000.0,78496000.0,544846000.0,2922401000.0,2026855000.0,3684000.0,217607000.0,4071372000.0,0.0,23076000.0,80161000.0,605658000.0,50414000.0,17692000.0,18149000.0,101673000.0,1805117000.0,1906790000.0,736233000.0,222591000.0,1397311000.0,272291000.0,114032000.0,789917000.0,1042462000.0,348480000.0,56504000.0,50687000.0,988798133.0,271589000.0,421744000.0,1000.0,466350000.0,-1000.0,66413000.0,208887000.0,3166132000.0,6106000.0,3546327000.0,41563000.0,561722000.0,0.0,203391000.0,540463000.0,988798133.0,1587308000.0,1042462000.0,354167000.0,12330256000.0,3392425000.0,2654545000.0,1859599000.0,10470657000.0,2880984000.0,2254720000.0,271144000.0,,10342000.0,793000.0,1233336000.0
WBD.MI,2022-12-31,12M,EUR,3891729000.0,2886106000.0,-1235099000.0,367763000.0,-513021000.0,18997000.0,296987000.0,140550000.0,600000000.0,1921177000.0,1936864000.0,600000000.0,1578709000.0,127400000.0,9938875000.0,71721000.0,315925000.0,387646000.0,8387227000.0,,13663000.0,82884000.0,456858000.0,3399127000.0,2058907000.0,2276000.0,248809000.0,4057450000.0,,18997000.0,80575000.0,660965000.0,36834000.0,18799000.0,13692000.0,68829000.0,2162816000.0,2231645000.0,778374000.0,198879000.0,1399245000.0,356365000.0,557564000.0,823808000.0,1121851000.0,346289000.0,58060000.0,52606000.0,985241000.0,232443000.0,351089000.0,,373974000.0,-1000.0,62853000.0,216476000.0,3922476000.0,15687000.0,4130097000.0,158961000.0,385166000.0,0.0,234599000.0,493729000.0,1002425395.0,1578709000.0,1121851000.0,324735000.0,12877183000.0,3741525000.0,2619291000.0,1935074000.0,10942109000.0,2938308000.0,2554882000.0,175515000.0,17184395.0,34914000.0,547000.0,1551648000.0
WBD.MI,2023-12-31,12M,EUR,4683590000.0,3896486000.0,-1489918000.0,367763000.0,-492527000.0,13999000.0,323877000.0,148256000.0,600000000.0,3060541000.0,3063125000.0,600000000.0,1512411000.0,265737000.0,13222831000.0,66219000.0,720446000.0,786665000.0,12259360000.0,,13193000.0,80267000.0,463293000.0,4389013000.0,2537717000.0,1203000.0,229144000.0,3972788000.0,,13999000.0,44231000.0,549560000.0,56922000.0,18525000.0,13297000.0,82037000.0,1739931000.0,1821968000.0,650713000.0,245637000.0,1681716000.0,178419000.0,,1047799000.0,1049118000.0,400000000.0,73510000.0,57217000.0,996117378.0,290051000.0,341571000.0,59765000.0,383026000.0,,54933000.0,247862000.0,4829479000.0,2584000.0,4994176000.0,193172000.0,504653000.0,0.0,215904000.0,551473000.0,1017994872.0,1512411000.0,1049118000.0,408690000.0,16161819000.0,3252342000.0,2608633000.0,1690830000.0,14470989000.0,2938988000.0,2211629000.0,255653000.0,21877494.0,41987000.0,47000.0,963471000.0
