symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,ChangeInCashSupplementalAsReported,ChangesInCash,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetIncome,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,OtherCashAdjustmentOutsideChangeinCash
DIA.MI,2022-12-31,3M,EUR,401700000.0,-159944000.0,-174454000.0,241776000.0,-94943000.0,-31645000.0,-161552000.0,38007000.0,82041000.0,,
DIA.MI,2023-03-31,3M,EUR,241800000.0,130800000.0,130800000.0,372600000.0,68000000.0,41200000.0,-17600000.0,41700000.0,41200000.0,39200000.0,
DIA.MI,2023-06-30,3M,EUR,372600000.0,-116300000.0,-116300000.0,256300000.0,-306900000.0,104400000.0,87000000.0,45100000.0,104400000.0,-800000.0,
DIA.MI,2023-09-30,3M,EUR,256000000.0,-13000000.0,-13000000.0,243000000.0,-44000000.0,80000000.0,-49000000.0,25000000.0,80000000.0,,
DIA.MI,2023-09-30,TTM,EUR,402000000.0,-159244000.0,-173654000.0,228346000.0,-378043000.0,194655000.0,-141952000.0,149907000.0,308341000.0,,
DIA.MI,2024-03-31,3M,EUR,280000000.0,28000000.0,27000000.0,308000000.0,-87000000.0,75000000.0,39000000.0,46000000.0,75000000.0,,1000000.0
DIA.MI,2024-03-31,TTM,EUR,372600000.0,-84262000.0,-57200000.0,315400000.0,-390961000.0,232223000.0,27498000.0,164149000.0,345463000.0,,
