symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InterestReceivedCFO,InvestingCashFlow,IssuanceOfCapitalStock,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,SaleOfPPE,StockBasedCompensation,TaxesRefundPaid
DIA.MI,2019-12-31,12M,EUR,73103000.0,-55790000.0,-49231000.0,84449000.0,-9820000.0,4533000.0,-1814000.0,-51000.0,-7152000.0,84062000.0,-49231000.0,7016000.0,40552000.0,58972000.0,58972000.0,387000.0,157552000.0,-89482000.0,176880000.0,287000.0,,355000.0,-59126000.0,7016000.0,,7016000.0,-771000.0,175735000.0,175735000.0,-18361000.0,,-26601000.0,-26601000.0,-20666000.0,-6903000.0,-33862000.0,232670000.0,1920000.0,1162000.0,-599000.0,,-18361000.0,,-37429000.0,3567000.0,4821000.0,-42612000.0
DIA.MI,2020-12-31,12M,EUR,157552000.0,-74825000.0,-52053000.0,182329000.0,-30196000.0,6566000.0,11041000.0,-38980000.0,-51569000.0,190650000.0,-52053000.0,,73077000.0,61034000.0,61034000.0,-8321000.0,339881000.0,-40889000.0,229737000.0,123000.0,-613000.0,,-73023000.0,,-1000.0,-26093000.0,-24635000.0,247871000.0,248296000.0,-32345000.0,-1000.0,-7531000.0,-7531000.0,44788000.0,,-40677000.0,304562000.0,21528000.0,2619000.0,4709000.0,-1000.0,-32345000.0,-1000.0,-42480000.0,1803000.0,6884000.0,-36891000.0
DIA.MI,2021-12-31,12M,EUR,339881000.0,-117373000.0,-54709000.0,63139000.0,-905000.0,-7434000.0,6789000.0,-7180000.0,-8730000.0,45957000.0,-54709000.0,,88603000.0,95993000.0,95993000.0,17182000.0,403020000.0,1256486000.0,283291000.0,-384000.0,-10471000.0,,-1611193000.0,,-1500757000.0,-8578000.0,1952000.0,310968000.0,310732000.0,-48896000.0,0.0,1319774000.0,1319774000.0,-1000.0,-1500757000.0,-61540000.0,400664000.0,28938000.0,2278000.0,3418000.0,-1500757000.0,-48896000.0,,-68477000.0,6937000.0,6432000.0,-118096000.0
DIA.MI,2022-12-31,12M,EUR,403020000.0,-113686000.0,-57052000.0,-161244000.0,-26225000.0,-24603000.0,19431000.0,3984000.0,-27413000.0,-175654000.0,-57052000.0,,85830000.0,153267000.0,153267000.0,14410000.0,241776000.0,-333043000.0,275655000.0,0.0,-18742000.0,,-231952000.0,,,-159849000.0,5682000.0,240907000.0,240110000.0,-60491000.0,-139570000.0,-116142000.0,-116142000.0,,,-31891000.0,389341000.0,25364000.0,2403000.0,4863000.0,,-60491000.0,,-53195000.0,21304000.0,9539000.0,-91562000.0
DIA.MI,2023-09-30,TTM,EUR,402000000.0,,,-159244000.0,,,,,,-173654000.0,,,,,,,228346000.0,-378043000.0,194655000.0,,,,-141952000.0,,,,,149907000.0,,,,,,,,,308341000.0,,,,,,,,,,
DIA.MI,2024-03-31,TTM,EUR,372600000.0,,,-84262000.0,,,,,,-57200000.0,,,,,,,315400000.0,-390961000.0,232223000.0,,,,27498000.0,,,,,164149000.0,,,,,,,,,345463000.0,,,,,,,,,,
