asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2020-12-31,12M,EUR,4037000.0,6775000.0,,,-58000.0,,19000.0,17450000.0,0.129857,1029000.0,-3378000.0,682000.0,4084000.0,4084000.0,4084000.0,,52000.0,3055000.0,32000.0,-63000.0,965000.0,-455000.0,531000.0,3055000.0,682000.0,13275000.0,0.0,,2172000.0,12481000.0,13686000.0,847000.0,847000.0,,5728000.0,357000.0,1144000.0,1144000.0,1178000.0,1178000.0,17450000.0,0.129857,2266000.0,0.0,2662000.0,3840000.0,4084000.0,,2322000.0,684000.0,-27000.0,338000.0,6833000.0,11779000.0,7325000.0,39000.0,39000.0,2000.0,2000.0,-38000.0,2396000.0,20580000.0,-3329000.0,19000.0,0.0,6458000.0,6458000.0,0.0,,4692000.0,,0.0,3221000.0,2266000.0,2266000.0,2266000.0,2266000.0,2266000.0,2266000.0,2266000.0,-116000.0,-37000.0,22000.0,2322000.0,0.0,-37000.0,,11779000.0,-3235000.0,2322000.0,12937000.0,605000.0,,3840000.0,2266000.0,4062000.0,4662000.0,2663000.0,19806000.0,17450000.0,7000.0,8000.0,338000.0,38000.0,-1000.0,-245000.0,79000.0,491000.0,75000.0,,0.0,4709000.0,165000.0,2623000.0,4840000.0,126000.0,-116000.0,0.0,-3262000.0,2396000.0,12481000.0,1144000.0,841000.0,841000.0,0.0,,,2870000.0,0.0,22000.0,27000.0,17450000.0,,13275000.0,12937000.0,0.0,357000.0,0.136104,259000.0,-215000.0,25821000.0,19733000.0,7305000.0,13275000.0,17143000.0,12546000.0,12135000.0,6818000.0,,19806000.0,181000.0,,,,,7958000.0,
2021-12-31,12M,EUR,6096000.0,9500000.0,,,-140000.0,,16000.0,17450000.0,0.243037,4084000.0,-1974000.0,750000.0,4544000.0,4544000.0,4544000.0,,-14000.0,460000.0,-1761000.0,-590000.0,2059000.0,-2724000.0,-3030000.0,460000.0,750000.0,17584000.0,68000.0,,3186000.0,18580000.0,19978000.0,1273000.0,1273000.0,,9574000.0,1264000.0,1349000.0,1349000.0,1397000.0,1397000.0,17450000.0,0.243037,4241000.0,0.0,5559000.0,6956000.0,4544000.0,,-678000.0,1122000.0,-13000.0,361000.0,9640000.0,12381000.0,10993000.0,53000.0,53000.0,0.0,0.0,-52000.0,4157000.0,24143000.0,-1958000.0,16000.0,68000.0,5286000.0,5286000.0,-805000.0,,4365000.0,,68000.0,2015000.0,4241000.0,4241000.0,4242000.0,4241000.0,4241000.0,4241000.0,4242000.0,-150000.0,-53000.0,3000.0,-746000.0,-805000.0,-53000.0,,12381000.0,-1811000.0,59000.0,17223000.0,563000.0,,6956000.0,4241000.0,3096000.0,5434000.0,5559000.0,29573000.0,17450000.0,3000.0,11000.0,361000.0,28000.0,-1000.0,-272000.0,106000.0,561000.0,98000.0,,0.0,7774000.0,992000.0,5506000.0,4732000.0,145000.0,-150000.0,0.0,-1824000.0,4157000.0,18580000.0,1349000.0,777000.0,777000.0,-805000.0,,,4845000.0,0.0,3000.0,13000.0,17450000.0,,17584000.0,17223000.0,0.0,1264000.0,0.229568,782000.0,-674000.0,32735000.0,22870000.0,6559000.0,17584000.0,24014000.0,15151000.0,12757000.0,5577000.0,,29573000.0,1117000.0,,,,,10404000.0,
2022-12-31,12M,EUR,7465635.0,11008143.0,-8959140.0,8869000.0,,387805.0,674.0,17393500.0,0.306846,4544377.0,-7827790.0,872500.0,6762669.0,6762669.0,6762155.0,514.0,,2218292.0,-3416585.0,-1293289.0,1369430.0,-1496394.0,-4836838.0,2218292.0,872500.0,31800072.0,8991503.0,-112703.0,6249437.0,30525297.0,26789894.0,1214396.0,1214396.0,21928.0,9477104.0,1451583.0,1726136.0,1726136.0,1726136.0,1338331.0,17393500.0,0.306846,5337118.0,,6938277.0,8664413.0,6762669.0,41100137.0,7641812.0,-5403520.0,,1289046.0,,26513012.0,13497962.0,149576.0,149576.0,,,-144210.0,7533356.0,37121905.0,-7847790.0,674.0,8991503.0,4107437.0,4107437.0,-1178283.0,50000.0,12348617.0,44005555.0,8878800.0,,5337118.0,5337118.0,5337118.0,5337118.0,5337118.0,5337118.0,5337118.0,-1316345.0,-144210.0,-20000.0,-1236988.0,-1178283.0,-144210.0,,17553872.0,-6511445.0,-58705.0,30511026.0,907817.0,35949.0,8932222.0,5547663.174174,2424270.0,6294600.0,7203362.0,44023259.0,17393500.0,,124.0,1289046.0,144210.0,674.0,-1726.0,205765.0,352375.0,721684.0,534883.0,0.0,8077828.0,,6788701.0,7193274.0,300610.0,-1316345.0,-20000.0,-6511445.0,7533356.0,30525297.0,1726136.0,900924.0,900924.0,-1178283.0,-112703.0,210610.0,5940642.0,,,,17450000.0,-267809.0,31800072.0,30511026.0,-57263.825826,1451583.0,0.213823,928915.0,-1473511.0,46342430.0,35907509.0,5321833.0,31800072.0,36819897.0,14542358.0,19552536.0,5065254.0,-5366.0,44023259.0,259818.0,-267809.0,-267809.0,56500.0,112703.0,17312790.0,57199.0
2023-12-31,12M,EUR,7257739.0,17331119.0,-10679508.0,8869000.0,,344066.0,,17267500.0,0.450789,6762669.0,-5455805.0,872500.0,7552260.0,7552260.0,7550993.0,1267.0,,789591.0,2263323.0,-1210907.0,-207896.0,-6410218.0,-5565698.0,789591.0,872500.0,38506089.0,,-546283.0,4777439.0,29103214.0,31601575.0,1505150.0,1505150.0,55527.0,11438109.0,2554503.0,2064435.0,2064435.0,2064435.0,1720369.0,17267500.0,0.450789,7783726.0,,10539948.0,12604383.0,7552260.0,58495213.0,554122.0,235469.0,2229.0,1251390.0,,31660177.0,18280539.0,201719.0,201719.0,,,-195728.0,5230033.0,44637572.0,-5455805.0,,,4626333.0,4626333.0,-1190349.0,150000.0,18223567.0,58364150.0,-546283.0,,7783726.0,7783726.0,7783726.0,7783726.0,7783726.0,7783726.0,7783726.0,-306410.0,-195728.0,,-899595.0,-1190349.0,-195728.0,2000000.0,20980669.0,-5149395.0,290754.0,37254699.0,963864.0,35949.0,12892149.0,8000387.064106,5691274.0,7453012.0,10827527.0,47383753.0,17267500.0,,,1251390.0,424672.0,,1.0,308576.0,547682.0,724390.0,515684.0,0.0,9668756.0,,10338229.0,7934781.0,198822.0,-306410.0,,-5149395.0,5230033.0,29103214.0,2064435.0,995513.0,995513.0,-1190349.0,-546283.0,198822.0,8387249.0,,,,17450000.0,-287766.0,38506089.0,37254699.0,-71104.935894,2554503.0,0.247093,916952.0,-1479170.0,55684396.0,43132422.0,6131483.0,38506089.0,36556226.0,17178307.0,24082821.0,5740198.0,-5991.0,47383753.0,1863335.0,-287766.0,-287766.0,182500.0,546283.0,20163466.0,88944.0
