symbol,asOfDate,periodType,currencyCode,NetIncome
BMPS.MI,2023-03-31,3M,EUR,235700000.0
BMPS.MI,2023-06-30,3M,EUR,383300000.0
BMPS.MI,2023-09-30,3M,EUR,309600000.0
BMPS.MI,2023-12-31,3M,EUR,1123200000.0
BMPS.MI,2024-03-31,3M,EUR,332700000.0
BMPS.MI,2024-03-31,TTM,EUR,2148781000.0
