symbol,asOfDate,periodType,currencyCode,AccountsPayable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashFinancial,CommonStock,CommonStockEquity,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestIncome,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetPPE,NetTangibleAssets,NormalizedIncome,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Receivables,ReconciledDepreciation,RestructuringAndMergernAcquisition,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities
BMPS.MI,2022-12-31,3M,EUR,197853000.0,,,,,852635000.0,,,695933000.0,,,,,,,,,,,,,,2072237000.0,,,,,303689000.0,,,963842000.0,,,136776000.0,,,,,,,,,,,,,,,,,154749000.0,,967711000.0,118984000.0,20300000.0,500000.0,,512071000.0,,33564000.0,,,,,,,,,,,,,,,,,,,,,,,
BMPS.MI,2023-03-31,3M,EUR,,16500000.0,3721400000.0,1260427807.0,0.187,,7453500000.0,15168800000.0,14512400000.0,7453500000.0,8128900000.0,43500000.0,27000000.0,1608700000.0,1260427807.0,0.187,235700000.0,305700000.0,-5900000.0,78300000.0,7900000.0,7900000.0,,-100000.0,4600000.0,504500000.0,17487600000.0,,11767200000.0,12539200000.0,,9358700000.0,772000000.0,,2526307705.0,900000.0,0.0,235700000.0,235700000.0,235700000.0,235700000.0,235700000.0,235700000.0,504500000.0,2559200000.0,8121000000.0,240336000.0,545200000.0,880400000.0,1259689706.0,,131600000.0,,,-100000.0,,6900000.0,,220300000.0,,43500000.0,6200000.0,235700000.0,3500000.0,81800000.0,1259689706.0,-6100000.0,8128900000.0,8121000000.0,-1464000.0,-15400000.0,0.24,2219700000.0,124286000000.0,17487600000.0,9358700000.0,8129800000.0,116156200000.0,880400000.0,6900000.0,-6100000.0,-6100000.0,4524200000.0
BMPS.MI,2023-06-30,3M,EUR,,,13282300000.0,1259689706.0,0.304281,,7453500000.0,11769100000.0,,7453500000.0,8499500000.0,43000000.0,43000000.0,263800000.0,1259689706.0,0.304281,383300000.0,466900000.0,200000.0,119500000.0,7900000.0,137100000.0,,28900000.0,,578300000.0,18051400000.0,,21293600000.0,21970900000.0,,9551900000.0,677300000.0,,2899805703.0,800000.0,-100000.0,383300000.0,383300000.0,383200000.0,383300000.0,383300000.0,383200000.0,578300000.0,2293500000.0,8362400000.0,401926430.379747,461000000.0,972600000.0,1259689706.0,129200000.0,11800000.0,,,28900000.0,,1100000.0,,395000000.0,,43000000.0,-9700000.0,619000000.0,,119500000.0,1259689706.0,-19200000.0,8499500000.0,8362400000.0,-573569.620253,11800000.0,0.029873,556500000.0,120801100000.0,18051400000.0,9551900000.0,8500300000.0,112300800000.0,972600000.0,1100000.0,-19200000.0,-19200000.0,7381100000.0
BMPS.MI,2023-09-30,3M,EUR,,17400000.0,3471400000.0,1259689706.0,0.245775,,7453500000.0,14037100000.0,13514500000.0,7453500000.0,8807100000.0,44800000.0,27400000.0,1493900000.0,1259689706.0,0.245775,309600000.0,306000000.0,1500000.0,63600000.0,7900000.0,7900000.0,,,,605000000.0,18726800000.0,,11218000000.0,11907100000.0,,9919700000.0,689100000.0,,3042150639.0,700000.0,0.0,309600000.0,309600000.0,309600000.0,309600000.0,309600000.0,309600000.0,605000000.0,2491700000.0,8799200000.0,319556000.0,527300000.0,951700000.0,1259689706.0,,132700000.0,,,,,8300000.0,,306900000.0,,44800000.0,13100000.0,928600000.0,700000.0,64300000.0,1259689706.0,-13100000.0,8807100000.0,8799200000.0,-3144000.0,-2700000.0,0.24,1922400000.0,123192400000.0,18726800000.0,9919700000.0,8807800000.0,114384600000.0,951700000.0,8300000.0,-13100000.0,-13100000.0,4317800000.0
BMPS.MI,2023-12-31,3M,EUR,195624000.0,,13220401000.0,1259689706.0,0.891648,831869000.0,7453451000.0,15579350000.0,708220000.0,7453451000.0,9978458000.0,44400000.0,44400000.0,1345635000.0,1259689706.0,0.891648,1123200000.0,245475000.0,,119700000.0,7900000.0,178224000.0,1943452000.0,,,604200000.0,22729006000.0,285247000.0,19491622000.0,20218313000.0,883548000.0,12941704000.0,726691000.0,132490000.0,3837014844.0,651000.0,100000.0,1123200000.0,1123200000.0,1123100000.0,1123200000.0,1123200000.0,1123100000.0,604200000.0,1943452000.0,9800234000.0,1151776000.0,34500000.0,989600000.0,1259689706.0,170324000.0,-450500000.0,740324000.0,95545000.0,24300000.0,,1157305000.0,523278000.0,784300000.0,5811000.0,44400000.0,13300000.0,2051781000.0,,119700000.0,1259689706.0,-37600000.0,9978458000.0,9800234000.0,-9024000.0,-338800000.0,0.24,2197551000.0,122613691000.0,22729006000.0,12941704000.0,9979109000.0,112634582000.0,989600000.0,221357000.0,-37600000.0,-37600000.0,3810574000.0
BMPS.MI,2024-03-31,3M,EUR,,16700000.0,2411700000.0,1260227273.0,0.264,,7453500000.0,16835900000.0,16003500000.0,7453500000.0,10307100000.0,42400000.0,25700000.0,1396700000.0,1260227273.0,0.264,332700000.0,228600000.0,-17700000.0,62200000.0,7900000.0,7900000.0,,,,587000000.0,19821100000.0,,10178200000.0,10917300000.0,,9514000000.0,739100000.0,,5290696765.0,600000.0,0.0,332700000.0,332700000.0,332700000.0,332700000.0,332700000.0,332700000.0,587000000.0,2415200000.0,10299200000.0,340319839.381321,556400000.0,1005800000.0,1259689706.0,,145600000.0,,,,,9900000.0,,336200000.0,,42400000.0,7700000.0,332700000.0,500000.0,62700000.0,1259689706.0,-7700000.0,10307100000.0,10299200000.0,-80160.618679,3500000.0,0.01041,2153000000.0,126775300000.0,19821100000.0,9514000000.0,10307700000.0,116467600000.0,1005800000.0,9900000.0,-7700000.0,-7700000.0,4803300000.0
