symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,ResearchAndDevelopment,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SFER.MI,2022-09-30,TTM,EUR,,,359984000.0,,,110083000.0,189631000.0,360912000.0,83621000.0,910920000.0,36352000.0,36352000.0,23527000.0,23527000.0,1352000.0,110083000.0,110083000.0,108614000.0,117000.0,110083000.0,109966000.0,108731000.0,-15569000.0,-15569000.0,378553000.0,122466470.214446,756878000.0,154042000.0,1270904000.0,20182000.0,23196000.0,,0.0,153279000.0,359984000.0,171281000.0,48670000.0,259906000.0,343527000.0,,-5140529.785554,44665000.0,0.291397,1116862000.0,172867000.0,,1270904000.0,-17641000.0,-17641000.0,
SFER.MI,2022-12-31,3M,EUR,,,91657000.0,,,636000.0,-40531000.0,2979000.0,-55122000.0,239426000.0,-42094000.0,-42094000.0,-38038000.0,-38038000.0,2732000.0,636000.0,636000.0,-2096000.0,0.0,636000.0,636000.0,-2096000.0,2390000.0,2390000.0,2979000.0,636000.0,227601000.0,11825000.0,331083000.0,5619000.0,8410000.0,,0.0,1563000.0,91657000.0,43510000.0,12622000.0,-136917000.0,-192039000.0,,0.0,3659000.0,0.24,319258000.0,14075000.0,,331083000.0,,,
SFER.MI,2023-06-30,TTM,EUR,165454420.0,0.186,,165586586.0,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFER.MI,2023-12-31,TTM,EUR,165516389.0,0.157,316839000.0,165664121.0,0.157,26060000.0,68937000.0,248726000.0,137142000.0,839432000.0,23353000.0,23353000.0,8549000.0,8549000.0,-175000.0,26060000.0,26060000.0,26235000.0,,26060000.0,26060000.0,26235000.0,-16582000.0,-16582000.0,249951000.0,26991000.0,785662000.0,53770000.0,1156271000.0,20844000.0,27090000.0,475000.0,0.0,45584000.0,316839000.0,179789000.0,53086000.0,568344000.0,705486000.0,-2592000.0,-294000.0,19349000.0,0.24,1102501000.0,72022000.0,1778000.0,1156271000.0,-1225000.0,-1225000.0,2117000.0
