symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
SFER.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,1150000.0,,,,,,,11188000.0,,,,,,5224000.0,,,,,,,,,,,,,,,,,,,,
SFER.MI,2020-12-31,12M,EUR,134094000.0,113909000.0,-715496000.0,,-5631000.0,,15574000.0,1069427000.0,567909000.0,16879000.0,327880000.0,328159000.0,31188000.0,296692000.0,16879000.0,693582000.0,5655000.0,840454000.0,103509000.0,56698000.0,160207000.0,364784000.0,,307165000.0,6679000.0,45570000.0,119540000.0,1373857000.0,7165000.0,341636000.0,879582000.0,31824000.0,15574000.0,29144000.0,464400000.0,129302000.0,593702000.0,14401000.0,61227000.0,16114000.0,658361000.0,648012000.0,119656000.0,6943000.0,11867000.0,650000.0,168640000.0,4545000.0,10787000.0,,38891000.0,792000.0,12256000.0,17712000.0,208404000.0,15960000.0,279000.0,177780000.0,4695000.0,13106000.0,0.0,34471000.0,-66397000.0,168790000.0,693582000.0,648012000.0,15974000.0,1713957000.0,822884000.0,753909000.0,709696000.0,1004261000.0,873503000.0,639477000.0,25974000.0,12564000.0,150000.0,,475670000.0
SFER.MI,2021-12-31,12M,EUR,180751000.0,112670000.0,-820440000.0,2995000.0,-3302000.0,,15659000.0,1202563000.0,597242000.0,16879000.0,511796000.0,511796000.0,39988000.0,471808000.0,16879000.0,764313000.0,7946000.0,964970000.0,110012000.0,75604000.0,185616000.0,463892000.0,,237507000.0,6679000.0,40102000.0,115972000.0,1507341000.0,922000.0,274566000.0,903433000.0,30223000.0,15659000.0,29371000.0,487230000.0,63516000.0,550746000.0,20732000.0,61960000.0,21566000.0,686901000.0,724211000.0,105468000.0,3380000.0,8970000.0,0.0,168015837.0,5224000.0,9310000.0,,33423000.0,3817000.0,15106000.0,38710000.0,205501000.0,22508000.0,,245193000.0,4621000.0,9772000.0,0.0,37059000.0,177323000.0,168790000.0,764313000.0,724211000.0,27512000.0,1849055000.0,827829000.0,736362000.0,785879000.0,1063176000.0,884085000.0,599284000.0,25732000.0,15456000.0,774163.0,15532000.0,501078000.0
SFER.MI,2022-12-31,12M,EUR,172592000.0,94490000.0,-872065000.0,2995000.0,-3579000.0,0.0,15570000.0,1227317000.0,575323000.0,16879000.0,391354000.0,401353000.0,91042000.0,300312000.0,16879000.0,751810000.0,8299000.0,849153000.0,106586000.0,29264000.0,135850000.0,424113000.0,,252538000.0,6679000.0,41582000.0,98069000.0,1543353000.0,7507000.0,275323000.0,781074000.0,27747000.0,15570000.0,29613000.0,468737000.0,0.0,468737000.0,21251000.0,64306000.0,23599000.0,671288000.0,710228000.0,109090000.0,6071000.0,7581000.0,,165414200.0,5703000.0,10100000.0,-1424000.0,34903000.0,2757000.0,15298000.0,48974000.0,213818000.0,25156000.0,9999000.0,265888000.0,,9040000.0,0.0,22785000.0,207996000.0,168790000.0,751810000.0,710228000.0,30581000.0,1720290000.0,751810000.0,604587000.0,775409000.0,944881000.0,871137000.0,520768000.0,44322000.0,17128000.0,3375800.0,58202000.0,425040000.0
SFER.MI,2023-12-31,12M,EUR,172000000.0,106821000.0,-974616000.0,2995000.0,-5278000.0,63000.0,13760000.0,1450645000.0,711042000.0,16879000.0,268988000.0,304265000.0,129866000.0,139122000.0,16879000.0,721166000.0,18509000.0,788810000.0,114439000.0,80129000.0,194568000.0,440229000.0,,269602000.0,6679000.0,43551000.0,112099000.0,1791916000.0,8348000.0,298345000.0,801295000.0,22666000.0,13760000.0,28998000.0,596603000.0,,596603000.0,23928000.0,69768000.0,997000.0,817300000.0,677615000.0,122349000.0,6832000.0,6954000.0,,165528966.0,6044000.0,9563000.0,-1271000.0,36872000.0,2075000.0,,40187000.0,223996000.0,23598000.0,35277000.0,229816000.0,,7301000.0,0.0,28743000.0,123253000.0,168790000.0,721166000.0,677615000.0,34025000.0,1812932000.0,721166000.0,791171000.0,722163000.0,1090769000.0,1024122000.0,650540000.0,17629000.0,16223000.0,3261034.0,56223000.0,348581000.0
