symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,ResearchAndDevelopment,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SFER.MI,2019-12-31,12M,EUR,,,,182956000.0,182956000.0,,,,,,,,220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFER.MI,2020-12-31,12M,EUR,168640000.0,-0.394,325198000.0,182503000.0,182503000.0,168640000.0,-0.394,-66397000.0,-63391000.0,158376000.0,45229000.0,551314000.0,35070000.0,17516000.0,17516000.0,10402000.0,10402000.0,5299000.0,-66397000.0,-66397000.0,-72778000.0,1082000.0,-66397000.0,-67479000.0,-71696000.0,-8473000.0,-8473000.0,185823000.0,-42789692.94375,599218000.0,-47904000.0,876512000.0,22563000.0,20336000.0,1469000.0,0.0,-80907000.0,325198000.0,221767000.0,34712000.0,157479000.0,202708000.0,-37424000.0,-2757692.94375,-8129000.0,0.100473,924416000.0,-62765000.0,1359000.0,876512000.0,-27447000.0,-27447000.0,885000.0
SFER.MI,2021-12-31,12M,EUR,168585596.0,0.467,354576000.0,157944000.0,157944000.0,168585596.0,0.467,78647000.0,137980000.0,301152000.0,51897000.0,780944000.0,0.0,15362000.0,15362000.0,1263000.0,1263000.0,-2490000.0,78647000.0,78647000.0,86329000.0,-5192000.0,78647000.0,83839000.0,81137000.0,-16843000.0,-16843000.0,318793000.0,96258264.0,662743000.0,118201000.0,1135520000.0,26636000.0,21308000.0,685000.0,0.0,122618000.0,354576000.0,163172000.0,40908000.0,207145000.0,259042000.0,-1357000.0,-5221736.0,36289000.0,0.296,1017319000.0,143480000.0,2744000.0,1135520000.0,-17641000.0,-17641000.0,672000.0
SFER.MI,2022-09-30,TTM,EUR,,,359984000.0,,,,,110083000.0,189631000.0,360912000.0,83621000.0,910920000.0,,36352000.0,36352000.0,23527000.0,23527000.0,1352000.0,110083000.0,110083000.0,108614000.0,117000.0,110083000.0,109966000.0,108731000.0,-15569000.0,-15569000.0,378553000.0,122466470.214446,756878000.0,154042000.0,1270904000.0,20182000.0,23196000.0,,0.0,153279000.0,359984000.0,171281000.0,48670000.0,259906000.0,343527000.0,,-5140529.785554,44665000.0,0.291397,1116862000.0,172867000.0,,1270904000.0,-17641000.0,-17641000.0,
SFER.MI,2022-12-31,12M,EUR,166208310.0,0.419,350693000.0,167736000.0,167736000.0,166322655.0,0.419,69609000.0,117266000.0,288228000.0,168819000.0,901115000.0,386000.0,16104000.0,16104000.0,5896000.0,5896000.0,4257000.0,69609000.0,69609000.0,65352000.0,0.0,69609000.0,69609000.0,65352000.0,-11874000.0,-11874000.0,309137000.0,83116214.0,789345000.0,111770000.0,1251808000.0,19151000.0,26032000.0,1334000.0,0.0,101162000.0,350693000.0,170962000.0,49263000.0,545231000.0,714050000.0,-2983000.0,-7401786.0,35810000.0,0.354,1140038000.0,127938000.0,1666000.0,1251808000.0,-20909000.0,-20909000.0,1649000.0
SFER.MI,2023-06-30,TTM,EUR,165454420.0,0.186,,,,165586586.0,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFER.MI,2023-12-31,12M,EUR,165516389.0,0.157,316839000.0,,,165664121.0,0.157,26060000.0,68937000.0,248726000.0,137142000.0,839432000.0,,23353000.0,23353000.0,8549000.0,8549000.0,-175000.0,26060000.0,26060000.0,26235000.0,,26060000.0,26060000.0,26235000.0,-16582000.0,-16582000.0,249951000.0,26991000.0,785662000.0,53770000.0,1156271000.0,20844000.0,27090000.0,475000.0,0.0,45584000.0,316839000.0,179789000.0,53086000.0,568344000.0,705486000.0,-2592000.0,-294000.0,19349000.0,0.24,1102501000.0,72022000.0,1778000.0,1156271000.0,-1225000.0,-1225000.0,2117000.0
SFER.MI,2023-12-31,TTM,EUR,165516389.0,0.157,316839000.0,,,165664121.0,0.157,26060000.0,68937000.0,248726000.0,137142000.0,839432000.0,,23353000.0,23353000.0,8549000.0,8549000.0,-175000.0,26060000.0,26060000.0,26235000.0,,26060000.0,26060000.0,26235000.0,-16582000.0,-16582000.0,249951000.0,26991000.0,785662000.0,53770000.0,1156271000.0,20844000.0,27090000.0,475000.0,0.0,45584000.0,316839000.0,179789000.0,53086000.0,568344000.0,705486000.0,-2592000.0,-294000.0,19349000.0,0.24,1102501000.0,72022000.0,1778000.0,1156271000.0,-1225000.0,-1225000.0,2117000.0
