symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsinJointVenturesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkingCapital
GG.MI,2022-12-31,3M,EUR,7906000.0,5586000.0,-3052000.0,-1668000.0,698000.0,265000.0,4394000.0,105000.0,105000.0,104000.0,7000.0,4394000.0,28566000.0,7431000.0,62000.0,7356000.0,7418000.0,9105000.0,1559000.0,3249.0,122249.0,5586000.0,267000.0,605000.0,28566000.0,5000.0,203000.0,10698000.0,10901000.0,11313000.0,,1525000.0,43000.0,16260000.0,267000.0,28443751.0,1011000.0,1000.0,365000.0,,21968022.0,99000.0,1156000.0,-1000.0,119000.0,3245751.0,-13486000.0,43000.0,267000.0,-30000.0,7949000.0,803000.0,0.0,119000.0,21968022.0,28566000.0,28443751.0,263000.0,24186000.0,28566000.0,18319000.0,28566000.0,-4380000.0,16756000.0,-13485000.0,5420000.0,,-1674000.0
GG.MI,2023-03-31,3M,EUR,13716000.0,10384000.0,,,,,4394000.0,2521000.0,2521000.0,,,4394000.0,-5286000.0,19495000.0,,,,28933000.0,,13353000.0,15263000.0,,778000.0,2270000.0,-5286000.0,0.0,,,,0.0,,,41000.0,,778000.0,-20549000.0,1003000.0,125000.0,361000.0,,21968022.0,1647000.0,1110000.0,-1000.0,1910000.0,,79000.0,,778000.0,2000.0,20379000.0,,,-31885000.0,21968022.0,-5286000.0,-20549000.0,2671000.0,36780000.0,-5286000.0,,-5245000.0,42025000.0,17286000.0,13092000.0,6663000.0,,-9438000.0
GG.MI,2023-06-30,3M,EUR,13300000.0,11063000.0,-3070000.0,-1655000.0,864000.0,455000.0,4394000.0,3068000.0,3068000.0,3058000.0,10000.0,4394000.0,-3746000.0,20089000.0,162000.0,7408000.0,7570000.0,29543000.0,953000.0,13353000.0,15401000.0,12718000.0,3733000.0,953000.0,14505000.0,0.0,293000.0,10843000.0,11136000.0,0.0,,1583000.0,39000.0,15183000.0,663000.0,-19147000.0,1050000.0,109000.0,382000.0,188000.0,21968022.0,16000.0,,-1000.0,2048000.0,,-22000.0,618000.0,1286000.0,1679000.0,21655000.0,991000.0,0.0,-30814000.0,21968022.0,-3746000.0,-19147000.0,2319000.0,37441000.0,7097000.0,18706000.0,-3707000.0,41148000.0,17375000.0,11605000.0,7737000.0,,-9454000.0
GG.MI,2023-09-30,3M,EUR,14668000.0,11462000.0,,,,,4394000.0,1261000.0,1261000.0,,,4394000.0,-3590000.0,21053000.0,,,,30588000.0,,13353000.0,15186000.0,,755000.0,1171000.0,-3590000.0,0.0,,,,0.0,,,39000.0,,755000.0,-18776000.0,1050000.0,93000.0,344000.0,,21968022.0,4972000.0,949000.0,1000.0,1833000.0,1000.0,3000.0,,755000.0,2000.0,22727000.0,,,-32101000.0,21968022.0,-3590000.0,-18776000.0,2185000.0,38306000.0,-3590000.0,,-3551000.0,41857000.0,17253000.0,11269000.0,8059000.0,,-9535000.0
GG.MI,2023-12-31,3M,EUR,9094000.0,3523000.0,-9000.0,,,,6653000.0,966000.0,966000.0,955000.0,,6653000.0,29416000.0,6953000.0,,,,10791000.0,,10256.0,3066256.0,4289000.0,548000.0,393000.0,29416000.0,,,,,2052000.0,270000.0,,,,539000.0,26349744.0,903000.0,,,,33266763.0,114000.0,1443000.0,,3056000.0,11801744.0,-14346000.0,,548000.0,492000.0,9348000.0,463000.0,,-3946000.0,33266763.0,29416000.0,26349744.0,1002000.0,26131000.0,29416000.0,,29416000.0,-3285000.0,19178000.0,-14076000.0,254000.0,0.0,-3838000.0
