symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TWL.MI,2023-06-30,TTM,EUR,2727040.0,-0.32,,,,6446890.0,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWL.MI,2023-12-31,TTM,EUR,,,19071444.0,4073750.0,4073750.0,,,1139918.0,6026397.0,10100147.0,11135169.0,1812791.0,1812791.0,312792.0,312792.0,-2158780.0,1139918.0,1139918.0,3298698.0,1139918.0,1139918.0,3298698.0,-1499999.0,-1499999.0,10100147.0,1139918.0,5421562.0,5713607.0,30206613.0,-1283381.0,1347812.0,0.0,4213606.0,19071444.0,2765048.0,0.0,0.0,914908.0,0.217132,24493006.0,5713605.0,30206613.0,0.0,0.0,0.0
