asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,-327000.0,,62000.0,4223250.0,0.658498,,,,,,,,,,,,,,,,,,,,,,,,,,,,4223250.0,0.658498,,,,,,,,,,,,,8463000.0,,,,,,,,,,,,,62000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,,,,,,450000.0,,,,,,,,,,-4496000.0,6036000.0,,,,-1000.0,,,,,,,,-1394000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,5406786.0,9321048.0,,761920.0,-360000.0,1241385.0,65000.0,4223250.0,0.893173,4840426.0,-5056895.0,3538100.0,20597000.0,20593000.0,4000.0,15756030.0,548087.0,2867823.0,-1332111.0,1672583.0,15756030.0,3538100.0,21482367.0,0.0,1345242.0,22407880.0,46504067.0,6447034.0,6447034.0,732918.0,23192421.0,1449523.0,3954553.0,3954553.0,3954553.0,2713168.0,4223250.0,0.893173,3772093.0,5580060.0,9534613.0,20596456.0,,7167312.0,3322722.0,1358000.0,7979222.0,0.0,340678.0,6423192.0,8477000.0,15507380.0,21652028.0,282675.0,282675.0,7861.0,7861.0,-280782.0,143.0,,12604646.0,46392879.0,-4447399.0,65000.0,62706.0,300000.0,0.0,16300000.0,18463478.0,18463478.0,16300000.0,-8667000.0,362706.0,82075.0,8415643.0,,189366.0,-75769.0,604496.0,0.0,4313512.0,3772093.0,3772093.0,3847862.0,3772093.0,3772093.0,3847862.0,3847862.0,-4902850.0,-274814.0,0.0,-9132688.0,-8666700.0,-274814.0,16300000.0,,15507380.0,-149045.0,-465988.0,15059175.0,778000.0,150386.0,1092593.0,9572132.0,3799345.679271,13036117.0,17012184.0,4639844.0,44059908.0,4223250.0,,1315710.0,2.0,6082514.0,2232644.0,1000.0,14284.0,989368.0,392000.0,6924431.0,975314.0,949265.0,1204000.0,-3151000.0,0.0,13620530.0,117825.0,4771181.0,487497.0,-4907850.0,0.0,-149045.0,5509459.0,22407880.0,3954553.0,662713.0,662713.0,-8667000.0,,10381217.0,5000.0,,,4223250.0,-37519.0,21482367.0,15059175.0,-10266.320729,1449523.0,0.27363,2181365.0,-178461.0,68861720.0,39945845.0,24910512.0,21671733.0,39420064.0,47189987.0,22358197.0,23997566.0,-8000.0,44059908.0,1289313.0,-37519.0,-37519.0,4194750.0,3772465.0,23311646.0,37519.0
2021-12-31,12M,EUR,11442317.0,8848855.0,,18575820.0,,1370372.0,1756800.0,4223250.0,1.17751,20596456.0,-6679807.0,4223250.0,30909647.0,30904053.0,5594.0,10313191.0,-2878966.0,-1301344.0,-490533.0,-3344431.0,10313191.0,4223250.0,44970215.0,18499150.0,2222860.0,20023759.0,62541867.0,20455310.0,20455310.0,1497554.0,44825063.0,637113.0,4046493.0,4046493.0,4046493.0,2676121.0,4223250.0,1.17751,4972921.0,5841964.0,9888457.0,30909647.0,177475812.0,14772096.0,4099109.0,1358000.0,-2404656.0,173498.0,2000623.0,9028587.0,,17876725.0,23775821.0,225000.0,225000.0,3474.0,3474.0,-265212.0,5219.0,,15909034.0,65425525.0,-8734056.0,1756800.0,62707.0,300000.0,18499150.0,2040000.0,16357444.0,16357444.0,2040000.0,-5703382.0,362707.0,52060.0,9305190.0,169985812.0,202832.0,-6929.0,-1627092.0,18499150.0,3382876.0,4972921.0,4972921.0,4979851.0,4972921.0,4972921.0,4979850.0,4979850.0,-2166877.0,-282526.0,-558430.0,-3727054.0,-3663382.0,-282526.0,2040000.0,,17876725.0,-4381657.0,-63672.0,35941628.0,,105578.0,1478677.0,10576898.0,5583274.493861,4275151.0,15967667.0,7808154.0,43799580.0,4223250.0,,1115894.0,,7027964.0,282262.0,,-11493243.0,872293.0,27060.0,2837903.0,915420.0,1459392.0,,,0.0,14812207.0,49651.0,5433255.0,208000.0,-2187000.0,-558430.0,-4492807.0,6499312.0,20023759.0,4046493.0,667663.0,667663.0,-5703382.0,688441.0,14243285.0,20123.0,,111150.0,4223250.0,-688441.0,44970215.0,35941628.0,-78087.506139,637113.0,0.113427,3867734.0,-2244468.0,91634425.0,44970215.0,20455310.0,45173047.0,35991426.0,46461378.0,29092558.0,1636315.0,61000.0,43799580.0,531987.0,-688441.0,-688441.0,4194750.0,5310613.0,17716804.0,0.0
2022-12-31,12M,EUR,17272426.0,13586727.0,,18575820.0,,1642957.0,13687173.0,4223250.0,1.030079,30909647.0,-6933424.0,4223250.0,16508766.0,16501065.0,7701.0,-14400881.0,-5004734.0,3649076.0,-700306.0,-2446948.0,-14400880.0,4223250.0,49201649.0,,3323161.0,27380731.0,64761307.0,9537692.0,9537692.0,1910894.0,46584477.0,797501.0,5896168.0,5896168.0,5896168.0,4253211.0,4223250.0,1.030079,4350280.0,5271174.0,11167342.0,16508766.0,111088499.0,2865193.0,6897421.0,1721314.0,-1712099.0,-2583000.0,2710069.0,11576655.0,,35560233.0,23483016.0,460000.0,460000.0,14181.0,14181.0,-538352.0,6205.0,,23370964.0,79707787.0,-22487398.0,13687173.0,66607.0,0.0,,11500000.0,20968446.0,20968446.0,11500000.0,-8534591.0,66607.0,2633891.0,7885507.0,110226825.0,2976782.0,336607.0,-3397503.0,,13997372.0,4350280.0,4350280.0,4013673.0,4350280.0,4350280.0,4013673.0,4013673.0,-2080424.0,-518819.0,-12245083.0,2865193.0,2965409.0,-518819.0,,,35560233.0,-4764388.0,-100216.0,37624994.0,,575312.0,2441593.0,12081203.0,5112659.249109,5221325.0,17210890.0,6272126.0,50863747.0,4223250.0,-1.0,3305425.0,,8866586.0,518839.0,10049000.0,402.0,,10777.0,6494575.0,14270731.0,2042368.0,,,0.0,24846954.0,54683.0,10080834.0,477081.0,-2097424.0,-12245083.0,-4836000.0,8147926.0,27380731.0,5896168.0,878424.0,878424.0,-8534591.0,895513.0,16018084.0,17000.0,,71612.0,4223250.0,-913861.0,49201649.0,37624994.0,-151481.750891,797501.0,0.16576,7341588.0,-824056.0,129722552.0,70170095.0,30506138.0,52178431.0,44591621.0,77544121.0,64961245.0,30959644.0,73000.0,50863747.0,1079953.0,-913861.0,-913861.0,4340000.0,8270934.0,18176830.0,18348.0
2023-12-31,12M,EUR,12965227.0,18374588.0,-39627000.0,18575820.0,,1284385.0,,,,16508766.0,-10670207.0,4223250.0,6498815.0,6489321.0,9494.0,-10009951.0,-264985.0,-6224164.0,-3038675.0,-9390758.0,-10009951.0,4223250.0,52075948.0,831840.0,778000.0,48520945.0,57389131.0,9039987.0,9039987.0,2071699.0,40224487.0,917293.0,7031018.0,7031018.0,7031018.0,5746633.0,,,2966898.0,4617717.0,11648735.0,6498815.0,85758395.0,-2434405.0,9615000.0,1721314.0,-11304626.0,-224265.0,2104000.0,11821000.0,,78374000.0,31457879.0,1208000.0,1208000.0,120676.0,120676.0,-1375831.0,93075.0,-826000.0,23204000.0,80104461.0,-6941127.0,,66607.0,0.0,831840.0,7115584.0,18988526.0,18988526.0,7115584.0,-9451920.0,66607.0,1804644.0,27927000.0,65460375.0,2326834.0,474474.0,746316.0,831840.0,21529698.0,2966898.0,2966898.0,2492424.0,2966898.0,2966898.0,2492424.0,2492424.0,-1842443.0,-1182324.0,2728889.0,-3266245.0,-2336336.0,-1182324.0,,1.0,38747000.0,-8573890.0,-929909.0,40254948.0,,471088.0,2483856.0,12711578.0,3743811.56832,-634419.0,25101478.0,6356401.0,79978824.0,4223250.0,,,,9717000.0,1182157.0,8005162.0,465.0,,124602.0,6753872.0,29653000.0,1541483.0,,,0.0,20870163.0,231000.0,20016000.0,835761.0,-1848443.0,-2181111.0,-8821764.0,8994000.0,48520945.0,7031018.0,1362569.0,1362569.0,-9451920.0,781029.0,15465675.0,6000.0,4910000.0,247874.0,4223250.0,-1062843.0,52075948.0,40254948.0,-285929.43168,917293.0,0.269023,5467546.0,-400588.0,119565848.0,71064474.0,28028513.0,54402782.0,73622423.0,65163066.0,62176267.0,24938579.0,95000.0,79978824.0,1151064.0,-1062843.0,-1062843.0,1190000.0,5421000.0,17164644.0,281814.0
