symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
ITW.MI,2019-12-31,12M,EUR,14158000.0,19203000.0,-5206000.0,,-2418000.0,1785000.0,6323000.0,608000.0,1818000.0,607000.0,1000.0,6323000.0,8364000.0,25223000.0,7985000.0,7985000.0,27160000.0,1852000.0,4173000.0,21621000.0,8998000.0,-145000.0,653000.0,8364000.0,2098000.0,1356000.0,409000.0,1785000.0,0.0,1785000.0,1765000.0,,242000.0,-357000.0,7377000.0,3792000.0,4191000.0,791000.0,516000.0,406000.0,7052275.0,,1281000.0,2321000.0,798000.0,32000.0,921000.0,7112000.0,2721000.0,1210000.0,17526000.0,218000.0,1644000.0,2041000.0,7905318.0,8364000.0,4191000.0,828000.0,37874000.0,8364000.0,1785000.0,8007000.0,29867000.0,12651000.0,2707000.0,2447000.0,,853043.0,,-1937000.0
ITW.MI,2020-12-31,12M,EUR,13389000.0,18921000.0,-5333000.0,,-3318000.0,1799000.0,7987000.0,982000.0,2062000.0,981000.0,1000.0,7987000.0,9211000.0,24699000.0,3420000.0,3420000.0,21667000.0,1849000.0,4031000.0,22239000.0,8879000.0,-145000.0,361000.0,11801000.0,2098000.0,603000.0,106000.0,1799000.0,2590000.0,4389000.0,709000.0,,242000.0,-353000.0,1608000.0,3546000.0,5180000.0,871000.0,241000.0,483000.0,7702275.0,,349000.0,2182000.0,506000.0,32000.0,1026000.0,6993000.0,2459000.0,1080000.0,17071000.0,,1644000.0,1224000.0,7905318.0,9211000.0,5180000.0,896000.0,35986000.0,11801000.0,4389000.0,8858000.0,27128000.0,11287000.0,5461000.0,2656000.0,348000.0,203043.0,,3032000.0
ITW.MI,2021-12-31,12M,EUR,14198000.0,20627000.0,-5439000.0,,-3522000.0,1797000.0,9114000.0,951000.0,2076000.0,950000.0,1000.0,9114000.0,10417000.0,25766000.0,,,22627000.0,1847000.0,4525000.0,24149000.0,8923000.0,-145000.0,211000.0,11691000.0,1598000.0,602000.0,,1797000.0,1274000.0,3071000.0,602000.0,264000.0,242000.0,-353000.0,323000.0,3484000.0,5892000.0,1018000.0,240000.0,597000.0,9140398.0,,293000.0,2678000.0,356000.0,15000.0,1437000.0,7037000.0,2413000.0,1125000.0,19380000.0,,1644000.0,1303000.0,9140398.0,10417000.0,5892000.0,439000.0,37008000.0,11691000.0,3071000.0,10064000.0,26944000.0,11242000.0,4317000.0,3745000.0,145000.0,,,3139000.0
ITW.MI,2022-12-31,12M,EUR,14536000.0,21469000.0,-5524000.0,20172000.0,-5083000.0,1653000.0,5200000.0,2345000.0,3497000.0,2344000.0,1000.0,5200000.0,12267000.0,28391000.0,,,22043000.0,1846000.0,5490000.0,26552000.0,3469000.0,-145000.0,468000.0,12267000.0,0.0,602000.0,,1653000.0,1656000.0,3309000.0,603000.0,187000.0,242000.0,1132000.0,,3469000.0,6777000.0,1742000.0,194000.0,579000.0,10195689.0,847000.0,1858000.0,3644000.0,613000.0,16000.0,1243000.0,3469000.0,2110000.0,1152000.0,19204000.0,,1644000.0,-403000.0,10398732.0,12267000.0,6777000.0,575000.0,39711000.0,12267000.0,3309000.0,13399000.0,26312000.0,11320000.0,4269000.0,4668000.0,,203043.0,320000.0,6348000.0
