symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
ELN.MI,2019-12-31,12M,EUR,,,,,,,,,,,,97030962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6641048.0,,,,,1035420.0,,,,,,2126791.0,,575331.0,,,,,,,,,,,,,,,,,,,,,
ELN.MI,2020-12-31,12M,EUR,94923444.0,94008530.0,-40087835.0,42556321.0,-6635088.0,14003537.0,9113041.0,2549589.0,123744217.0,123744217.0,0.0,123744217.0,2549589.0,225419931.0,7808326.0,353534841.0,2597157.0,21229938.0,23827095.0,180870555.0,32771905.0,3038065.0,4487744.0,100643618.0,125664209.0,111593640.0,270897315.0,1035420.0,955564.0,56616061.0,6515884.0,24247446.0,30763330.0,1990984.0,5716769.0,13820480.0,15244569.0,85576374.0,220932187.0,9296749.0,2210480.0,5147074.0,9296749.0,78448888.0,,25648350.0,1449679.0,1035420.0,15176243.0,5000000.0,30108699.0,33415805.0,7203066.0,,131395110.0,,5953617.0,0.0,50007446.0,86646226.0,78448888.0,225419931.0,220932187.0,11031771.0,470372708.0,249667377.0,54590425.0,240664500.0,229708208.0,116837867.0,48837653.0,6362967.0,,,0.0,28814289.0,172664286.0
ELN.MI,2021-12-31,12M,EUR,158071656.0,146773869.0,-45591259.0,46840698.0,-7812261.0,18439291.0,11927057.0,2593828.0,181362812.0,182453512.0,14000000.0,181362812.0,2593828.0,269372335.0,6955711.0,514047004.0,2623510.0,20898680.0,23522190.0,301751237.0,41514790.0,3038065.0,4913725.0,154586130.0,146413018.0,155939226.0,317949513.0,1031420.0,918042.0,69371043.0,9303547.0,27678498.0,36982045.0,1949462.0,10469905.0,15496300.0,18328877.0,100821759.0,264458610.0,10364271.0,2505548.0,5100689.0,,79810088.0,-2.0,64103421.0,1875660.0,,18368415.0,5486870.0,41917487.0,36150673.0,7257048.0,1090700.0,214125626.0,,5897857.0,0.0,70393805.0,131861308.0,79810088.0,269372335.0,264458610.0,15725494.0,650694733.0,297050833.0,60504235.0,287701212.0,362993521.0,136647729.0,61242284.0,14136483.0,697227.0,,0.0,44030631.0,212295767.0
ELN.MI,2022-12-31,12M,EUR,170863321.0,168499490.0,-54006018.0,46927795.0,-9225499.0,21595113.0,13946997.0,2594727.0,162814265.0,165125440.0,162814265.0,162814265.0,2594727.0,313185761.0,5232477.0,570104794.0,3819578.0,41235968.0,45055546.0,329612493.0,53299560.0,7978059.0,13897740.0,177724989.0,167092339.0,202900202.0,382156562.0,1061819.0,1019897.0,78826787.0,10127419.0,27734833.0,37862252.0,2081716.0,10735920.0,18611555.0,30268886.0,113086321.0,299288021.0,12420903.0,3242089.0,4099038.0,,79798640.0,,54105698.0,5919681.0,,23616174.0,6166470.0,45520478.0,42826407.0,8641801.0,2311175.0,230451249.0,,8603385.0,0.0,98468376.0,168828282.0,79837760.0,313185761.0,299288021.0,16334476.0,735890728.0,340920594.0,82917798.0,343454647.0,392436081.0,165785934.0,62823588.0,14067450.0,717819.0,39120.0,468633.0,51132266.0,240492301.0
ELN.MI,2023-12-31,12M,EUR,153230610.0,173382737.0,-59959815.0,47329202.0,-10591521.0,21308823.0,13096492.0,2598872.0,131040584.0,135355768.0,131040584.0,,2598872.0,346030481.0,2710930.0,553009264.0,2968064.0,41687250.0,44655314.0,285606649.0,47221297.0,7668039.0,12616127.0,183974258.0,172178216.0,210297128.0,406568206.0,1061819.0,1864054.0,82186252.0,10128428.0,18850475.0,28978903.0,2925873.0,13251628.0,20328908.0,29427346.0,112218401.0,333414354.0,14347340.0,3523718.0,4758094.0,,79970202.0,,30588151.0,4948088.0,,23777759.0,6087344.0,45835154.0,45643303.0,9529588.0,4315184.0,210331727.0,,6889933.0,0.0,108928185.0,187918244.0,80006172.0,346030481.0,333414354.0,17554110.0,719209443.0,364880956.0,73634217.0,375457827.0,343751616.0,166200179.0,58144967.0,11265963.0,1545280.0,35970.0,380401.0,54147646.0,267402615.0
