symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DefinedPensionBenefit,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
ICF.MI,2019-12-31,12M,EUR,,,,,,263750.0,,,,,,,,,,,,,,,,,,,,5342.0,,,,542414.0,11841548.0,,,,542414.0,,,,,,,45436.0,,,,,1.0,1.0,-1.0,,-1.0,,,,,,,,,,,,,,,312294.0,,,,,,,,,,,
ICF.MI,2020-12-31,12M,EUR,11581163.0,16705368.0,-15707364.0,-1234242.0,,263750.0,7176255.0,38000000.0,15861863.0,15861863.0,15861863.0,38000000.0,78110990.0,255336.0,44328020.0,729273.0,8608037.0,9337310.0,22305023.0,0.0,5631600.0,34155013.0,57148876.0,17939610.0,31445403.0,0.0,9854910.0,90059939.0,,542414.0,12976371.0,6446982.0,3340912.0,9787894.0,542414.0,506098.0,11848741.0,,,15738039.0,20962114.0,35368.0,972410.0,6541881.0,778272.0,7084610.0,1.0,,,22993863.0,,35368.0,937561.0,6364955.0,1907943.0,12518724.0,448989.0,-2065.0,0.0,3916316.0,,4690087.0,7200510.0,78110990.0,20962114.0,341461.0,118729759.0,81451902.0,19125204.0,78110990.0,40618769.0,74401739.0,18313746.0,,115900.0,306994.0,22022997.0
ICF.MI,2021-12-31,12M,EUR,17366944.0,21306459.0,-17634207.0,-1313479.0,130795.0,,6592943.0,38000000.0,13465705.0,13465705.0,13465705.0,38000000.0,76994925.0,737519.0,50169423.0,758893.0,4785483.0,5544376.0,24940510.0,130795.0,7262525.0,34155013.0,55506660.0,22619938.0,34045753.0,,13378712.0,91279349.0,130795.0,542414.0,13132895.0,5834050.0,9498941.0,15332991.0,542414.0,511562.0,13569648.0,,818719.0,16411546.0,21488265.0,,3755932.0,6069512.0,1005049.0,6863015.0,1.0,,,21351647.0,,380319.0,1901116.0,6605691.0,2004503.0,19268060.0,128074.0,14043.0,0.0,5635341.0,,4497892.0,7352684.0,76994925.0,21488265.0,809583.0,126516769.0,86493866.0,20877367.0,76994925.0,49521844.0,76347347.0,24581334.0,,489669.0,480846.0,25228913.0
ICF.MI,2022-12-31,12M,EUR,18232000.0,23499000.0,-19915000.0,-1413000.0,143000.0,,5966000.0,38000000.0,10439000.0,10439000.0,10439000.0,38000000.0,78518000.0,1132000.0,51218000.0,769000.0,5306000.0,6075000.0,26071000.0,,7633000.0,34471000.0,53819884.0,24912000.0,35970000.0,,15233000.0,90779000.0,141236.0,542414.0,13260882.0,5197000.0,6955000.0,12152000.0,542414.0,461000.0,14628000.0,0.0,1822000.0,16055000.0,24698116.0,,3282000.0,5595000.0,919000.0,6769749.0,1000.0,-2000.0,-1.0,19348884.0,1116.0,464000.0,1268000.0,6956000.0,2028000.0,19500000.0,498000.0,18000.0,13254000.0,6873000.0,0.0,9089000.0,6845507.0,78518000.0,24698116.0,371669.0,124519000.0,85473000.0,18227000.0,78518000.0,46001000.0,73301000.0,19930000.0,,75758.0,727000.0,25147000.0
ICF.MI,2023-12-31,12M,EUR,13491000.0,22619000.0,-22413000.0,-1463000.0,,,8465000.0,38000000.0,5946000.0,5946000.0,5946000.0,38000000.0,79162000.0,499000.0,44566000.0,1009000.0,5574000.0,6583000.0,22912000.0,,7578000.0,34471000.0,52517521.0,24082000.0,41672000.0,,15135000.0,87544000.0,,,,7456000.0,2808000.0,10264000.0,,664000.0,17430000.0,0.0,2436000.0,19259000.0,26644479.0,,3258000.0,5093000.0,1075000.0,6741216.0,,-1000.0,,18046521.0,1479.0,575000.0,1056000.0,10428000.0,835000.0,15021000.0,1228000.0,31000.0,13315000.0,7041000.0,0.0,8052000.0,6845507.0,79162000.0,26644479.0,,119745000.0,81970000.0,16847000.0,79162000.0,40583000.0,75179000.0,17671000.0,474000.0,104291.0,516000.0,21654000.0
