symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,ShortTermDebtIssuance,ShortTermDebtPayments
SMN.MI,2021-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,791000.0,,,,,,,,,,,,,,,,,
SMN.MI,2022-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,737000.0,,,,,,,,,,,,,,,,,
SMN.MI,2023-12-31,12M,EUR,710503.0,1968504.0,-1338048.0,-415938.0,196807.0,1799132.0,-1023309.0,-488436.0,521646.0,172925.0,-620367.0,1799133.0,-415938.0,3000000.0,585981.0,255435.0,965938.0,3767636.0,1174653.0,869856.0,-1583424.0,3000000.0,697697.0,3000000.0,1213885.0,1213885.0,-1194875.0,-245376.0,-295254.0,-1114155.0,-143173.0,-295254.0,2207904.0,-1.0,158851.0,297850.0,-1194875.0,-245376.0,-143173.0,-992951.0,697697.0,-992951.0
SMN.MI,2023-12-31,TTM,EUR,710503.0,1968504.0,-1338048.0,-415938.0,196807.0,1799132.0,-1023309.0,-488436.0,521646.0,172925.0,-620367.0,1799133.0,-415938.0,3000000.0,585981.0,255435.0,965938.0,3767636.0,1174653.0,869856.0,-1583424.0,3000000.0,697697.0,3000000.0,1213885.0,1213885.0,-1194875.0,-245376.0,-295254.0,-1114155.0,-143173.0,-295254.0,2207904.0,-1.0,158851.0,297850.0,-1194875.0,-245376.0,-143173.0,-992951.0,697697.0,-992951.0
