symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,Inventory,InvestedCapital,InvestmentinFinancialAssets,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkingCapital
SMN.MI,2021-12-31,12M,EUR,2090000.0,2951000.0,,181000.0,3697000.0,6585000.0,6585000.0,,,3697000.0,10304000.0,14411000.0,,,,4244000.0,,1446000.0,,,4164000.0,2679000.0,13804000.0,181000.0,3500000.0,3500000.0,,,676000.0,6140000.0,,893000.0,,7500000.0,1057000.0,,-1000.0,-1000.0,121000.0,828000.0,,2740000.0,31000.0,1233000.0,1519000.0,7500000.0,10304000.0,6140000.0,1337000.0,19431000.0,13804000.0,3500000.0,10304000.0,9127000.0,5020000.0,4883000.0,529000.0,491000.0,10167000.0
SMN.MI,2022-12-31,12M,EUR,2701000.0,3712000.0,,,3697000.0,6594000.0,6594000.0,,,3697000.0,9550000.0,16596000.0,1809000.0,1809000.0,,9044000.0,201000.0,2263000.0,,1803000.0,6038000.0,4076000.0,15184000.0,,3825000.0,3825000.0,48000.0,,773000.0,3512000.0,,1197000.0,57000.0,7500000.0,1543000.0,4235000.0,,1000.0,2441000.0,641000.0,,5142000.0,,1813000.0,348000.0,7500000.0,9550000.0,3512000.0,1573000.0,23665000.0,13375000.0,5634000.0,9550000.0,14115000.0,7069000.0,5071000.0,,,7552000.0
SMN.MI,2023-12-31,12M,EUR,3222716.0,3478152.0,2070000.0,219388.0,4627200.0,3767636.0,8393626.0,3727802.0,39834.0,4627200.0,13976296.0,20147773.0,1983784.0,1983784.0,255844.0,8926670.0,104514.0,3570940.0,4171000.0,,6737584.0,5099291.0,19315360.0,219388.0,3355280.0,3355280.0,49945.0,1571428.0,662724.0,7238712.0,26582.0,1163026.0,,7500000.0,,,,11.0,2559309.0,418205.0,4625990.0,6199476.0,,1528351.0,1286998.0,7500000.0,13976296.0,7238712.0,2502655.0,27954665.0,17331576.0,5339064.0,13976296.0,13978369.0,7806894.0,5051699.0,417451.0,456855.0,11221103.0
