symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,HeldToMaturitySecurities,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
TPRO.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4926000.0,,,5725000.0,,,,,,,,,,,,,,,,,,,,,,,,,
TPRO.MI,2020-12-31,12M,EUR,27332000.0,80280000.0,,,-1150000.0,,474000.0,2389000.0,,158296000.0,158296000.0,,,,324224000.0,17470000.0,286502000.0,623000.0,30558000.0,31181000.0,100739000.0,2685000.0,9017000.0,15066000.0,81430000.0,127250000.0,,,-6650000.0,34768000.0,34797000.0,,25405000.0,1766000.0,4239000.0,6005000.0,2000000.0,66555000.0,,127250000.0,309158000.0,,,2541000.0,,601000000.0,13158000.0,42226000.0,6049000.0,7093000.0,402000.0,,17346000.0,,27332000.0,,0.0,29382000.0,,601000000.0,324224000.0,309158000.0,,435911000.0,328463000.0,37186000.0,324224000.0,111687000.0,149409000.0,10948000.0,,,,9351000.0,185763000.0
TPRO.MI,2021-12-31,12M,EUR,32782000.0,102848000.0,-84916000.0,0.0,-920000.0,23000.0,1617000.0,7529000.0,5760000.0,146754000.0,146754000.0,146748000.0,6000.0,5760000.0,443750000.0,23374000.0,335898000.0,2013000.0,4420000.0,6433000.0,70900000.0,3672000.0,9757000.0,16430000.0,103768000.0,254114000.0,90000.0,123000.0,-7719000.0,71901000.0,448170000.0,146000.0,41169000.0,5516000.0,,5516000.0,11625000.0,145461000.0,2533000.0,169198000.0,427320000.0,13604000.0,335000.0,2665000.0,689000.0,601000000.0,,1777000.0,6673000.0,,24000.0,18611000.0,42493000.0,132000.0,56376000.0,1879000.0,0.0,53570000.0,402462000.0,601000000.0,443750000.0,427320000.0,12294000.0,537348000.0,443750000.0,11949000.0,446283000.0,91065000.0,201450000.0,20165000.0,4983000.0,,,22378000.0,264998000.0
TPRO.MI,2022-12-31,12M,EUR,40858000.0,75418000.0,-119437000.0,139116000.0,-1045000.0,28000.0,4530000.0,8199000.0,6010000.0,411031000.0,411031000.0,411020000.0,11000.0,6010000.0,735936000.0,37492000.0,616383000.0,2352000.0,0.0,2352000.0,103270000.0,4383000.0,10351000.0,21093000.0,76463000.0,329173000.0,1702000.0,113000.0,-14742000.0,110387000.0,735936000.0,141000.0,44885000.0,5847000.0,,5847000.0,20073000.0,182012000.0,1039000.0,209736000.0,714843000.0,16598000.0,320000.0,297000.0,880000.0,601000000.0,,2096000.0,10742000.0,,36000.0,26183000.0,60254000.0,798000.0,92505000.0,3879000.0,0.0,74897000.0,550366000.0,601000000.0,735936000.0,714843000.0,13168000.0,866818000.0,735936000.0,8199000.0,736975000.0,129843000.0,250435000.0,26573000.0,25464000.0,,0.0,45849000.0,513113000.0
TPRO.MI,2023-12-31,12M,EUR,38989000.0,67829000.0,-156468000.0,139116000.0,-945000.0,,9272000.0,13527000.0,6010000.0,361800000.0,361800000.0,361787000.0,13000.0,6010000.0,815772000.0,35124000.0,608727000.0,3135000.0,,3135000.0,76843000.0,1157000.0,25451000.0,43320000.0,68774000.0,408746000.0,0.0,443000.0,-27755000.0,119030000.0,815772000.0,443000.0,53928000.0,10392000.0,,10392000.0,20073000.0,231734000.0,1528000.0,252278000.0,772452000.0,20926000.0,3485000.0,288000.0,945000.0,599500000.0,,583000.0,17869000.0,,14000.0,26207000.0,78688000.0,1718000.0,69796000.0,5124000.0,0.0,75843000.0,647315000.0,601000000.0,815772000.0,772452000.0,53226000.0,928395000.0,815772000.0,13527000.0,817300000.0,111095000.0,319668000.0,34252000.0,4600000.0,1500000.0,11747000.0,69785000.0,531884000.0
