asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,HeldToMaturitySecurities,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedCFI,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RetainedEarnings,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,-15505000.0,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,26000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,-19302000.0,,,,,,,,,,,,0.0,0.0,,5534000.0,,,,,,,,,,,,,,,4926000.0,,,,5725000.0,,,,,,,,,,,,,-19302000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,27332000.0,80280000.0,,,-1150000.0,,,601000000.0,0.169025,91833000.0,474000.0,-51718000.0,2389000.0,,158296000.0,158296000.0,-19299000.0,,,66463000.0,-12724000.0,-4910000.0,9964000.0,-34022000.0,-41692000.0,70150000.0,,,324224000.0,,,17470000.0,126120000.0,286502000.0,623000.0,30558000.0,31181000.0,100739000.0,16473000.0,16473000.0,2306000.0,2306000.0,601000000.0,0.169025,101584000.0,137063000.0,153536000.0,-3687000.0,158296000.0,,22823000.0,2685000.0,46250000.0,-196000.0,16315000.0,9017000.0,15066000.0,81430000.0,127250000.0,203425000.0,,,309000.0,309000.0,235000.0,235000.0,-164000.0,,-6650000.0,34768000.0,34797000.0,-50641000.0,,,34796000.0,25405000.0,1766000.0,4239000.0,6005000.0,34796000.0,0.0,2000000.0,66555000.0,,,,,,101584000.0,101584000.0,101584000.0,101584000.0,101584000.0,136754000.0,101584000.0,-470000.0,-74000.0,620000.0,34796000.0,34796000.0,-74000.0,8463000.0,127250000.0,-50791000.0,309158000.0,,,2541000.0,,153588000.0,101622626.78971,97968000.0,60957000.0,142468000.0,329545000.0,601000000.0,13158000.0,42226000.0,6049000.0,2640000.0,7093000.0,402000.0,2480000.0,755000.0,,17346000.0,,0.0,27332000.0,,136754000.0,0.0,,,-470000.0,,-51248000.0,29382000.0,126120000.0,16473000.0,,,0.0,,20559000.0,,457000.0,3533000.0,19848000.0,601000000.0,-52000.0,324224000.0,309158000.0,-13373.21029,35170000.0,0.257177,,-14600000.0,435911000.0,328463000.0,37186000.0,324224000.0,187077000.0,111687000.0,149409000.0,10948000.0,142416000.0,,329545000.0,,-52000.0,-52000.0,,,9351000.0,185763000.0,52000.0
2021-12-31,12M,EUR,32782000.0,102848000.0,-84916000.0,0.0,-920000.0,824000.0,23000.0,601000000.0,0.196874,158296000.0,1617000.0,-59692000.0,7529000.0,5760000.0,146754000.0,146754000.0,-4604000.0,146748000.0,6000.0,-15304000.0,-38094000.0,10155000.0,5392000.0,-22084000.0,-44631000.0,-15304000.0,5760000.0,,443750000.0,0.0,,23374000.0,157016000.0,335898000.0,2013000.0,4420000.0,6433000.0,70900000.0,24218000.0,25042000.0,4065000.0,4065000.0,601000000.0,0.196874,118321000.0,152619000.0,177661000.0,3762000.0,146754000.0,,-37641000.0,3672000.0,21569000.0,-243000.0,15893000.0,9757000.0,16430000.0,103768000.0,254114000.0,234721000.0,90000.0,123000.0,196000.0,196000.0,32000.0,32000.0,-152000.0,81000.0,-7719000.0,71901000.0,448170000.0,-58924000.0,146000.0,0.0,,41169000.0,5516000.0,,5516000.0,,,11625000.0,145461000.0,,2533000.0,-1026000.0,,0.0,118321000.0,118321000.0,119347000.0,118321000.0,118321000.0,152423000.0,119347000.0,-987000.0,-115000.0,-108000.0,,,-115000.0,-30407000.0,169198000.0,-57910000.0,427320000.0,13604000.0,335000.0,2665000.0,689000.0,177418000.0,118130731.333198,81261000.0,85065000.0,149656000.0,391737000.0,601000000.0,,1777000.0,6673000.0,13859000.0,,24000.0,-4468000.0,2546000.0,18611000.0,42493000.0,132000.0,0.0,56376000.0,1879000.0,152423000.0,0.0,,,-987000.0,-108000.0,-58705000.0,53570000.0,157016000.0,25042000.0,365000.0,1189000.0,,,33706000.0,402462000.0,795000.0,5951000.0,21844000.0,601000000.0,243000.0,443750000.0,427320000.0,52731.333198,33076000.0,0.217001,12294000.0,-63448000.0,537348000.0,443750000.0,11949000.0,446283000.0,242081000.0,91065000.0,201450000.0,20165000.0,149899000.0,-49000.0,391737000.0,4983000.0,243000.0,243000.0,,,22378000.0,264998000.0,-243000.0
2022-12-31,12M,EUR,40858000.0,75418000.0,-119437000.0,139116000.0,-1045000.0,36736000.0,28000.0,597917808.0,0.25,146754000.0,4530000.0,-79715000.0,8199000.0,6010000.0,411031000.0,411031000.0,-1129000.0,411020000.0,11000.0,259213000.0,-45382000.0,765000.0,8225000.0,27250000.0,-9142000.0,259213000.0,6010000.0,-1129000.0,735936000.0,139366000.0,0.0,37492000.0,216149000.0,616383000.0,2352000.0,0.0,2352000.0,103270000.0,35395000.0,36736000.0,3873000.0,3873000.0,597917808.0,0.25,147904000.0,207443000.0,244179000.0,5064000.0,411031000.0,3710769000.0,130294000.0,4383000.0,127521000.0,-235000.0,20798000.0,10351000.0,21093000.0,76463000.0,329173000.0,332780000.0,1702000.0,113000.0,213000.0,213000.0,1174000.0,1174000.0,-213000.0,198000.0,-14742000.0,110387000.0,735936000.0,-78317000.0,141000.0,139366000.0,,44885000.0,5847000.0,,5847000.0,,,20073000.0,182012000.0,4026700000.0,1039000.0,-311000.0,0.0,139366000.0,147904000.0,147904000.0,148215000.0,147904000.0,147904000.0,207230000.0,148215000.0,-5073000.0,1024000.0,-97000.0,,,1024000.0,-4646000.0,209736000.0,-73345000.0,714843000.0,16598000.0,320000.0,297000.0,880000.0,244357000.0,148031270.0,207236000.0,124156000.0,208624000.0,548929000.0,601000000.0,,2096000.0,10742000.0,-2716000.0,,36000.0,-4155000.0,684000.0,26183000.0,60254000.0,798000.0,0.0,92505000.0,3879000.0,207230000.0,0.0,18620000.0,0.0,-5073000.0,-97000.0,-74642000.0,74897000.0,216149000.0,36736000.0,459000.0,1761000.0,,0.0,56419000.0,550366000.0,1297000.0,11309000.0,32107000.0,601000000.0,-178000.0,735936000.0,714843000.0,-50730.0,59015000.0,0.285,13168000.0,-37918000.0,866818000.0,735936000.0,8199000.0,736975000.0,340305000.0,129843000.0,250435000.0,26573000.0,208446000.0,-63000.0,548929000.0,25464000.0,-178000.0,-178000.0,,0.0,45849000.0,513113000.0,178000.0
2023-12-31,12M,EUR,38989000.0,67829000.0,-156468000.0,139116000.0,-945000.0,3043000.0,,600320872.0,0.16,411031000.0,9272000.0,-63927000.0,13527000.0,6010000.0,361800000.0,361800000.0,,361787000.0,13000.0,-46715000.0,-19712000.0,-11543000.0,-3545000.0,11710000.0,-23090000.0,-46715000.0,6010000.0,0.0,815772000.0,0.0,-11747000.0,35124000.0,209947000.0,608727000.0,3135000.0,,3135000.0,76843000.0,39902000.0,42945000.0,4790000.0,4790000.0,600320872.0,0.16,96999000.0,85536000.0,128481000.0,-2516000.0,361800000.0,4823727500.0,-15044000.0,1157000.0,-2177000.0,,21379000.0,25451000.0,43320000.0,68774000.0,408746000.0,199327000.0,0.0,443000.0,288000.0,288000.0,8498000.0,8498000.0,-288000.0,5400000.0,-27755000.0,119030000.0,815772000.0,-93421000.0,443000.0,0.0,,53928000.0,10392000.0,,10392000.0,,,20073000.0,231734000.0,5182677500.0,1528000.0,-377000.0,-41663000.0,-11747000.0,96999000.0,96999000.0,97376000.0,96999000.0,96999000.0,85248000.0,97376000.0,-1093000.0,8318000.0,1894000.0,,,8318000.0,,252278000.0,-57959000.0,772452000.0,20926000.0,3485000.0,288000.0,945000.0,128432000.0,96961760.0,61750000.0,119534000.0,79793000.0,409274000.0,599500000.0,,583000.0,17869000.0,-11565000.0,,14000.0,1884000.0,906000.0,26207000.0,78688000.0,1718000.0,0.0,69796000.0,5124000.0,85248000.0,0.0,16917000.0,-41663000.0,-1093000.0,,-62834000.0,75843000.0,209947000.0,42945000.0,774000.0,2091000.0,,-11747000.0,56763000.0,647315000.0,4875000.0,4422000.0,25801000.0,601000000.0,49000.0,815772000.0,772452000.0,11760.0,-12128000.0,0.24,53226000.0,-44618000.0,928395000.0,815772000.0,13527000.0,817300000.0,329481000.0,111095000.0,319668000.0,34252000.0,79842000.0,-108000.0,409274000.0,4600000.0,49000.0,49000.0,1500000.0,11747000.0,69785000.0,531884000.0,-49000.0
