symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,166358000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166358000.0,,,,,,,,,,
SL.MI,2020-12-31,12M,EUR,6604000.0,34470667.0,1.0,194437000.0,20208000.0,13604000.0,34470667.0,1.0,34508000.0,48378000.0,68586000.0,,333031000.0,,1490000.0,1490000.0,13000.0,13000.0,100000.0,34508000.0,34508000.0,34408000.0,34508000.0,34508000.0,34408000.0,-2087000.0,-2087000.0,68532000.0,34468372.973895,289731000.0,43300000.0,527468000.0,5674000.0,231531000.0,-54000.0,0.0,46888000.0,194437000.0,20208000.0,,,54000.0,14372.973895,12480000.0,0.266166,484168000.0,49028000.0,610000.0,527468000.0,54000.0,54000.0
SL.MI,2021-12-31,12M,EUR,6376000.0,34460968.0,1.48,191821000.0,22440000.0,16064000.0,34652644.0,1.47,51007000.0,72009000.0,94449000.0,,496149000.0,0.0,1003000.0,1003000.0,193000.0,193000.0,-344000.0,51007000.0,51007000.0,51351000.0,51007000.0,51007000.0,51351000.0,-1010000.0,-1010000.0,94465000.0,51018571.0785,429450000.0,66699000.0,687970000.0,5479000.0,264825000.0,-9000.0,0.0,71006000.0,191821000.0,22440000.0,96658000.0,96658000.0,9000.0,-4428.9215,19655000.0,0.276808,621271000.0,72187000.0,200000.0,687970000.0,-16000.0,-16000.0
SL.MI,2022-09-30,TTM,EUR,,,,364820000.0,25197000.0,18821000.0,,,66436000.0,93633000.0,118830000.0,,388884000.0,,517000.0,517000.0,122000.0,122000.0,-538000.0,66436000.0,66436000.0,66974000.0,66436000.0,66436000.0,66974000.0,-595000.0,-595000.0,119124000.0,66647460.500881,295015000.0,93869000.0,753704000.0,,256382000.0,,0.0,93116000.0,364820000.0,25197000.0,,,,-82539.499119,26142000.0,0.280747,659835000.0,94162000.0,,753704000.0,-294000.0,-294000.0
SL.MI,2022-12-31,12M,EUR,7377000.0,34570745.0,2.15,243695000.0,26742000.0,19365000.0,34943828.0,2.12,74154000.0,103153000.0,129895000.0,,567339000.0,167000.0,874000.0,874000.0,169000.0,169000.0,-585000.0,74154000.0,74154000.0,74739000.0,74154000.0,74154000.0,74739000.0,-877000.0,-877000.0,129462000.0,73837591.08908,471855000.0,95484000.0,811034000.0,6861000.0,331912000.0,-551000.0,0.0,102279000.0,243695000.0,26742000.0,59902000.0,59902000.0,384000.0,116591.08908,27540000.0,0.269263,715550000.0,102729000.0,172000.0,811034000.0,433000.0,433000.0
SL.MI,2023-09-30,TTM,EUR,,34698098.0,2.569361,,,,34698098.0,2.539361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL.MI,2023-12-31,12M,EUR,8641000.0,34712158.0,2.67,250827000.0,31604000.0,22963000.0,35085110.0,2.65,92839000.0,131423000.0,163027000.0,,645537000.0,0.0,1751000.0,1751000.0,1035000.0,1035000.0,-448000.0,92839000.0,92839000.0,93287000.0,92839000.0,92839000.0,93287000.0,-1075000.0,-1075000.0,161743000.0,91915804.0,531022000.0,114515000.0,896364000.0,10331000.0,393342000.0,-1036000.0,0.0,129672000.0,250827000.0,31604000.0,42063000.0,42063000.0,1036000.0,360804.0,36385000.0,0.281,781849000.0,125882000.0,359000.0,896364000.0,1284000.0,1284000.0
SL.MI,2024-03-31,TTM,EUR,,34804693.0,2.739412,247873000.0,33012000.0,24371000.0,34804693.0,2.719412,95308000.0,135228000.0,168240000.0,,662537000.0,,2251000.0,2251000.0,2883000.0,2883000.0,-273000.0,95308000.0,95308000.0,95581000.0,95308000.0,95308000.0,95581000.0,273000.0,273000.0,166860000.0,94316085.759191,546847000.0,115690000.0,910410000.0,10718000.0,401633000.0,,0.0,132977000.0,247873000.0,33012000.0,,,,388085.759191,37396000.0,0.281222,794720000.0,127444000.0,,910410000.0,1380000.0,1380000.0
