symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
SL.MI,2022-12-31,3M,EUR,,,-112352000.0,,-720000.0,7847000.0,,,,146317000.0,,,1381000.0,,2448000.0,48315000.0,50763000.0,7318000.0,,,8222000.0,,,22504000.0,271062000.0,4407000.0,-450000.0,,,35000.0,11391000.0,5399000.0,43860000.0,49259000.0,,,23482000.0,,,,,,,60388000.0,,,,112199000.0,,,,2461000.0,25750000.0,134000000.0,11418000.0,,,,,12714000.0,,,100022000.0,,,,,,,34254000.0,
SL.MI,2023-03-31,3M,EUR,175189000.0,20406000.0,,81841000.0,,,34821000.0,152945000.0,213173000.0,,34821000.0,307585000.0,,548949000.0,,,,,423162000.0,7195000.0,,10756000.0,62421000.0,,,,,69834000.0,307585000.0,,,,,,13818000.0,9697000.0,,808000.0,157453000.0,245164000.0,6224000.0,1385000.0,34697556.0,65428000.0,31300000.0,51665000.0,,,180108000.0,60228000.0,193117000.0,,,,,17208000.0,34820758.0,307585000.0,245164000.0,,788865000.0,307585000.0,,308393000.0,480472000.0,239916000.0,57310000.0,17928000.0,123202.0,,125787000.0
SL.MI,2023-06-30,3M,EUR,182397000.0,19536000.0,-123371000.0,82754000.0,-997000.0,9946000.0,34876000.0,222552000.0,278813000.0,222552000.0,34876000.0,306228000.0,2709000.0,567269000.0,3158000.0,34676000.0,37834000.0,8645000.0,454647000.0,7178000.0,18032000.0,15985000.0,68072000.0,20533000.0,291437000.0,3071000.0,-575000.0,89044000.0,381815000.0,35000.0,9328000.0,6788000.0,40911000.0,47699000.0,9363000.0,9939000.0,26526000.0,745000.0,168066000.0,238156000.0,8681000.0,2193000.0,34750964.0,,18510000.0,52087000.0,-52087000.0,118808000.0,132770000.0,56261000.0,188970000.0,-290000.0,30342000.0,143394000.0,15776000.0,39043000.0,34876081.0,306228000.0,238156000.0,5048000.0,821451000.0,347139000.0,85533000.0,306973000.0,514478000.0,254182000.0,59831000.0,6573000.0,125117.0,55811000.0,112622000.0
SL.MI,2023-09-30,3M,EUR,171323000.0,29764000.0,,83262000.0,,,34907000.0,201506000.0,244341000.0,,34907000.0,329980000.0,,539926000.0,,,,,414406000.0,6918000.0,19548000.0,15987000.0,67519000.0,,,,,74060000.0,329980000.0,6651000.0,,,,,6651000.0,10574000.0,,782000.0,173619000.0,262461000.0,7250000.0,2524000.0,34698098.0,55014000.0,35867000.0,51532000.0,2735000.0,,136747000.0,42835000.0,185981000.0,,,,14413000.0,66939000.0,34906858.0,329980000.0,262461000.0,,797700000.0,329980000.0,,330762000.0,466938000.0,257774000.0,52532000.0,14658000.0,208760.0,40099000.0,125520000.0
SL.MI,2023-12-31,3M,EUR,203812000.0,22522000.0,-136110000.0,84442000.0,-678000.0,9022000.0,34978000.0,192506000.0,214015000.0,192506000.0,34978000.0,358271000.0,3037000.0,569791000.0,3258000.0,43971000.0,47229000.0,10202000.0,435427000.0,8571000.0,22338000.0,17486000.0,72648000.0,23200000.0,315930000.0,2536000.0,-1065000.0,85421000.0,425273000.0,35000.0,6529000.0,5764000.0,23031000.0,28795000.0,6564000.0,14404000.0,30247000.0,1690000.0,179820000.0,285623000.0,12255000.0,2491000.0,34763428.0,,16464000.0,55162000.0,,126426000.0,195964000.0,21509000.0,216548000.0,2843000.0,29027000.0,156220000.0,14471000.0,92839000.0,34978356.0,358271000.0,285623000.0,10104000.0,841078000.0,381302000.0,76024000.0,359961000.0,481117000.0,271287000.0,45690000.0,12736000.0,214928.0,49677000.0,134364000.0
SL.MI,2024-03-31,3M,EUR,221230000.0,29342000.0,,85122000.0,,,35020000.0,125583000.0,150907000.0,,35020000.0,377307000.0,,589618000.0,,,,,452509000.0,11726000.0,29353000.0,22774000.0,83945000.0,,,,,105858000.0,377307000.0,3838000.0,,,,,3838000.0,10331000.0,,1800000.0,179480000.0,293362000.0,12128000.0,2752000.0,34804693.0,72137000.0,43554000.0,61171000.0,839000.0,,231374000.0,25324000.0,239055000.0,,,,14983000.0,19677000.0,35019621.0,377307000.0,293362000.0,,869848000.0,377307000.0,,379107000.0,490741000.0,280230000.0,38232000.0,17825000.0,214928.0,61522000.0,137109000.0
