symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
SL.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12284000.0,,,,,,6810000.0,,,,,6500000.0,,,,,,,,,,,,,,,,,,,,,
SL.MI,2020-12-31,12M,EUR,137238000.0,17233000.0,-82227000.0,76549000.0,-464000.0,6940000.0,34500000.0,94359000.0,94359000.0,94359000.0,34500000.0,185746000.0,2513000.0,337825000.0,2127000.0,25790000.0,27917000.0,5053000.0,251997000.0,12679000.0,36163000.0,8667000.0,45101000.0,17697000.0,194718000.0,647000.0,-5393000.0,82214000.0,269468000.0,34000.0,378000.0,4813000.0,57932000.0,62745000.0,412000.0,1389000.0,15392000.0,-355000.0,,112491000.0,140645000.0,6538000.0,845000.0,34441334.0,,6926000.0,36434000.0,85608000.0,122307000.0,,146364000.0,1936000.0,12081000.0,91205000.0,6321000.0,34508000.0,34500000.0,185746000.0,140645000.0,3931000.0,502367000.0,243678000.0,90662000.0,185391000.0,316976000.0,164542000.0,64979000.0,9126000.0,58666.0,45123000.0,85828000.0
SL.MI,2021-12-31,12M,EUR,120125000.0,18310000.0,-93823000.0,77197000.0,-597000.0,4819000.0,34539000.0,141272000.0,141272000.0,141272000.0,34539000.0,229038000.0,3118000.0,399699000.0,1402000.0,29717000.0,31119000.0,8041000.0,294298000.0,11380000.0,28611000.0,8667000.0,53943000.0,18907000.0,228811000.0,317000.0,-991000.0,68269000.0,324446000.0,34000.0,412000.0,3417000.0,65691000.0,69108000.0,446000.0,1434000.0,19172000.0,103000.0,,134988000.0,175095000.0,5963000.0,1058000.0,34480602.0,,10669000.0,45276000.0,94678000.0,131425000.0,,123857000.0,1904000.0,19798000.0,111843000.0,8889000.0,51007000.0,34539268.0,229038000.0,175095000.0,12267000.0,595039000.0,294729000.0,100227000.0,229141000.0,365898000.0,195340000.0,71600000.0,3732000.0,58666.0,31760000.0,105401000.0
SL.MI,2022-12-31,12M,EUR,155979000.0,21784000.0,-112352000.0,81236000.0,-720000.0,7847000.0,34784000.0,146317000.0,201776000.0,146317000.0,34784000.0,289978000.0,1381000.0,506027000.0,2448000.0,48315000.0,50763000.0,7318000.0,393395000.0,8039000.0,8222000.0,10756000.0,62130000.0,22504000.0,271062000.0,4407000.0,-450000.0,53444000.0,380706000.0,35000.0,11391000.0,5399000.0,43860000.0,49259000.0,11426000.0,9944000.0,23482000.0,1550000.0,,158710000.0,227848000.0,5495000.0,1109000.0,34660887.0,60388000.0,44828000.0,51374000.0,112199000.0,168635000.0,55459000.0,155979000.0,2461000.0,25750000.0,134000000.0,11418000.0,74154000.0,34784089.0,289978000.0,227848000.0,12714000.0,743788000.0,289978000.0,100022000.0,290081000.0,453707000.0,237761000.0,60312000.0,12969000.0,123202.0,34254000.0,112632000.0
SL.MI,2023-12-31,12M,EUR,203812000.0,22522000.0,-136110000.0,84442000.0,-678000.0,9022000.0,34978000.0,192506000.0,214015000.0,192506000.0,34978000.0,358271000.0,3037000.0,569791000.0,3258000.0,43971000.0,47229000.0,10202000.0,435427000.0,8571000.0,22338000.0,17486000.0,72648000.0,23200000.0,315930000.0,2536000.0,-1065000.0,85421000.0,425273000.0,35000.0,6529000.0,5764000.0,23031000.0,28795000.0,6564000.0,14404000.0,30247000.0,1690000.0,,179820000.0,285623000.0,12255000.0,2491000.0,34763428.0,,16464000.0,55162000.0,126426000.0,195964000.0,21509000.0,216548000.0,2843000.0,29027000.0,156220000.0,14471000.0,92839000.0,34978356.0,358271000.0,285623000.0,10104000.0,841078000.0,381302000.0,76024000.0,359961000.0,481117000.0,271287000.0,45690000.0,12736000.0,214928.0,49677000.0,134364000.0
