asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedCFI,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestmentProperties,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,,,-112352000.0,,-720000.0,,,,,,7847000.0,,,,-303000.0,146317000.0,-1356000.0,,,,,,,,,,,,,,1381000.0,,,2448000.0,48315000.0,50763000.0,7318000.0,,,,,,,,,,,,,,,,8222000.0,,,,,22504000.0,271062000.0,,4407000.0,,,,,,,-450000.0,,,,35000.0,11391000.0,,,5399000.0,43860000.0,49259000.0,,,,,23482000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60388000.0,,,,,,,112199000.0,,,,,2461000.0,25750000.0,,134000000.0,,,,-14609000.0,11418000.0,,,,,,,,22985000.0,22985000.0,,,,,,,12714000.0,,,,100022000.0,,,,,,,,,,,,34254000.0,
2023-03-31,3M,EUR,175189000.0,20406000.0,,81841000.0,,1855000.0,34697556.0,0.495943,146317000.0,-2163000.0,,34821000.0,152945000.0,213173000.0,-76000.0,,-815000.0,6628000.0,-16390000.0,-4691000.0,-3069000.0,19210000.0,-10095000.0,-15850000.0,6628000.0,34821000.0,-76000.0,307585000.0,642000.0,0.0,,57118000.0,548949000.0,,,,,423162000.0,7195000.0,6741000.0,5129000.0,6984000.0,6984000.0,6984000.0,34697556.0,0.495943,17208000.0,24309000.0,31293000.0,152945000.0,1290555240.0,-404000.0,,13114000.0,-32000.0,10756000.0,62421000.0,,,129097000.0,,352000.0,352000.0,428000.0,428000.0,-352000.0,428000.0,,69834000.0,307585000.0,-8245000.0,,,642000.0,9001000.0,,,,9001000.0,-8547000.0,13818000.0,9697000.0,,1387902240.0,808000.0,-8000.0,-2723000.0,642000.0,17208000.0,17208000.0,17216000.0,17208000.0,17208000.0,17216000.0,17216000.0,-2163000.0,76000.0,-3858000.0,39000.0,454000.0,454000.0,76000.0,-1924000.0,157453000.0,32000.0,245164000.0,6224000.0,1385000.0,31330000.0,17234588.971908,15277000.0,107471000.0,21626000.0,186215000.0,34697556.0,65428000.0,31300000.0,51665000.0,-76000.0,,2549000.0,85874000.0,,180108000.0,60228000.0,0.0,193117000.0,,,23957000.0,,-2723000.0,-2163000.0,-3858000.0,-3858000.0,,57118000.0,6984000.0,-8547000.0,0.0,17208000.0,0.0,32000.0,,,34820758.0,307585000.0,245164000.0,-10411.028092,6741000.0,0.281379,,0.0,788865000.0,307585000.0,,308393000.0,164589000.0,480472000.0,239916000.0,57310000.0,24175000.0,186215000.0,17928000.0,-37000.0,-37000.0,123202.0,,125787000.0
2023-06-30,3M,EUR,182397000.0,19536000.0,-123371000.0,82754000.0,-997000.0,1980000.0,,,152945000.0,-7123000.0,9946000.0,34876000.0,222552000.0,278813000.0,-22511000.0,222552000.0,,69607000.0,-19210000.0,4885000.0,-16906000.0,7208000.0,61860000.0,38869000.0,69607000.0,34876000.0,-22511000.0,306228000.0,968000.0,-70000.0,2709000.0,55380000.0,567269000.0,3158000.0,34676000.0,37834000.0,8645000.0,454647000.0,7178000.0,8493000.0,5559000.0,7539000.0,7539000.0,3704000.0,,,21835000.0,30748000.0,38287000.0,222552000.0,1271840981.0,13470000.0,18032000.0,66481000.0,-2000.0,15985000.0,68072000.0,20533000.0,291437000.0,180024000.0,3071000.0,566000.0,566000.0,25000.0,25000.0,-655000.0,1226000.0,-575000.0,89044000.0,381815000.0,-17467000.0,35000.0,9328000.0,968000.0,13679000.0,6788000.0,40911000.0,47699000.0,13679000.0,-13340000.0,9363000.0,9939000.0,26526000.0,1369187981.0,745000.0,146000.0,-17084000.0,898000.0,21835000.0,21835000.0,21689000.0,21835000.0,21835000.0,21689000.0,21689000.0,-2390000.0,-640000.0,,5512000.0,339000.0,339000.0,-640000.0,34151000.0,168066000.0,-4731000.0,238156000.0,8681000.0,2193000.0,37946000.0,21589954.973163,73604000.0,153500000.0,26524000.0,235404000.0,34750964.0,,18510000.0,52087000.0,-855000.0,-52087000.0,2401000.0,101988000.0,118808000.0,132770000.0,56261000.0,0.0,188970000.0,-290000.0,30342000.0,30182000.0,143394000.0,-17084000.0,-2390000.0,,-4733000.0,15776000.0,55380000.0,7539000.0,-13340000.0,-70000.0,39043000.0,0.0,2000.0,,,34876081.0,306228000.0,238156000.0,95954.973163,8493000.0,0.281393,5048000.0,-1761000.0,821451000.0,347139000.0,85533000.0,306973000.0,208880000.0,514478000.0,254182000.0,59831000.0,28959000.0,235404000.0,6573000.0,341000.0,341000.0,125117.0,55811000.0,112622000.0
2023-09-30,3M,EUR,171323000.0,29764000.0,,83262000.0,,2141000.0,,,222552000.0,-12877000.0,,34907000.0,201506000.0,244341000.0,-282000.0,,706000.0,-21046000.0,14984000.0,-870000.0,19532000.0,-11074000.0,-27857000.0,-4579000.0,-21046000.0,34907000.0,-282000.0,329980000.0,539000.0,-3026000.0,,73233000.0,539926000.0,,,,,414406000.0,6918000.0,11984000.0,5767000.0,7908000.0,7908000.0,11743000.0,,,27896000.0,40539000.0,48447000.0,201506000.0,1038502479.0,-30823000.0,19548000.0,6573000.0,-1001000.0,15987000.0,67519000.0,,,174542000.0,,616000.0,616000.0,3881000.0,3881000.0,-527000.0,2680000.0,,74060000.0,329980000.0,-9673000.0,6651000.0,,539000.0,-5465000.0,,,,-5465000.0,-4363000.0,6651000.0,10574000.0,,1231782479.0,782000.0,-43000.0,10000.0,-2487000.0,27896000.0,27896000.0,27939000.0,27896000.0,27896000.0,27939000.0,27939000.0,-1569000.0,3364000.0,,336000.0,-9828000.0,-9828000.0,3364000.0,-17108000.0,173619000.0,-11130000.0,262461000.0,7250000.0,2524000.0,48937000.0,28238912.85725,19450000.0,140176000.0,34366000.0,247775000.0,34698098.0,55014000.0,35867000.0,51532000.0,-2099000.0,2735000.0,3860000.0,108123000.0,,136747000.0,42835000.0,0.0,185981000.0,,,39923000.0,,10000.0,-1569000.0,,-11308000.0,14413000.0,73233000.0,7908000.0,-4363000.0,-3026000.0,66939000.0,,178000.0,7847000.0,7847000.0,34906858.0,329980000.0,262461000.0,-147087.14275,11984000.0,0.300178,,-21070000.0,797700000.0,329980000.0,,330762000.0,213409000.0,466938000.0,257774000.0,52532000.0,38192000.0,247775000.0,14658000.0,-490000.0,-490000.0,208760.0,40099000.0,125520000.0
2023-12-31,3M,EUR,203812000.0,22522000.0,-136110000.0,84442000.0,-678000.0,2665000.0,,,201506000.0,-18480000.0,9022000.0,34978000.0,192506000.0,214015000.0,-109000.0,192506000.0,,-9000000.0,-11361000.0,-5589000.0,2202000.0,32489000.0,-41583000.0,-18393000.0,-9000000.0,34978000.0,-109000.0,358271000.0,1251000.0,-217000.0,3037000.0,65096000.0,569791000.0,3258000.0,43971000.0,47229000.0,10202000.0,435427000.0,8571000.0,9167000.0,6508000.0,9173000.0,9173000.0,532000.0,,,25900000.0,35827000.0,45000000.0,192506000.0,1277628500.0,-2127000.0,22338000.0,-9663000.0,48000.0,17486000.0,72648000.0,23200000.0,315930000.0,161874000.0,2536000.0,217000.0,217000.0,-3299000.0,-3299000.0,-984000.0,1797000.0,-1065000.0,85421000.0,425273000.0,-15690000.0,35000.0,6529000.0,1251000.0,7906000.0,5764000.0,23031000.0,28795000.0,7906000.0,-6931000.0,6564000.0,14404000.0,30247000.0,1470908500.0,1690000.0,-543000.0,-410000.0,1034000.0,25900000.0,25900000.0,26443000.0,25900000.0,25900000.0,26443000.0,26443000.0,-6382000.0,-3875000.0,,1403000.0,975000.0,975000.0,-3875000.0,-2710000.0,179820000.0,-12098000.0,285623000.0,12255000.0,2491000.0,43530000.0,24808418.702612,8817000.0,129875000.0,31999000.0,226970000.0,34763428.0,,16464000.0,55162000.0,-1285000.0,,1521000.0,97357000.0,126426000.0,195964000.0,21509000.0,0.0,216548000.0,2843000.0,29027000.0,35610000.0,156220000.0,-410000.0,-6382000.0,,-12098000.0,14471000.0,65096000.0,9173000.0,-6931000.0,-217000.0,92839000.0,,0.0,7287000.0,7287000.0,34978356.0,358271000.0,285623000.0,378418.702612,9167000.0,0.257428,10104000.0,-16567000.0,841078000.0,381302000.0,76024000.0,359961000.0,194971000.0,481117000.0,271287000.0,45690000.0,34556000.0,226970000.0,12736000.0,1470000.0,1470000.0,214928.0,49677000.0,134364000.0
2024-03-31,3M,EUR,221230000.0,29342000.0,,85122000.0,,2154000.0,34804693.0,0.565355,192506000.0,-1976000.0,,35020000.0,125583000.0,150907000.0,,,,-66923000.0,-20437000.0,-31731000.0,3419000.0,17418000.0,-52622000.0,-84608000.0,-66923000.0,35020000.0,0.0,377307000.0,722000.0,0.0,,54164000.0,589618000.0,,,,,452509000.0,11726000.0,7752000.0,6238000.0,8392000.0,8392000.0,8392000.0,34804693.0,0.565355,19677000.0,28114000.0,36506000.0,125583000.0,1273720949.0,-1360000.0,29353000.0,-52453000.0,2000.0,22774000.0,83945000.0,,,146097000.0,,852000.0,852000.0,2276000.0,2276000.0,-852000.0,2276000.0,,105858000.0,377307000.0,-15086000.0,3838000.0,,722000.0,3965000.0,,,,3965000.0,-3213000.0,3838000.0,10331000.0,,1467000949.0,1800000.0,167000.0,-12598000.0,722000.0,19677000.0,19677000.0,19510000.0,19677000.0,19677000.0,19510000.0,19510000.0,-1976000.0,1424000.0,-4782000.0,1994000.0,752000.0,752000.0,1424000.0,-2329000.0,179480000.0,0.0,293362000.0,12128000.0,2752000.0,36447000.0,19634756.0,-50477000.0,123296000.0,22801000.0,200261000.0,34804693.0,72137000.0,43554000.0,61171000.0,-1424000.0,839000.0,2936000.0,94165000.0,,231374000.0,25324000.0,0.0,239055000.0,,,27262000.0,,-12598000.0,-1976000.0,-4782000.0,,14983000.0,54164000.0,8392000.0,-3213000.0,0.0,19677000.0,0.0,0.0,,,35019621.0,377307000.0,293362000.0,16756.0,7752000.0,0.284,,0.0,869848000.0,377307000.0,,379107000.0,177460000.0,490741000.0,280230000.0,38232000.0,25737000.0,200261000.0,17825000.0,59000.0,59000.0,214928.0,61522000.0,137109000.0
