symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SL.MI,2022-09-30,TTM,EUR,,,364820000.0,25197000.0,18821000.0,,,66436000.0,93633000.0,118830000.0,388884000.0,517000.0,517000.0,122000.0,122000.0,-538000.0,66436000.0,66436000.0,66974000.0,66436000.0,66436000.0,66974000.0,-595000.0,-595000.0,119124000.0,66647460.500881,295015000.0,93869000.0,753704000.0,,256382000.0,0.0,93116000.0,364820000.0,25197000.0,,,-82539.499119,26142000.0,0.280747,659835000.0,94162000.0,753704000.0,-294000.0,-294000.0
SL.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22985000.0,22985000.0,,,,,,,,
SL.MI,2023-03-31,3M,EUR,34697556.0,0.495943,57118000.0,6984000.0,6984000.0,34697556.0,0.495943,17208000.0,24309000.0,31293000.0,129097000.0,352000.0,352000.0,428000.0,428000.0,-8000.0,17208000.0,17208000.0,17216000.0,17208000.0,17208000.0,17216000.0,76000.0,76000.0,31330000.0,17234588.971908,107471000.0,21626000.0,186215000.0,2549000.0,85874000.0,0.0,23957000.0,57118000.0,6984000.0,,,-10411.028092,6741000.0,0.281379,164589000.0,24175000.0,186215000.0,-37000.0,-37000.0
SL.MI,2023-06-30,3M,EUR,,,55380000.0,7539000.0,3704000.0,,,21835000.0,30748000.0,38287000.0,180024000.0,566000.0,566000.0,25000.0,25000.0,146000.0,21835000.0,21835000.0,21689000.0,21835000.0,21835000.0,21689000.0,-640000.0,-640000.0,37946000.0,21589954.973163,153500000.0,26524000.0,235404000.0,2401000.0,101988000.0,0.0,30182000.0,55380000.0,7539000.0,,,95954.973163,8493000.0,0.281393,208880000.0,28959000.0,235404000.0,341000.0,341000.0
SL.MI,2023-09-30,3M,EUR,,,73233000.0,7908000.0,11743000.0,,,27896000.0,40539000.0,48447000.0,174542000.0,616000.0,616000.0,3881000.0,3881000.0,-43000.0,27896000.0,27896000.0,27939000.0,27896000.0,27896000.0,27939000.0,3364000.0,3364000.0,48937000.0,28238912.85725,140176000.0,34366000.0,247775000.0,3860000.0,108123000.0,0.0,39923000.0,73233000.0,7908000.0,7847000.0,7847000.0,-147087.14275,11984000.0,0.300178,213409000.0,38192000.0,247775000.0,-490000.0,-490000.0
SL.MI,2023-09-30,TTM,EUR,34698098.0,2.569361,,,,34698098.0,2.539361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL.MI,2023-12-31,3M,EUR,,,65096000.0,9173000.0,532000.0,,,25900000.0,35827000.0,45000000.0,161874000.0,217000.0,217000.0,-3299000.0,-3299000.0,-543000.0,25900000.0,25900000.0,26443000.0,25900000.0,25900000.0,26443000.0,-3875000.0,-3875000.0,43530000.0,24808418.702612,129875000.0,31999000.0,226970000.0,1521000.0,97357000.0,0.0,35610000.0,65096000.0,9173000.0,7287000.0,7287000.0,378418.702612,9167000.0,0.257428,194971000.0,34556000.0,226970000.0,1470000.0,1470000.0
SL.MI,2024-03-31,3M,EUR,34804693.0,0.565355,54164000.0,8392000.0,8392000.0,34804693.0,0.565355,19677000.0,28114000.0,36506000.0,146097000.0,852000.0,852000.0,2276000.0,2276000.0,167000.0,19677000.0,19677000.0,19510000.0,19677000.0,19677000.0,19510000.0,1424000.0,1424000.0,36447000.0,19634756.0,123296000.0,22801000.0,200261000.0,2936000.0,94165000.0,0.0,27262000.0,54164000.0,8392000.0,,,16756.0,7752000.0,0.284,177460000.0,25737000.0,200261000.0,59000.0,59000.0
SL.MI,2024-03-31,TTM,EUR,34804693.0,2.739412,247873000.0,33012000.0,24371000.0,34804693.0,2.719412,95308000.0,135228000.0,168240000.0,662537000.0,2251000.0,2251000.0,2883000.0,2883000.0,-273000.0,95308000.0,95308000.0,95581000.0,95308000.0,95308000.0,95581000.0,273000.0,273000.0,166860000.0,94316085.759191,546847000.0,115690000.0,910410000.0,10718000.0,401633000.0,0.0,132977000.0,247873000.0,33012000.0,,,388085.759191,37396000.0,0.281222,794720000.0,127444000.0,910410000.0,1380000.0,1380000.0
