symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InterestReceivedCFI,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
SL.MI,2019-12-31,12M,EUR,,,,-3800000.0,6453000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3800000.0,,,,,,,,,,
SL.MI,2020-12-31,12M,EUR,6604000.0,60186000.0,-30821000.0,,3904000.0,34173000.0,-19903000.0,42286000.0,-1226000.0,-14951000.0,-22013000.0,-11903000.0,34173000.0,0.0,0.0,-899000.0,12480000.0,13604000.0,20208000.0,94359000.0,19246000.0,15178000.0,-46000.0,-2187000.0,13000.0,-31072000.0,0.0,42783000.0,42783000.0,-31349000.0,0.0,-899000.0,87000.0,34508000.0,34408000.0,-7783000.0,-522000.0,11434000.0,11434000.0,6883000.0,-22780000.0,0.0,45999000.0,2087000.0,0.0,-7783000.0,-23038000.0,-31349000.0,-899000.0,0.0,258000.0,-11288000.0
SL.MI,2021-12-31,12M,EUR,6376000.0,94359000.0,-49213000.0,-10331000.0,-1041000.0,46913000.0,13945000.0,32889000.0,2920000.0,-17113000.0,-5333000.0,26267000.0,46913000.0,-10331000.0,687000.0,0.0,19655000.0,16064000.0,22440000.0,141272000.0,-1291000.0,48615000.0,58000.0,-1353000.0,193000.0,-49624000.0,687000.0,46843000.0,46843000.0,-34981000.0,-55000.0,687000.0,150000.0,51007000.0,51351000.0,-11147000.0,-684000.0,11862000.0,11862000.0,-36000.0,-37931000.0,,97828000.0,1010000.0,-55000.0,-11147000.0,-38066000.0,-34981000.0,0.0,0.0,135000.0,-23124000.0
SL.MI,2022-09-30,TTM,EUR,6968000.0,139119000.0,-41221000.0,-20402000.0,10338000.0,16618000.0,5649000.0,33951000.0,6948000.0,9567000.0,-23250000.0,43203000.0,16618000.0,,3916000.0,-2029000.0,26142000.0,18229000.0,25197000.0,155737000.0,-63311000.0,102474000.0,-147000.0,-867000.0,122000.0,-63766000.0,3916000.0,9238000.0,9238000.0,-26070000.0,-17623000.0,1887000.0,,66436000.0,66974000.0,-12096000.0,-5211000.0,-16832000.0,-16832000.0,-32186000.0,-28958000.0,,143695000.0,595000.0,-17623000.0,-12096000.0,-29125000.0,-26070000.0,-2029000.0,,167000.0,-18720000.0
SL.MI,2022-12-31,12M,EUR,7377000.0,141272000.0,-49952000.0,-20649000.0,5221000.0,5045000.0,14825000.0,23370000.0,11238000.0,35854000.0,-54915000.0,35593000.0,5045000.0,-20649000.0,4284000.0,-2051000.0,27540000.0,19365000.0,26742000.0,146317000.0,-70912000.0,95159000.0,-267000.0,-826000.0,281000.0,-69154000.0,4284000.0,9274000.0,9274000.0,-29817000.0,-16262000.0,2233000.0,-220000.0,74154000.0,74739000.0,-13279000.0,-3494000.0,-20543000.0,-20543000.0,-34153000.0,-36400000.0,,145111000.0,765000.0,-16262000.0,-13279000.0,-36673000.0,-29817000.0,-2051000.0,0.0,273000.0,-19853000.0
SL.MI,2023-12-31,12M,EUR,8641000.0,146317000.0,-44501000.0,-22978000.0,,46189000.0,-31977000.0,-6265000.0,1759000.0,47833000.0,-17675000.0,47000.0,46189000.0,-22978000.0,3400000.0,-3313000.0,36385000.0,22963000.0,31604000.0,192506000.0,-19884000.0,72647000.0,-987000.0,-2518000.0,6131000.0,-51075000.0,3400000.0,25121000.0,25121000.0,-33181000.0,-20207000.0,87000.0,408000.0,92839000.0,93287000.0,-12504000.0,7290000.0,-8060000.0,-8060000.0,12409000.0,-31785000.0,,117148000.0,-4021000.0,-20207000.0,-12504000.0,-31997000.0,-33181000.0,-3313000.0,0.0,212000.0,-39398000.0
SL.MI,2024-03-31,TTM,EUR,8940000.0,152945000.0,-44314000.0,,,-27362000.0,-36024000.0,-33305000.0,8247000.0,46041000.0,-60202000.0,-68711000.0,-27362000.0,-22902000.0,3480000.0,-3313000.0,37396000.0,24072000.0,33012000.0,125583000.0,-20840000.0,7080000.0,-953000.0,-3018000.0,7979000.0,-57916000.0,3480000.0,20085000.0,20085000.0,-27847000.0,-30082000.0,167000.0,,95308000.0,95581000.0,-12317000.0,9245000.0,-7762000.0,-7762000.0,12004000.0,-31817000.0,,51394000.0,-5369000.0,-30082000.0,-12317000.0,,-27847000.0,-3313000.0,0.0,180000.0,-39398000.0
