asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestingCashFlow,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,LandAndImprovements,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,6771000.0,,,,,29000.0,,,,,-2955000.0,,,,,,,,,,-2955000.0,,,-10000.0,,,,,,,,,,,,,,,0.631943,,,,,,,,,,36000.0,36000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534000.0,,,458000.0,,,,,,,,,,0.0,,,,,,,,-10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,177000.0,2585000.0,-35000.0,3364000.0,6000.0,36941792.0,-0.04,8445000.0,10000.0,-30000.0,11160000.0,4271000.0,12925000.0,-702000.0,4271000.0,-4176000.0,-2090000.0,404000.0,-424000.0,-535000.0,-2645000.0,-4176000.0,11160000.0,-702000.0,15485000.0,,,1468000.0,18772000.0,1572000.0,1572000.0,5255000.0,60000.0,54000.0,36941792.0,-0.04,-1423000.0,-2113000.0,-2053000.0,4269000.0,-1626785.0,0.790085,-1.292125,-702000.0,-7000.0,-3474000.0,924000.0,817000.0,50000.0,55000.0,-203000.0,6000.0,6000.0,17057000.0,-30000.0,10000.0,,0.0,10000.0,793000.0,34000.0,9383215.0,8000.0,-1000.0,,0.0,-1423000.0,-1423000.0,-1422000.0,-1000.0,-1423000.0,-1423000.0,-1423000.0,-1422000.0,-26000.0,69000.0,69000.0,55000.0,-4000.0,15435000.0,730000.0,33000.0,101000.0,,-2856000.0,-2033280.0,-3444000.0,1910000.0,-2113000.0,1265000.0,36941792.0,,917000.0,50000.0,-183000.0,442000.0,235000.0,917000.0,11000.0,2702000.0,8654000.0,0.0,1160000.0,146000.0,-1241000.0,0.0,83000.0,-26000.0,-4000.0,1468000.0,60000.0,104000.0,104000.0,,30000.0,-1423000.0,,,37000.0,854000.0,36941792.0,230000.0,15485000.0,15435000.0,192720.0,181000.0,0.24,414000.0,21675000.0,15485000.0,1572000.0,15493000.0,3378000.0,6182000.0,2903000.0,927000.0,-1516000.0,-69000.0,1265000.0,66000.0,803000.0,803000.0,13517000.0,-260000.0
2021-12-31,12M,EUR,681000.0,2201807.0,,1067000.0,10000.0,36941792.0,-0.046,4269000.0,,-29000.0,11160000.0,17277000.0,23049000.0,-997000.0,17277000.0,13008000.0,-101000.0,887000.0,-194000.0,468000.0,1060000.0,13008000.0,11160000.0,,21128000.0,13403000.0,,1770000.0,29395807.0,1355000.0,1355000.0,4901000.0,25000.0,15000.0,36941792.0,-0.046,-1716000.0,-2069000.0,-2044000.0,17277000.0,11132376.0,-5.43573,,12406000.0,-6000.0,596000.0,1322000.0,1247000.0,66000.0,36000.0,769000.0,4000.0,4000.0,22483000.0,-23000.0,10000.0,13403000.0,,10000.0,971000.0,28000.0,22608376.0,5045000.0,1000.0,,13403000.0,-1716000.0,-1716000.0,-1717000.0,,-1716000.0,-1716000.0,-1716000.0,-1717000.0,-26000.0,59000.0,59000.0,36000.0,3000.0,21062000.0,973000.0,,113000.0,,-2830000.0,-2313360.0,625000.0,2838000.0,-2069000.0,2539000.0,36941792.0,,,66000.0,-263000.0,,378000.0,959000.0,8000.0,3722000.0,5772000.0,0.0,2131000.0,47000.0,-1224000.0,,178000.0,-26000.0,-3000.0,1770000.0,25000.0,124000.0,124000.0,,40000.0,-1716000.0,,6000.0,44000.0,1291000.0,36941792.0,-59000.0,21128000.0,21062000.0,188640.0,493000.0,0.24,376000.0,32158000.0,21128000.0,1355000.0,26173000.0,4608000.0,5985000.0,2763000.0,1084000.0,-1426000.0,-59000.0,2539000.0,491000.0,786000.0,786000.0,24494807.0,19000.0
2022-12-31,12M,EUR,685000.0,1880000.0,,1067000.0,18000.0,36941792.0,-0.091,17277000.0,,-44000.0,11160000.0,9104000.0,10378000.0,-1477000.0,9104000.0,-8173000.0,5110000.0,-235000.0,-128000.0,-6573000.0,-1826000.0,-8173000.0,11160000.0,,15135000.0,,0.0,1663000.0,23863000.0,1230000.0,1230000.0,4049000.0,31000.0,13000.0,36941792.0,-0.091,-3358000.0,-340000.0,-309000.0,9104000.0,4714261.0,-15.158395,,-1477000.0,4000.0,-8196000.0,-1029000.0,2041000.0,56000.0,58000.0,3237000.0,2000.0,2000.0,16365000.0,1456000.0,7000.0,,,7000.0,909000.0,50000.0,15700261.0,5676000.0,-365000.0,1500000.0,0.0,-3358000.0,-3358000.0,-4482000.0,1489000.0,-3358000.0,-4847000.0,-2993000.0,-2993000.0,-9000.0,50000.0,50000.0,58000.0,-35000.0,15079000.0,660000.0,,141000.0,660000.0,3660000.0,-1830560.0,-8152000.0,3577000.0,-340000.0,4900000.0,36941792.0,2449000.0,2764000.0,56000.0,-2401000.0,,656000.0,1116000.0,8000.0,10982000.0,1274000.0,0.0,1960000.0,107000.0,-4259000.0,,42000.0,-9000.0,-35000.0,1663000.0,31000.0,123000.0,123000.0,0.0,53000.0,-3358000.0,1500000.0,,86000.0,2127000.0,36941792.0,-76000.0,15135000.0,15079000.0,-952560.0,223000.0,0.24,516000.0,25910000.0,15135000.0,1230000.0,20811000.0,5240000.0,5099000.0,2047000.0,1050000.0,-4428000.0,-50000.0,4900000.0,159000.0,-3969000.0,-3969000.0,19814000.0,23000.0
2023-12-31,12M,EUR,1306000.0,1528000.0,,,21000.0,36941792.0,-0.051432,9104000.0,,-267000.0,10628000.0,2502000.0,4418000.0,,2502000.0,-6602000.0,-3866000.0,228000.0,-147000.0,359000.0,-3426000.0,-6602000.0,10628000.0,,13027000.0,,-301000.0,1491000.0,21152000.0,1087000.0,1087000.0,4371000.0,42000.0,21000.0,36941792.0,-0.051432,-1900000.0,-3924000.0,-3882000.0,2502000.0,1604516.0,,,-301000.0,2000.0,-6301000.0,290000.0,2752000.0,243000.0,96000.0,1130000.0,,,14114000.0,-267000.0,7000.0,,,7000.0,813000.0,88000.0,9826516.0,4441000.0,1139000.0,,-301000.0,-1900000.0,-1900000.0,-3039000.0,,-1900000.0,-1900000.0,-3039000.0,-3039000.0,-208000.0,39000.0,39000.0,96000.0,-59000.0,12784000.0,475000.0,,176000.0,,-4958000.0,-2717760.0,-6034000.0,5054000.0,-3924000.0,2621000.0,36941792.0,,,243000.0,47000.0,,481000.0,1210000.0,8000.0,14966000.0,1916000.0,0.0,2700000.0,61000.0,-2810000.0,,-97000.0,-208000.0,-59000.0,1491000.0,42000.0,161000.0,161000.0,-301000.0,53000.0,-1900000.0,,,230000.0,2982000.0,36941792.0,-201000.0,13027000.0,12784000.0,258240.0,229000.0,0.24,179000.0,22828000.0,13027000.0,1087000.0,17468000.0,6545000.0,5360000.0,1676000.0,989000.0,-2932000.0,-39000.0,2621000.0,184000.0,1076000.0,1076000.0,16781000.0,148000.0
