symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SCF.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,1032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCF.MI,2020-12-31,12M,EUR,672000.0,40781640.0,1.01,181240524.0,20373000.0,19701000.0,51148293.0,0.8,41149309.0,41577933.0,61951329.0,156943053.0,0.0,1396000.0,1396000.0,246000.0,246000.0,-125915.0,41149309.0,41149309.0,41275224.0,41149309.0,41149309.0,41275224.0,-1800000.0,-1800000.0,78221601.0,53514715.72,99988506.0,56954547.0,338183577.0,1432000.0,3268000.0,-170000.0,0.0,40181933.0,181240524.0,20373396.0,5691000.0,5691000.0,-60272.0,-3904865.28,-1093291.0,0.24,281229030.0,58325745.0,404000.0,338183577.0,-16270272.0,-16270272.0,230272.0
SCF.MI,2021-12-31,12M,EUR,996000.0,51352075.0,0.76,239265462.0,27363000.0,26367000.0,57379951.0,0.68,39070532.0,61957022.0,89320126.0,195286898.0,2000.0,1623000.0,1623000.0,156000.0,156000.0,-271889.0,39070532.0,39070532.0,39342421.0,39070532.0,39070532.0,39342421.0,-492000.0,-492000.0,96638126.0,43842430.629234,130534356.0,64752542.0,434552360.0,1232000.0,1907000.0,-3961000.0,0.0,60334022.0,239265462.0,27363104.0,7538000.0,7538000.0,2182000.0,-2546101.370766,20991601.0,0.347923,369799818.0,68167973.0,-975000.0,434552360.0,-7318000.0,-7318000.0,1779000.0
SCF.MI,2022-09-30,TTM,EUR,,,,286894799.0,33345578.0,32349578.0,,,41061879.0,62972309.0,96317887.0,210636262.0,,1778466.0,1778466.0,1164501.0,1164501.0,54196.0,41061879.0,41061879.0,41007683.0,41061879.0,41061879.0,41007683.0,361035.0,361035.0,103664191.0,45984840.051059,148991969.0,61644293.0,497531061.0,4373874.0,3257138.0,,0.0,61193843.0,286894799.0,33345578.0,,,2153696.0,-2423342.948941,20186160.0,0.329872,435886768.0,68174759.0,,497531061.0,-7346304.0,-7346304.0,1807304.0
SCF.MI,2022-12-31,12M,EUR,2740000.0,61736786.0,0.73,328556178.0,36460000.0,33720000.0,61736786.0,0.73,45190464.0,70280206.0,106740875.0,227144297.0,15000.0,3122000.0,3122000.0,369000.0,369000.0,-302068.0,45190464.0,45190464.0,45492532.0,45190464.0,45190464.0,45492532.0,-305000.0,-305000.0,109998875.0,47397412.012518,158367367.0,68776930.0,555700475.0,3272000.0,1872000.0,-6449000.0,0.0,67158206.0,328556178.0,36460669.0,10745000.0,10745000.0,5752000.0,-1051051.987482,21665674.0,0.322607,486923545.0,77799999.0,-2448000.0,555700475.0,-3258000.0,-3258000.0,697000.0
SCF.MI,2023-09-30,TTM,EUR,,61141007.0,1.111363,,,,61141007.0,1.111363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCF.MI,2023-12-31,12M,EUR,9747000.0,61380462.0,1.01,469008261.0,55170000.0,45423000.0,61380462.0,1.01,61903162.0,107723917.0,162893980.0,316327461.0,,13986000.0,13986000.0,259000.0,259000.0,-214666.0,61903162.0,61903162.0,62117828.0,61903162.0,61903162.0,62117828.0,-4735000.0,-4735000.0,167008980.0,64630071.98905,219449244.0,96878217.0,785335722.0,5454000.0,5799000.0,-3025000.0,0.0,93737917.0,469008261.0,55170063.0,12507000.0,12507000.0,-1643000.0,-1388090.01095,31620089.0,0.337324,688457505.0,100686556.0,-8992000.0,785335722.0,-4115000.0,-4115000.0,4668000.0
SCF.MI,2024-03-31,TTM,EUR,,60908172.0,1.0441,505872201.0,58646098.0,48899098.0,60908172.0,1.0441,63819544.0,112249546.0,170895644.0,333744825.0,,14779284.0,14779284.0,,,-199673.0,63819544.0,63819544.0,64019217.0,63819544.0,63819544.0,64019217.0,-5528284.0,-5528284.0,175010644.0,66522307.617841,230876673.0,102868152.0,839617026.0,3989694.0,5946542.0,,0.0,97470262.0,505872201.0,58646098.0,,,,-1412236.382159,33451045.0,0.343192,736748874.0,105212185.0,,839617026.0,-4115000.0,-4115000.0,
