symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
RFG.MI,2020-12-31,12M,EUR,7667696.0,6240014.0,-8235762.0,1632150.0,-59449.0,44426.0,5314266.0,4187547.0,1925745.0,4254877.0,4254877.0,4222311.0,32566.0,1925745.0,8187408.0,,23506983.0,782078.0,9381791.0,10163869.0,19404668.0,6708454.0,5662557.0,11656551.0,6299463.0,15145586.0,-59964.0,11277119.0,29473927.0,44426.0,1033.0,43393.0,,3405469.0,11904728.0,15310197.0,44426.0,200000.0,7076927.0,298430.0,17031642.0,6909824.0,-3469143.0,245716.0,,753987.0,23757450.0,-1.0,,,5993994.0,89237.0,-1.0,1357443.0,2754393.0,119739.0,9134300.0,701513.0,928427.0,0.0,3175837.0,4401199.0,23757450.0,8187408.0,-3469143.0,686808.0,44154689.0,20092136.0,25474066.0,8485838.0,35668851.0,20647706.0,16264183.0,109161.0,,,1452792.0,4102315.0
RFG.MI,2021-12-31,12M,EUR,10673433.0,7675933.0,-8325378.0,20014823.0,-119797.0,128475.0,3402516.0,2504116.0,2375745.0,17752959.0,17752959.0,17705042.0,47917.0,2375745.0,29917169.0,0.0,42721463.0,506451.0,7894318.0,8400769.0,20883109.0,7900981.0,5662557.0,12389701.0,7795730.0,17047052.0,-59964.0,14715341.0,48686014.0,128475.0,0.0,128475.0,4384715.0,1997665.0,10874527.0,12872192.0,128475.0,320000.0,7081767.0,0.0,1015886.0,8721674.0,17527468.0,657757.0,,839508.0,23757450.0,,2.0,-1.0,6727144.0,18666.0,1.0,1535633.0,2178054.0,437000.0,12404314.0,799781.0,1327030.0,0.0,4864554.0,6930449.0,23757450.0,29917169.0,17527468.0,813200.0,64909689.0,40791696.0,21272961.0,29917169.0,34992520.0,22188225.0,14109411.0,195248.0,77710.0,,2009770.0,21838354.0
RFG.MI,2022-12-31,12M,EUR,12426159.0,10315187.0,-7953158.0,20249087.0,-186265.0,,4556618.0,3275620.0,2375745.0,9838378.0,9838378.0,9806914.0,31464.0,2375745.0,36486629.0,491097.0,44733012.0,652577.0,5744100.0,6396677.0,21483493.0,12189885.0,6235037.0,13656980.0,10501452.0,19129316.0,-86720.0,21590905.0,50805102.0,0.0,,,4735004.0,2623043.0,8574373.0,11197416.0,0.0,356907.0,6593024.0,0.0,4480095.0,11176158.0,22829649.0,582313.0,0.0,962857.0,23757450.0,1677509.0,1.0,1.0,7421943.0,1.0,,1811643.0,2753573.0,188315.0,14836579.0,997141.0,1510339.0,0.0,8205751.0,12740273.0,23757450.0,36486629.0,22829649.0,1289888.0,70487302.0,45061002.0,17594093.0,36486629.0,34000673.0,25754291.0,12517180.0,598777.0,,,1281989.0,23249519.0
RFG.MI,2023-12-31,12M,EUR,12337811.0,11215073.0,-8514879.0,29777959.0,-204297.0,513021.0,4878062.0,3855705.0,2569920.0,6106995.0,6106995.0,6073708.0,33287.0,2569920.0,48484965.0,1561007.0,47331218.0,777664.0,3763980.0,4541644.0,18956333.0,14663466.0,6235037.0,14378398.0,11419370.0,23483157.0,-97326.0,25101154.0,58324942.0,513021.0,,,5448823.0,3078041.0,6075997.0,9154038.0,,356907.0,8642971.0,0.0,3732982.0,14968278.0,34106567.0,610144.0,23410.0,1122129.0,25699198.0,1.0,,1.0,8143361.0,,,1901815.0,2952294.0,146117.0,14243872.0,,3246488.0,0.0,9100699.0,15180780.0,25699198.0,48484965.0,34106567.0,1515390.0,78097782.0,54560962.0,13695682.0,48484965.0,29612817.0,30766564.0,10656484.0,4246.0,,0.0,1434315.0,28374885.0
