symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
DATA.MI,2019-12-31,12M,EUR,,15890100.0,-0.034235,,,,15890100.0,-0.034235,,,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA.MI,2020-12-31,12M,EUR,956403.0,15890100.0,-0.090545,5040086.0,987891.0,31488.0,15890100.0,-0.090545,-1438768.0,-1825966.0,-838075.0,3852296.0,,31217.0,31217.0,67.0,67.0,-77186.0,-1438768.0,-1438768.0,-1361582.0,-1438768.0,-1438768.0,-1361582.0,-31150.0,-31150.0,-771288.0,-1389803.532291,5641100.0,-1788804.0,8892382.0,130457.0,0.0,-1857183.0,5040086.0,987891.0,241482.0,,-66787.0,-17822.532291,-495601.0,0.266856,10681186.0,-30138.0,8892382.0,-66787.0,-66787.0,66787.0
DATA.MI,2021-12-31,12M,EUR,2056256.0,16367400.0,-0.147578,7613559.0,2100206.0,43950.0,16367400.0,-0.147578,-2415462.0,-3152728.0,-1052522.0,4144739.0,,67817.0,67817.0,34.0,34.0,0.0,-2415462.0,-2415462.0,-2415462.0,-2415462.0,-2415462.0,-2415462.0,-67783.0,-67783.0,-737499.0,-2179189.541262,7024804.0,-2880065.0,11758298.0,101415.0,0.0,-3220545.0,7613559.0,2100206.0,217356.0,257876.0,-315023.0,-78750.541262,-805083.0,0.249983,14638363.0,29736.0,11758298.0,-315023.0,-315023.0,57147.0
DATA.MI,2022-12-31,12M,EUR,2961575.0,16367400.0,-0.164526,10701215.0,3010434.0,48859.0,16367400.0,-0.164526,-2692865.0,-3460634.0,-450200.0,6317982.0,,87278.0,87278.0,287.0,287.0,0.0,-2692865.0,-2692865.0,-2692865.0,-2692865.0,-2692865.0,-2692865.0,-86991.0,-86991.0,-45617.0,-2385786.526719,9515864.0,-3197882.0,17019197.0,182793.0,0.0,-3547912.0,10701215.0,3010434.0,286443.0,350506.0,-404583.0,-97504.526719,-855047.0,0.241,20217079.0,,17019197.0,-404583.0,-404583.0,54077.0
DATA.MI,2023-06-30,TTM,EUR,,16577420.0,-0.221392,,,,16577420.0,-0.221392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA.MI,2023-12-31,12M,EUR,3531300.0,,,9340155.99,3575294.0,43994.0,,,-3611501.0,-3437040.0,138254.0,6400327.01,,220410.0,220410.0,50792.0,50792.0,5757.0,-3611501.0,-3611501.0,-3617258.0,-3611501.0,-3611501.0,-3617258.0,-169618.0,-169618.0,513390.0,-3240487.398423,9586656.0,-3186328.99,15740483.0,302302.0,0.0,-3657450.0,9340155.99,3575294.0,285430.0,291515.0,-375136.0,-4122.398423,-40192.0,0.010989,18926811.99,,15740483.0,-375136.0,-375136.0,83621.0
DATA.MI,2023-12-31,TTM,EUR,3531300.0,16526472.0,-0.218528,9340155.99,3575294.0,43994.0,16526472.0,-0.218528,-3611501.0,-3437040.0,138254.0,6400327.01,,220410.0,220410.0,50792.0,50792.0,5757.0,-3611501.0,-3611501.0,-3617258.0,-3611501.0,-3611501.0,-3617258.0,-169618.0,-169618.0,513390.0,-3240487.398423,9586656.0,-3186328.99,15740483.0,302302.0,0.0,-3657450.0,9340155.99,3575294.0,285430.0,291515.0,-375136.0,-4122.398423,-40192.0,0.010989,18926811.99,,15740483.0,-375136.0,-375136.0,83621.0
