asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-3064495.0,,,,,20807.0,7690000.0,0.03051,,,,,,,,,,,,,383441.0,,,,,,,10032000.0,624447.0,,,,,,,,,,,,,48979.0,7690000.0,0.03051,,,,,,,,0.0,,,125516.0,,,,10386317.0,,,,4782.0,4782.0,,0.0,,,20807.0,,,,10032000.0,,,,,,,,48979.0,9266910.0,,,,10032000.0,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,-1.0,234287.0,,,362965.0,,,,,,39463.0,,,,131995.0,0.0,,,,,,,,,,,,133525.0,0.0,125516.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,4316000.0,4517000.0,-5469000.0,,0.0,529000.0,,20807.0,7690000.0,-0.168791,7375000.0,-8184000.0,2542000.0,769000.0,1364000.0,1924000.0,1361000.0,3000.0,,-6012000.0,,-354000.0,-1662000.0,227000.0,-792000.0,-919000.0,-6011000.0,769000.0,10081000.0,0.0,3596000.0,2665000.0,12645000.0,,1811331.0,1811331.0,580000.0,10000000.0,-564000.0,2299000.0,2299000.0,2300000.0,1771000.0,90995.0,7690000.0,-0.168791,-1298000.0,-1532000.0,768000.0,1363000.0,25871936.0,0.0,3233000.0,0.0,-8768000.0,,,0.0,2281000.0,4517000.0,21317000.0,3700000.0,329000.0,329000.0,3415.0,3415.0,-361000.0,,18251000.0,-8660000.0,20807.0,21000.0,0.0,,0.0,5074000.0,2542000.0,8170000.0,10712000.0,5074000.0,-1342000.0,21000.0,91000.0,17083000.0,23839000.0,,,0.0,6806000.0,,-1298000.0,-1298000.0,-1298000.0,-1298000.0,-1298000.0,-1298000.0,-1298000.0,-367000.0,-344000.0,-477000.0,2450000.0,3732000.0,-344000.0,1000.0,1000.0,15848000.0,-7817000.0,-1282000.0,7800000.0,0.0,0.0,282000.0,717000.0,-1333571.19828,-584000.0,5267000.0,-1567000.0,6365000.0,7690000.0,-1000.0,-1000.0,2281000.0,-133000.0,,,398000.0,356000.0,467000.0,312000.0,560000.0,-117000.0,0.0,4760000.0,50000.0,213902.0,130000.0,-1861000.0,171000.0,,-367000.0,-477000.0,-7817000.0,2665000.0,2299000.0,1103000.0,1103000.0,-1342000.0,50000.0,-953000.0,,0.0,,,7690000.0,67000.0,10081000.0,7800000.0,15428.80172,-563000.0,0.302526,5182000.0,0.0,31166000.0,18251000.0,10712000.0,10081000.0,7932000.0,21085000.0,18522000.0,11085000.0,15000.0,6365000.0,88000.0,51000.0,51000.0,1567679.0,0.0,2645000.0,0.0
2021-12-31,12M,EUR,4138000.0,5677000.0,-7770000.0,,0.0,731000.0,,,7597107.0,0.042121,1363000.0,-8625000.0,3549000.0,810000.0,457000.0,1046000.0,456000.0,1000.0,,-930000.0,,4642000.0,4096000.0,-169000.0,-583000.0,3890000.0,-930000.0,810000.0,11940000.0,1547000.0,888000.0,3791000.0,14265000.0,993000.0,4106000.0,5099000.0,580000.0,19207000.0,2000.0,3556000.0,3556000.0,3556000.0,2825000.0,,7597107.0,0.042121,320000.0,726000.0,4282000.0,457000.0,36508661.0,15000.0,4263000.0,0.0,-2519000.0,,,714000.0,3039000.0,5677000.0,29432000.0,9611000.0,404000.0,404000.0,,,-457000.0,,22639000.0,-11299000.0,,166000.0,2768000.0,,1547000.0,1300000.0,2556000.0,6593000.0,9149000.0,1300000.0,-1041000.0,2934000.0,40000.0,27859000.0,28261238.0,,,1547000.0,10242000.0,,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,-1488000.0,-433000.0,-3132000.0,2531000.0,259000.0,-433000.0,,,21662000.0,-6679000.0,2272000.0,8901000.0,0.0,108000.0,285000.0,3612000.0,-345838.509317,6106000.0,9522000.0,89000.0,13402000.0,7597107.0,24000.0,,2325000.0,-934000.0,-1000.0,,306000.0,973000.0,483000.0,160000.0,589000.0,-923000.0,0.0,5450000.0,80000.0,190000.0,48000.0,322000.0,202000.0,,-1488000.0,-3132000.0,-7137000.0,3791000.0,3556000.0,2648000.0,2648000.0,-1041000.0,81000.0,-707000.0,,458000.0,,,7597107.0,689000.0,11940000.0,8901000.0,4161.490683,2000.0,0.006211,6754000.0,-25000.0,42526000.0,18533000.0,14248000.0,11940000.0,13313000.0,30586000.0,28261000.0,11379000.0,29000.0,13402000.0,339000.0,670000.0,670000.0,1798000.0,0.0,-4942000.0,153000.0
2022-12-31,12M,EUR,6983000.0,5040000.0,-8634000.0,11459000.0,-25000.0,939000.0,,,7597107.0,0.077661,456000.0,-5822000.0,2768000.0,810000.0,1802000.0,2421000.0,1798000.0,4000.0,745000.0,1346000.0,0.0,1629000.0,,1647000.0,526000.0,4547000.0,1346000.0,810000.0,13700000.0,,1762000.0,5786000.0,12530000.0,954000.0,3023000.0,3977000.0,568000.0,11985000.0,204000.0,2506000.0,2506000.0,3212000.0,2273000.0,0.0,7597107.0,0.077661,590000.0,1250000.0,4462000.0,1802000.0,33276073.0,350000.0,157000.0,,1654000.0,,,669000.0,3802000.0,5065000.0,33787000.0,11621000.0,456000.0,456000.0,1000.0,1000.0,-423000.0,0.0,24998000.0,-6287000.0,,172000.0,2216000.0,641000.0,,0.0,1814000.0,8275000.0,10089000.0,0.0,-2039000.0,3029000.0,,31214000.0,20816073.0,0.0,0.0,,9496000.0,,590000.0,590000.0,590000.0,590000.0,590000.0,590000.0,590000.0,-1670000.0,-524000.0,-465000.0,-3520000.0,-2039000.0,-524000.0,4100000.0,,25153000.0,-4152000.0,-1481000.0,9898000.0,7804000.0,109000.0,301000.0,4968000.0,965994.962217,7476000.0,9802000.0,1819000.0,17407000.0,7597107.0,,,3133000.0,-918000.0,,,53000.0,717000.0,609000.0,177000.0,619000.0,-76000.0,0.0,7839000.0,,169000.0,529000.0,794000.0,202000.0,135000.0,-1670000.0,-677000.0,-4152000.0,5786000.0,2506000.0,2432000.0,2432000.0,-2039000.0,109000.0,661000.0,212000.0,,,,7597107.0,-506000.0,13700000.0,9898000.0,-130005.037783,204000.0,0.256927,3795000.0,0.0,44919000.0,21975000.0,14066000.0,13700000.0,15588000.0,31219000.0,32391000.0,19234000.0,69000.0,17407000.0,139000.0,-506000.0,-506000.0,931000.0,0.0,545000.0,473000.0
2023-12-31,12M,EUR,8223000.0,9100000.0,,11459000.0,-60000.0,1028000.0,1028000.0,,,,1802000.0,-11042000.0,3300000.0,810000.0,3222000.0,3458000.0,3220000.0,2000.0,3108000.0,1300000.0,-107000.0,610000.0,,3833000.0,-4364000.0,3080000.0,1300000.0,810000.0,14411000.0,,,9909000.0,19623000.0,1171000.0,6332000.0,7503000.0,601000.0,20012000.0,265000.0,3024000.0,4052000.0,4052000.0,3024000.0,17000.0,,,726000.0,2109000.0,6161000.0,3222000.0,30632899.0,212000.0,3871000.0,,-2704000.0,-153000.0,,1192000.0,6370000.0,9160000.0,,17571000.0,1118000.0,1118000.0,4000.0,4000.0,-1078000.0,107000.0,30126000.0,-10909000.0,,172000.0,1656000.0,0.0,,2444000.0,2129000.0,9383000.0,11512000.0,2444000.0,-4862000.0,1828000.0,,,21271899.0,0.0,0.0,,12493000.0,46000.0,726000.0,726000.0,726000.0,726000.0,726000.0,726000.0,726000.0,-3152000.0,-1186000.0,133000.0,-786000.0,-2418000.0,-1186000.0,5735000.0,,30217000.0,-7890000.0,1632000.0,8041000.0,9364000.0,154000.0,464000.0,7053000.0,1379473.259334,8338000.0,14388000.0,3183000.0,27480000.0,7597107.0,120000.0,,5178000.0,-362000.0,,,76000.0,1294000.0,,452000.0,236000.0,306000.0,0.0,10613000.0,,666000.0,1172000.0,991000.0,,203000.0,-3152000.0,-250000.0,-7890000.0,9909000.0,4052000.0,3012000.0,3012000.0,-4862000.0,143000.0,1376000.0,383000.0,,,,7597107.0,-1045000.0,14411000.0,8041000.0,-238526.740666,265000.0,0.267407,4733000.0,-48000.0,58306000.0,23794000.0,19015000.0,14411000.0,24297000.0,43895000.0,38684000.0,23883000.0,72000.0,27480000.0,1096000.0,-892000.0,-892000.0,2372000.0,0.0,-389000.0,596000.0
