asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FixedAssetsRevaluationReserve,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-585499.0,8789814.0,-256510.0,2806182.0,186340.0,13696882.0,0.017,,,,,,,-277934.0,7206393.0,884.0,-495651.0,,,,,,,,,,-277934.0,,,,,,,,,,,,,,,14427.0,13696882.0,0.017,,,,,,0.0,,,,,0.0,96180.0,,,14641286.0,,,,0.0,,,,,,,,,186340.0,198564.0,12224.0,,,,,,,198564.0,,32684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.0,,,,,,1.0,,,628618.0,,,,,,,,,,,,-784052.0,0.0,,,,,,,392598.0,,,,,0.0,96180.0,,,,,,,,,,,,,,,,,,,-3308.0,,,,,,,
2020-12-31,12M,EUR,7389194.0,11274769.0,,8789814.0,,3115363.0,300.0,13523067.0,-0.03,7207277.0,-3189464.0,,694835.0,7762472.0,9124737.0,,7759352.0,3120.0,6867.0,555195.0,-61048.0,1444962.0,,-1191372.0,-124001.0,75408.0,555195.0,694835.0,,13003905.0,,16169796.0,25847339.0,,3496220.0,3496220.0,,17320872.0,613776.0,3332886.0,3332886.0,3332886.0,217523.0,54756.0,13523067.0,-0.03,-405692.0,981342.0,4314228.0,7762472.0,17925538.0,0.0,-44596.0,61048.0,0.0,-82365.0,,,8345464.0,14759284.0,,1240709.0,16006994.0,,184139.0,299935.0,299935.0,0.0,0.0,-331948.0,61048.0,24411916.0,-2507308.0,300.0,12524.0,,4548000.0,,7911791.0,7911791.0,4548000.0,-4378168.0,12524.0,174912.0,16246.0,16953967.0,1762190.0,-473323.0,496116.0,-270563.0,3645539.0,-405692.0,-405692.0,67631.0,,-405692.0,-405692.0,67631.0,67631.0,-2030307.0,-299772.0,186040.0,225967.0,169832.0,-299772.0,,,1240709.0,-1159157.0,56135.0,-1755379.0,,51228.0,1641335.0,4556689.0,-169995.6619,3107099.0,14751178.0,1255816.0,32176790.0,13572295.0,,,1482.0,6413820.0,,-851192.0,,1.0,796170.0,2145470.0,402468.0,4280458.0,1362265.0,0.0,10737974.0,524513.0,393463.0,681407.0,821995.0,540967.0,0.0,-2030307.0,,-1159157.0,16169796.0,3332886.0,640025.0,640025.0,-4378168.0,540967.0,-436330.0,496116.0,,186040.0,,,13896695.0,-242461.0,13003905.0,-1755379.0,-6764.6619,613776.0,0.0279,712864.0,-158423.0,41866234.0,20915696.0,11408011.0,14766095.0,30920974.0,27100139.0,16018894.0,9779267.0,,-163.0,32176790.0,1203310.0,-242461.0,-242461.0,324400.0,8526467.0,58322.0
2021-12-31,12M,EUR,6990103.0,11705982.0,,8789814.0,,1620939.0,,13436907.0,0.15,7762472.0,-689879.0,1513255.0,694835.0,7163641.0,7333566.0,-138967.0,7148881.0,10742.0,-69332.0,-598831.0,-84692.0,429657.0,1070983.0,-284128.0,-410253.0,721567.0,-598831.0,694835.0,,14894533.0,0.0,20663523.0,24984134.0,309932.0,4386547.0,4696479.0,446447.0,19454612.0,809399.0,2148477.0,2148477.0,2148477.0,527538.0,,13436907.0,0.15,2015536.0,3325879.0,5474356.0,7159623.0,26996379.0,,-3755747.0,145740.0,0.0,3480456.0,,,11294862.0,17254307.0,,2519675.0,18201506.0,608050.0,0.0,199121.0,199121.0,2516.0,2516.0,-196604.0,145740.0,26342936.0,-1013419.0,,427524.0,,1500000.0,1203323.0,7061856.0,8265179.0,1500000.0,-1760090.0,427524.0,786.0,12489.0,24688018.0,630084.0,-133620.0,-3375752.0,-159899.0,4284762.0,2015536.0,2015536.0,2149157.0,0.0,2015536.0,2015536.0,2149157.0,2149157.0,-561103.0,-196605.0,-323540.0,-81129.0,-260090.0,-196605.0,-3375752.0,3375752.0,2519675.0,-128776.0,178961.0,-2359774.0,0.0,55131.0,1976243.0,5806464.0,2259336.4828,4170335.0,14546035.0,3655471.0,38865029.0,12956443.0,,724217.0,2594844.0,5959445.0,427524.0,-923542.0,,-1.0,913395.0,2594844.0,1736665.0,3398761.0,169925.0,0.0,9009234.0,500797.0,254614.0,3126758.0,783010.0,80000.0,-3375752.0,-561103.0,-415000.0,-128776.0,20663523.0,2148477.0,742622.0,742622.0,-1760090.0,,1970716.0,0.0,,91460.0,,,13896695.0,-332108.0,14894533.0,-2359774.0,-88307.5172,809399.0,0.2659,366757.0,-809399.0,45276567.0,21956389.0,12961658.0,15524617.0,35209558.0,29751950.0,20292432.0,10297338.0,3155160.0,-6572.0,38865029.0,2019131.0,-332108.0,-332108.0,940252.0,5529522.0,332108.0
2022-12-31,12M,EUR,8589071.0,15349191.0,,,,1956393.0,,13781422.0,0.18,7163641.0,-1255425.0,1622262.0,694835.0,8045400.0,8225125.0,-274903.0,,,,880792.0,-7030.0,335927.0,283807.0,1597251.0,-4194295.0,-1984340.0,880793.0,694835.0,,16950337.0,0.0,22043410.0,29730326.0,365106.0,4618562.0,4983668.0,439296.0,21225977.0,1324930.0,2492785.0,2492785.0,2492785.0,2492785.0,0.0,13781422.0,0.18,2480656.0,4218070.0,6710855.0,8044433.0,35081039.0,,-105960.0,152769.0,,1153626.0,,,11739083.0,16872401.0,,2562710.0,20346615.0,608006.0,,411083.0,411083.0,38414.0,38414.0,-372669.0,152769.0,29048549.0,-1422298.0,,,,4400000.0,1257156.0,7479650.0,8736806.0,4400000.0,-3306080.0,,205705.0,,29897525.0,596285.0,-1401.0,0.0,-309871.0,4052812.0,2480656.0,2480656.0,2482057.0,0.0,2480656.0,2480656.0,2482057.0,2482057.0,-675999.0,-372669.0,-166873.0,649809.0,1093920.0,-372669.0,-170995.0,,2562710.0,-579426.0,-444111.0,77936.0,0.0,223015.0,1912631.0,6758855.0,2511950.75777,2409051.0,16118959.0,4227656.0,42390025.0,13627174.0,-1.0,327841.0,1681931.0,5133318.0,585821.0,-517974.0,,1.0,704338.0,,1830276.0,3888433.0,179725.0,0.0,10880726.0,710375.0,505039.0,3806987.0,732434.0,200000.0,0.0,-675999.0,-166873.0,-579426.0,22043410.0,2492785.0,620997.0,620997.0,-3306080.0,,4146586.0,,,0.0,,,13896695.0,-48000.0,16950337.0,77936.0,-16705.24223,1324930.0,0.348026,234626.0,-1324930.0,49850757.0,24429987.0,13720474.0,17546622.0,38162369.0,32304135.0,20120434.0,11078158.0,4179656.0,,42390025.0,2291655.0,-48000.0,-48000.0,269521.0,8504349.0,48000.0
2023-12-31,12M,EUR,7204244.0,16087699.0,,,,,,,,8045400.0,-374166.0,1430460.0,694835.0,5580016.0,5888067.0,-342991.0,,,,-2465383.0,152769.0,76695.0,2256168.0,-2027034.0,-2194599.0,-1736001.0,-2465384.0,694835.0,,18855604.0,,19048627.0,29230076.0,171296.0,5927368.0,6098664.0,603358.0,23485309.0,1035056.0,2985907.0,2985907.0,2985907.0,2985907.0,2400000.0,,,1993568.0,3816184.0,6802091.0,5580018.0,33495974.0,,2759547.0,0.0,,1667928.0,,,16437653.0,22108097.0,,2422742.0,25060277.0,458005.0,,787560.0,787560.0,24933.0,24933.0,-762627.0,0.0,31274549.0,-7267025.0,,,,3500000.0,1259164.0,6491577.0,7750741.0,3500000.0,-3829595.0,,205705.0,,26827988.0,0.0,0.0,-6601324.0,219167.0,6838929.0,1993568.0,1993568.0,1993568.0,0.0,1993568.0,1993568.0,1993568.0,1993568.0,803849.0,-762627.0,-1095384.0,3635934.0,-329595.0,-762627.0,-752563.0,,2422742.0,-374166.0,3965529.0,-3252493.0,0.0,246394.0,2597867.0,6925283.0,2074658.168029,2042094.0,21145836.0,3914441.0,44108904.0,12528443.0,2.0,400493.0,2515309.0,5670444.0,1683844.0,-1147368.0,,1.0,885874.0,,1689106.0,5344526.0,308051.0,0.0,10963635.0,1099704.0,351959.0,3028624.0,733636.0,150000.0,-6601324.0,,-1098023.0,-374166.0,19048627.0,2985907.0,1108258.0,1108258.0,-3829595.0,,3659197.0,,803849.0,2639.0,,,13896695.0,-123192.0,18855604.0,-3252493.0,-42101.831971,1035056.0,0.341758,95969.0,-1035056.0,55541621.0,25347181.0,13849405.0,18855604.0,40194463.0,36686017.0,26311546.0,13200708.0,3791251.0,,44108904.0,3759391.0,-123192.0,-123192.0,1368252.0,5744767.0,123192.0
