symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkingCapital
DGT.MI,2019-12-31,12M,EUR,,,-585499.0,8789814.0,-256510.0,186340.0,,,,,7206393.0,884.0,,,,,,,,,,14427.0,0.0,,,,,14641286.0,,,,,186340.0,198564.0,12224.0,,,,198564.0,,32684.0,,,,,,,,,,,,,1.0,,628618.0,,,,,,,,,,,,,,,,,,,,,,
DGT.MI,2020-12-31,12M,EUR,7389194.0,11274769.0,,8789814.0,,300.0,,694835.0,7762472.0,9124737.0,7759352.0,3120.0,694835.0,13003905.0,,25847339.0,,3496220.0,3496220.0,,17320872.0,54756.0,0.0,61048.0,0.0,8345464.0,14759284.0,,1240709.0,,61048.0,24411916.0,300.0,12524.0,,,7911791.0,7911791.0,12524.0,174912.0,16246.0,1762190.0,3645539.0,1240709.0,-1755379.0,,51228.0,1641335.0,13572295.0,,1482.0,6413820.0,,,1.0,2145470.0,402468.0,4280458.0,1362265.0,10737974.0,524513.0,393463.0,821995.0,-436330.0,13896695.0,13003905.0,-1755379.0,712864.0,41866234.0,20915696.0,11408011.0,14766095.0,27100139.0,16018894.0,9779267.0,1203310.0,324400.0,8526467.0
DGT.MI,2021-12-31,12M,EUR,6990103.0,11705982.0,,8789814.0,,,1513255.0,694835.0,7163641.0,7333566.0,7148881.0,10742.0,694835.0,14894533.0,0.0,24984134.0,309932.0,4386547.0,4696479.0,446447.0,19454612.0,,,145740.0,0.0,11294862.0,17254307.0,,2519675.0,608050.0,145740.0,26342936.0,,427524.0,,1203323.0,7061856.0,8265179.0,427524.0,786.0,12489.0,630084.0,4284762.0,2519675.0,-2359774.0,0.0,55131.0,1976243.0,12956443.0,724217.0,2594844.0,5959445.0,427524.0,,-1.0,2594844.0,1736665.0,3398761.0,169925.0,9009234.0,500797.0,254614.0,783010.0,1970716.0,13896695.0,14894533.0,-2359774.0,366757.0,45276567.0,21956389.0,12961658.0,15524617.0,29751950.0,20292432.0,10297338.0,2019131.0,940252.0,5529522.0
DGT.MI,2022-12-31,12M,EUR,8589071.0,15349191.0,,,,,1622262.0,694835.0,8045400.0,8225125.0,,,694835.0,16950337.0,0.0,29730326.0,365106.0,4618562.0,4983668.0,439296.0,21225977.0,0.0,,152769.0,,11739083.0,16872401.0,,2562710.0,608006.0,152769.0,29048549.0,,,,1257156.0,7479650.0,8736806.0,,205705.0,,596285.0,4052812.0,2562710.0,77936.0,0.0,223015.0,1912631.0,13627174.0,327841.0,1681931.0,5133318.0,585821.0,,1.0,,1830276.0,3888433.0,179725.0,10880726.0,710375.0,505039.0,732434.0,4146586.0,13896695.0,16950337.0,77936.0,234626.0,49850757.0,24429987.0,13720474.0,17546622.0,32304135.0,20120434.0,11078158.0,2291655.0,269521.0,8504349.0
DGT.MI,2023-12-31,12M,EUR,7204244.0,16087699.0,,,,,1430460.0,694835.0,5580016.0,5888067.0,,,694835.0,18855604.0,,29230076.0,171296.0,5927368.0,6098664.0,603358.0,23485309.0,2400000.0,,0.0,,16437653.0,22108097.0,,2422742.0,458005.0,0.0,31274549.0,,,,1259164.0,6491577.0,7750741.0,,205705.0,,0.0,6838929.0,2422742.0,-3252493.0,0.0,246394.0,2597867.0,12528443.0,400493.0,2515309.0,5670444.0,1683844.0,,1.0,,1689106.0,5344526.0,308051.0,10963635.0,1099704.0,351959.0,733636.0,3659197.0,13896695.0,18855604.0,-3252493.0,95969.0,55541621.0,25347181.0,13849405.0,18855604.0,36686017.0,26311546.0,13200708.0,3759391.0,1368252.0,5744767.0
