symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
DGT.MI,2019-12-31,12M,EUR,,,-277934.0,-495651.0,,,,,,,,,-277934.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,-33.0,,,,-784052.0,0.0,,,,,,0.0,
DGT.MI,2019-12-31,TTM,EUR,,,-277934.0,,,,,,,,,,-277934.0,,,,,,,0.0,,,,,,-1291104.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,
DGT.MI,2020-12-31,12M,EUR,7207277.0,-3189464.0,,6867.0,555195.0,-61048.0,1444962.0,,-1191372.0,-124001.0,75408.0,555195.0,,613776.0,3332886.0,3332886.0,7762472.0,-44596.0,-82365.0,,-331948.0,-2507308.0,4548000.0,4548000.0,-4378168.0,496116.0,-270563.0,-405692.0,67631.0,-2030307.0,186040.0,225967.0,169832.0,,,-1159157.0,56135.0,3107099.0,,-851192.0,540967.0,0.0,-2030307.0,,-1159157.0,-4378168.0,496116.0,,186040.0,,-158423.0
DGT.MI,2021-12-31,12M,EUR,7762472.0,-689879.0,-138967.0,-69332.0,-598831.0,-84692.0,429657.0,1070983.0,-284128.0,-410253.0,721567.0,-598831.0,,809399.0,2148477.0,2148477.0,7159623.0,-3755747.0,3480456.0,,-196604.0,-1013419.0,1500000.0,1500000.0,-1760090.0,-3375752.0,-159899.0,2015536.0,2149157.0,-561103.0,-323540.0,-81129.0,-260090.0,-3375752.0,3375752.0,-128776.0,178961.0,4170335.0,,-923542.0,80000.0,-3375752.0,-561103.0,-415000.0,-128776.0,-1760090.0,0.0,,91460.0,,-809399.0
DGT.MI,2022-12-31,12M,EUR,7163641.0,-1255425.0,-274903.0,,880792.0,-7030.0,335927.0,283807.0,1597251.0,-4194295.0,-1984340.0,880793.0,,1324930.0,2492785.0,2492785.0,8044433.0,-105960.0,1153626.0,,-372669.0,-1422298.0,4400000.0,4400000.0,-3306080.0,0.0,-309871.0,2480656.0,2482057.0,-675999.0,-166873.0,649809.0,1093920.0,-170995.0,,-579426.0,-444111.0,2409051.0,-1.0,-517974.0,200000.0,0.0,-675999.0,-166873.0,-579426.0,-3306080.0,,,0.0,,-1324930.0
DGT.MI,2023-12-31,12M,EUR,8045400.0,-374166.0,-342991.0,,-2465383.0,152769.0,76695.0,2256168.0,-2027034.0,-2194599.0,-1736001.0,-2465384.0,,1035056.0,2985907.0,2985907.0,5580018.0,2759547.0,1667928.0,,-762627.0,-7267025.0,3500000.0,3500000.0,-3829595.0,-6601324.0,219167.0,1993568.0,1993568.0,803849.0,-1095384.0,3635934.0,-329595.0,-752563.0,,-374166.0,3965529.0,2042094.0,2.0,-1147368.0,150000.0,-6601324.0,,-1098023.0,-374166.0,-3829595.0,,803849.0,2639.0,,-1035056.0
DGT.MI,2023-12-31,TTM,EUR,8045400.0,-374166.0,-342991.0,,-2465383.0,152769.0,76695.0,2256168.0,-2027034.0,-2194599.0,-1736001.0,-2465384.0,,1035056.0,2985907.0,2985907.0,5580018.0,2759547.0,1667928.0,,-762627.0,-7267025.0,3500000.0,3500000.0,-3829595.0,-6601324.0,219167.0,1993568.0,1993568.0,803849.0,-1095384.0,3635934.0,-329595.0,-752563.0,,-374166.0,3965529.0,2042094.0,2.0,-1147368.0,150000.0,-6601324.0,,-1098023.0,-374166.0,-3829595.0,,803849.0,2639.0,,-1035056.0
