symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
DGT.MI,2019-12-31,12M,EUR,2806182.0,13696882.0,0.017,,,,13696882.0,0.017,,,,96180.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,392598.0,96180.0,,,,,,,-3308.0,,,,
DGT.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,96180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392598.0,96180.0,,,,,,,441433.0,,,,
DGT.MI,2020-12-31,12M,EUR,3115363.0,13523067.0,-0.03,16169796.0,3332886.0,217523.0,13523067.0,-0.03,-405692.0,981342.0,4314228.0,,16006994.0,184139.0,299935.0,299935.0,0.0,0.0,-473323.0,-405692.0,-405692.0,67631.0,,-405692.0,-405692.0,67631.0,-299772.0,-299772.0,4556689.0,-169995.6619,14751178.0,1255816.0,32176790.0,796170.0,,0.0,681407.0,16169796.0,3332886.0,640025.0,640025.0,540967.0,,-242461.0,-6764.6619,613776.0,0.0279,30920974.0,,-163.0,32176790.0,-242461.0,-242461.0,58322.0
DGT.MI,2021-12-31,12M,EUR,1620939.0,13436907.0,0.15,20663523.0,2148477.0,527538.0,13436907.0,0.15,2015536.0,3325879.0,5474356.0,,18201506.0,0.0,199121.0,199121.0,2516.0,2516.0,-133620.0,2015536.0,2015536.0,2149157.0,0.0,2015536.0,2015536.0,2149157.0,-196605.0,-196605.0,5806464.0,2259336.4828,14546035.0,3655471.0,38865029.0,913395.0,,0.0,3126758.0,20663523.0,2148477.0,742622.0,742622.0,,,-332108.0,-88307.5172,809399.0,0.2659,35209558.0,3155160.0,-6572.0,38865029.0,-332108.0,-332108.0,332108.0
DGT.MI,2022-12-31,12M,EUR,1956393.0,13781422.0,0.18,22043410.0,2492785.0,2492785.0,13781422.0,0.18,2480656.0,4218070.0,6710855.0,,20346615.0,,411083.0,411083.0,38414.0,38414.0,-1401.0,2480656.0,2480656.0,2482057.0,0.0,2480656.0,2480656.0,2482057.0,-372669.0,-372669.0,6758855.0,2511950.75777,16118959.0,4227656.0,42390025.0,704338.0,,0.0,3806987.0,22043410.0,2492785.0,620997.0,620997.0,,,-48000.0,-16705.24223,1324930.0,0.348026,38162369.0,4179656.0,,42390025.0,-48000.0,-48000.0,48000.0
DGT.MI,2023-06-30,TTM,EUR,,13896217.0,0.18,,,,13896217.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGT.MI,2023-12-31,12M,EUR,,,,19048627.0,2985907.0,2985907.0,,,1993568.0,3816184.0,6802091.0,,25060277.0,,787560.0,787560.0,24933.0,24933.0,0.0,1993568.0,1993568.0,1993568.0,0.0,1993568.0,1993568.0,1993568.0,-762627.0,-762627.0,6925283.0,2074658.168029,21145836.0,3914441.0,44108904.0,885874.0,,0.0,3028624.0,19048627.0,2985907.0,1108258.0,1108258.0,,,-123192.0,-42101.831971,1035056.0,0.341758,40194463.0,3791251.0,,44108904.0,-123192.0,-123192.0,123192.0
DGT.MI,2023-12-31,TTM,EUR,,15335138.0,0.13,19048627.0,2985907.0,2985907.0,15335138.0,0.13,1993568.0,3816184.0,6802091.0,,25060277.0,,787560.0,787560.0,24933.0,24933.0,0.0,1993568.0,1993568.0,1993568.0,0.0,1993568.0,1993568.0,1993568.0,-762627.0,-762627.0,6925283.0,2074658.168029,21145836.0,3914441.0,44108904.0,885874.0,213408.0,0.0,3028624.0,19048627.0,2985907.0,1108258.0,1108258.0,,,-123192.0,-42101.831971,1035056.0,0.341758,40194463.0,3791251.0,,44108904.0,-123192.0,-123192.0,123192.0
