symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
EGLA.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159000.0,,,,,,,,,,,,
EGLA.MI,2020-12-31,12M,EUR,364000.0,167693345.0,0.013119,228069000.0,18313000.0,17949000.0,167693345.0,0.013119,2200000.0,193000.0,18506000.0,4170000.0,147047000.0,,4955000.0,4955000.0,91000.0,91000.0,-122000.0,2200000.0,2200000.0,2322000.0,2200000.0,2200000.0,2322000.0,-4893000.0,-4893000.0,19164000.0,2700080.0,144706000.0,2341000.0,375116000.0,45631000.0,730000.0,0.0,-4762000.0,228069000.0,18313000.0,847000.0,847000.0,,1751000.0,4170000.0,-730000.0,-157920.0,-7084000.0,0.24,372775000.0,1421000.0,29000.0,375116000.0,-658000.0,-658000.0,
EGLA.MI,2021-12-31,12M,EUR,428000.0,167693345.0,0.111823,341109000.0,23269000.0,22841000.0,167693345.0,0.111823,18752000.0,35465000.0,58734000.0,6856000.0,218006000.0,0.0,5792000.0,5792000.0,68000.0,68000.0,-1939000.0,18752000.0,18752000.0,20691000.0,18752000.0,18752000.0,20691000.0,-7289000.0,-7289000.0,59022000.0,18952822.565969,184683000.0,33323000.0,559115000.0,62345000.0,750000.0,0.0,29673000.0,341109000.0,23269000.0,572000.0,572000.0,,1875000.0,6856000.0,-750000.0,-87177.434031,8982000.0,0.302699,525792000.0,35419000.0,1565000.0,559115000.0,-288000.0,-288000.0,0.0
EGLA.MI,2022-12-31,12M,EUR,547000.0,167693345.0,0.234279,539312000.0,26091000.0,25544000.0,167693345.0,0.234279,39287000.0,73148000.0,99239000.0,8179000.0,317070000.0,4946000.0,9530000.0,9530000.0,68000.0,68000.0,-4491000.0,39287000.0,39287000.0,43778000.0,39287000.0,39287000.0,43778000.0,-13646000.0,-13646000.0,103965000.0,42715240.4,233867000.0,83203000.0,856382000.0,85039000.0,1870000.0,0.0,63618000.0,539312000.0,26091000.0,1460000.0,1460000.0,0.0,,8179000.0,-6816000.0,-1297759.6,19840000.0,0.2746,773179000.0,76387000.0,4184000.0,856382000.0,-4726000.0,-4726000.0,4946000.0
EGLA.MI,2023-06-30,TTM,EUR,,167693345.0,0.215083,,,,167693345.0,0.215083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGLA.MI,2023-12-31,12M,EUR,907000.0,92184589.0,0.21,521459000.0,33730000.0,32823000.0,92184589.0,0.21,34057000.0,77250000.0,110980000.0,10481000.0,318489000.0,0.0,21808000.0,21808000.0,4138000.0,4138000.0,-4551000.0,34057000.0,34057000.0,38608000.0,34057000.0,34057000.0,38608000.0,-19217000.0,-19217000.0,110261000.0,33530620.1,238117000.0,80372000.0,839948000.0,77322000.0,45000.0,0.0,55442000.0,521459000.0,33730000.0,1404000.0,1404000.0,112000.0,,10481000.0,-157000.0,192620.1,16834000.0,0.2679,759576000.0,80327000.0,1547000.0,839948000.0,719000.0,719000.0,
EGLA.MI,2023-12-31,TTM,EUR,907000.0,92184589.0,0.21,521459000.0,33730000.0,32823000.0,92184589.0,0.21,34057000.0,77250000.0,110980000.0,10481000.0,318489000.0,0.0,21808000.0,21808000.0,4138000.0,4138000.0,-4551000.0,34057000.0,34057000.0,38608000.0,34057000.0,34057000.0,38608000.0,-19217000.0,-19217000.0,110261000.0,33530620.1,238117000.0,80372000.0,839948000.0,77322000.0,45000.0,0.0,55442000.0,521459000.0,33730000.0,1404000.0,1404000.0,112000.0,,10481000.0,-157000.0,192620.1,16834000.0,0.2679,759576000.0,80327000.0,1547000.0,839948000.0,719000.0,719000.0,
